id,sgk_ocak_2012,sgk_agu_2013,sgk_agu_2013_gelir
64260013,0.0,0.0,0.0
64352009,1.0,0.0,0.0
65358108,0.0,0.0,0.0
68441032,1.0,1.0,1661.04
64353011,0.0,1.0,1200.0
66809012,1.0,0.0,0.0
66837006,0.0,0.0,0.0
66809001,1.0,0.0,0.0
65882002,1.0,0.0,0.0
64358026,1.0,1.0,1021.5
68405047,0.0,0.0,0.0
64264039,1.0,0.0,0.0
64364016,1.0,1.0,1971.03
65358100,0.0,0.0,0.0
65987033,1.0,1.0,1184.26
64431035,0.0,0.0,0.0
67826035,0.0,1.0,2969.49
65496016,1.0,0.0,0.0
64281019,0.0,1.0,1270.29
65043022,1.0,0.0,0.0
59026005,1.0,1.0,1021.5
64067034,0.0,0.0,0.0
65461002,1.0,1.0,1021.5
64336010,0.0,0.0,0.0
65240112,0.0,0.0,0.0
64431041,1.0,1.0,2611.92
65753048,1.0,1.0,1247.53
64353035,0.0,0.0,0.0
64273002,1.0,0.0,0.0
65240022,0.0,0.0,0.0
67799031,0.0,0.0,0.0
64295034,1.0,0.0,0.0
65480005,1.0,1.0,1322.62
64346030,0.0,0.0,0.0
64262023,0.0,0.0,0.0
65753008,1.0,1.0,1679.41
67460011,0.0,1.0,1311.78
64357004,0.0,0.0,0.0
64343017,1.0,0.0,0.0
67032004,0.0,0.0,0.0
65211018,1.0,0.0,0.0
65434037,1.0,0.0,0.0
65434010,1.0,0.0,0.0
68097076,0.0,0.0,0.0
65436029,0.0,0.0,0.0
66922028,0.0,1.0,68.73
65882031,0.0,0.0,0.0
64354022,1.0,1.0,2312.96
64068013,0.0,0.0,0.0
65294007,1.0,1.0,1748.47
68405013,0.0,0.0,0.0
66264008,0.0,1.0,1077.39
65988005,0.0,0.0,0.0
64186032,0.0,1.0,1328.85
66837006,0.0,0.0,0.0
65686006,1.0,1.0,6290.22
64330033,1.0,0.0,0.0
65984005,0.0,0.0,0.0
63066046,1.0,0.0,0.0
64264021,1.0,0.0,0.0
68444034,1.0,0.0,0.0
67843025,0.0,1.0,1394.03
68302038,0.0,0.0,0.0
61177030,1.0,1.0,1379.2
64298017,1.0,0.0,0.0
64186047,1.0,0.0,0.0
68386005,0.0,0.0,0.0
59026020,1.0,1.0,1021.5
67843039,1.0,1.0,1286.99
67843016,1.0,1.0,1642.52
66264004,1.0,0.0,0.0
68158077,1.0,0.0,0.0
65436013,1.0,0.0,0.0
64260028,0.0,0.0,0.0
64330021,0.0,0.0,0.0
67573026,1.0,0.0,0.0
68304060,1.0,1.0,1021.5
64344011,1.0,1.0,1554.69
65480030,1.0,1.0,820.0
68444003,1.0,1.0,1021.5
65480026,1.0,1.0,2503.79
60929018,1.0,0.0,0.0
65686037,1.0,0.0,0.0
60983021,1.0,1.0,2234.19
59026009,1.0,0.0,0.0
64338016,1.0,1.0,461.61
64338026,1.0,1.0,578.85
66837006,0.0,0.0,0.0
63066008,1.0,0.0,0.0
62617020,1.0,0.0,0.0
64330036,0.0,1.0,681.0
65240090,1.0,0.0,0.0
68097014,0.0,0.0,0.0
64244010,0.0,0.0,0.0
67034060,0.0,0.0,0.0
67032049,1.0,0.0,0.0
60983030,1.0,1.0,249.02
65493047,0.0,0.0,0.0
65882033,1.0,1.0,1055.55
64282004,0.0,1.0,1127.06
64336009,0.0,0.0,0.0
66837006,0.0,0.0,0.0
64067048,0.0,0.0,0.0
64352018,0.0,1.0,1021.5
67577031,0.0,0.0,0.0
64431052,1.0,1.0,885.3
68233002,1.0,1.0,894.58
64295029,1.0,1.0,1180.63
67573003,1.0,1.0,1023.0
64209035,0.0,1.0,1220.19
64263019,0.0,0.0,0.0
65434032,1.0,0.0,0.0
64343029,1.0,1.0,1197.35
68304052,0.0,1.0,1220.79
68357039,1.0,1.0,1400.0
64297003,1.0,0.0,0.0
65358068,0.0,0.0,0.0
66451031,1.0,1.0,1021.5
67805017,1.0,1.0,1608.66
66891040,1.0,1.0,1327.08
64373033,0.0,1.0,510.75
64343021,1.0,0.0,0.0
64264018,0.0,0.0,0.0
66922042,1.0,0.0,0.0
64282028,0.0,0.0,0.0
65753045,1.0,1.0,1846.26
67460049,1.0,1.0,1213.43
64297002,1.0,0.0,0.0
64186044,1.0,0.0,0.0
65043023,1.0,1.0,1021.5
66922008,0.0,0.0,0.0
65358067,0.0,0.0,0.0
65240077,1.0,0.0,0.0
65358098,0.0,0.0,0.0
67683037,1.0,1.0,1021.5
68304081,0.0,1.0,1263.01
67845032,1.0,1.0,1044.36
64347009,1.0,0.0,0.0
64431010,1.0,0.0,0.0
64336046,0.0,0.0,0.0
65211031,0.0,0.0,0.0
67845024,0.0,1.0,1278.76
65883007,0.0,0.0,0.0
65493016,0.0,1.0,623.33
64354027,1.0,0.0,0.0
65459025,0.0,1.0,1161.14
68158036,1.0,0.0,0.0
65496013,0.0,0.0,0.0
67683038,1.0,1.0,1119.02
68233005,0.0,0.0,0.0
67034069,0.0,1.0,2374.65
65434025,0.0,1.0,1080.0
64352039,1.0,0.0,0.0
64244001,0.0,0.0,0.0
67683050,1.0,0.0,0.0
68444004,0.0,0.0,0.0
65987006,0.0,0.0,0.0
65493020,1.0,1.0,1021.5
65461029,1.0,1.0,408.8
68304031,1.0,1.0,1193.33
65358156,0.0,0.0,0.0
65232007,0.0,1.0,442.65
68444047,1.0,1.0,1091.05
65240118,1.0,0.0,0.0
67683002,0.0,1.0,1063.07
67577047,0.0,0.0,0.0
64263050,0.0,0.0,0.0
68444033,1.0,1.0,1533.71
65984060,0.0,0.0,0.0
66837042,1.0,1.0,1274.73
66809049,1.0,0.0,0.0
64358002,1.0,1.0,1021.5
65883020,1.0,0.0,0.0
64357090,0.0,0.0,0.0
64186026,0.0,0.0,0.0
64357066,0.0,0.0,0.0
67577036,1.0,1.0,1021.5
64357061,0.0,0.0,0.0
68386019,0.0,0.0,0.0
64337043,0.0,0.0,0.0
67034080,0.0,1.0,501.4
68158018,1.0,1.0,646.95
68158007,0.0,1.0,136.2
67786025,0.0,1.0,1166.78
67577041,1.0,0.0,0.0
67032028,1.0,1.0,1021.5
67700017,1.0,1.0,690.06
65476031,0.0,1.0,504.0
64352030,0.0,0.0,0.0
65687012,0.0,0.0,0.0
65883027,1.0,0.0,0.0
64336013,0.0,0.0,0.0
66837033,1.0,0.0,0.0
64336001,0.0,0.0,0.0
64295038,0.0,1.0,2067.84
67579016,0.0,0.0,0.0
64357049,0.0,0.0,0.0
64297033,0.0,0.0,0.0
66451048,0.0,0.0,0.0
67289009,1.0,1.0,1625.27
65883032,0.0,0.0,0.0
68449047,0.0,0.0,0.0
64247016,0.0,1.0,1272.98
68402011,0.0,0.0,0.0
65294005,1.0,1.0,1021.5
65179027,1.0,1.0,1021.5
65480017,0.0,0.0,0.0
64186017,1.0,1.0,6639.9
67460041,0.0,0.0,0.0
65986004,1.0,0.0,0.0
68158019,0.0,0.0,0.0
64296046,1.0,1.0,1398.77
67826020,0.0,0.0,0.0
66382038,0.0,0.0,0.0
68304088,0.0,0.0,0.0
65686004,0.0,0.0,0.0
61177033,1.0,1.0,1294.6
68444014,0.0,1.0,1424.0
64248010,0.0,0.0,0.0
65043009,1.0,0.0,0.0
66837006,0.0,0.0,0.0
65753034,1.0,1.0,1050.0
64273001,0.0,1.0,854.17
64338020,1.0,1.0,1611.29
67460016,0.0,0.0,0.0
65493040,1.0,0.0,0.0
64353038,1.0,1.0,1049.08
64354025,1.0,1.0,1459.71
65749001,0.0,0.0,0.0
65882011,0.0,1.0,1065.77
60984023,1.0,1.0,1021.5
66451023,0.0,0.0,0.0
64282013,0.0,0.0,0.0
65240111,0.0,0.0,0.0
64283039,0.0,0.0,0.0
64283035,1.0,0.0,0.0
64361008,0.0,0.0,0.0
65294022,1.0,1.0,1483.84
65481013,1.0,1.0,1939.01
65211019,0.0,0.0,0.0
65749023,1.0,0.0,0.0
64354014,0.0,0.0,0.0
64281030,0.0,0.0,0.0
67683003,0.0,0.0,0.0
68119024,1.0,1.0,1118.93
68402001,1.0,1.0,1021.5
65497023,0.0,0.0,0.0
65358048,0.0,0.0,0.0
67034072,1.0,0.0,0.0
65753049,1.0,1.0,1242.34
64345012,1.0,1.0,758.18
64209009,0.0,1.0,1021.5
65461009,1.0,0.0,0.0
68302021,1.0,1.0,1021.5
65232012,0.0,0.0,0.0
68357005,0.0,0.0,0.0
66891001,1.0,1.0,1548.56
67032029,0.0,1.0,1025.31
64068015,0.0,0.0,0.0
64346039,1.0,1.0,1049.08
64344016,0.0,1.0,1600.0
64329010,0.0,1.0,989.24
66922033,0.0,0.0,0.0
66891020,1.0,0.0,0.0
65474024,1.0,1.0,1030.0
65497019,0.0,1.0,1402.66
65240059,1.0,1.0,1021.5
59026030,0.0,0.0,0.0
68097054,1.0,1.0,1505.07
64295011,1.0,1.0,1601.15
66542025,1.0,1.0,2281.23
65358149,0.0,0.0,0.0
67799050,0.0,0.0,0.0
68302032,0.0,0.0,0.0
64282003,0.0,0.0,0.0
67034054,0.0,0.0,0.0
67843042,0.0,0.0,0.0
64298028,1.0,1.0,1197.26
64358020,1.0,0.0,0.0
67803027,0.0,1.0,2298.64
64295044,0.0,0.0,0.0
67573005,0.0,0.0,0.0
65240117,0.0,0.0,0.0
60983004,0.0,1.0,1021.5
68096037,1.0,1.0,1933.34
65984008,0.0,0.0,0.0
68402028,1.0,1.0,1025.37
65496014,1.0,0.0,0.0
63066011,0.0,1.0,2219.39
66922076,1.0,0.0,0.0
65481015,0.0,1.0,1020.43
66451006,0.0,1.0,1098.28
65986016,0.0,1.0,1157.7
65293034,0.0,0.0,0.0
64282026,0.0,0.0,0.0
65686040,1.0,1.0,1103.22
64431031,0.0,1.0,1512.63
68233040,0.0,1.0,1235.61
66303013,1.0,1.0,1440.59
68386014,0.0,0.0,0.0
64337015,1.0,0.0,0.0
64344041,1.0,1.0,170.25
68119019,1.0,0.0,0.0
64260011,0.0,0.0,0.0
60409024,0.0,1.0,673.74
67032050,1.0,1.0,794.91
65480006,1.0,1.0,1245.46
61177031,1.0,0.0,0.0
64281030,0.0,0.0,0.0
67826010,0.0,1.0,953.4
68302052,0.0,0.0,0.0
65240066,0.0,0.0,0.0
68119025,1.0,1.0,1110.03
68097016,0.0,0.0,0.0
66382009,1.0,0.0,0.0
64296021,1.0,1.0,1160.93
65686017,1.0,1.0,1888.35
66809042,0.0,0.0,0.0
66303002,1.0,1.0,204.3
64353019,1.0,1.0,1021.5
64298024,1.0,1.0,892.66
60983026,1.0,1.0,1021.5
64353008,1.0,0.0,0.0
64283002,1.0,1.0,910.27
68233036,1.0,0.0,0.0
64298014,0.0,0.0,0.0
68097038,1.0,1.0,1143.77
68233032,1.0,1.0,1056.07
68119023,0.0,0.0,0.0
68357010,0.0,0.0,0.0
67683010,0.0,0.0,0.0
65042041,1.0,1.0,1627.5
68386049,0.0,0.0,0.0
64361009,0.0,0.0,0.0
64295010,0.0,0.0,0.0
66542012,0.0,1.0,442.65
64346025,1.0,0.0,0.0
67032018,1.0,1.0,1832.24
67700039,0.0,0.0,0.0
68304019,0.0,0.0,0.0
67842034,1.0,0.0,0.0
66451037,0.0,0.0,0.0
68097052,0.0,1.0,1021.5
65436011,1.0,1.0,1021.5
68302029,0.0,0.0,0.0
64298045,1.0,1.0,851.25
65293003,0.0,0.0,0.0
64356012,0.0,0.0,0.0
65686001,0.0,0.0,0.0
65240028,0.0,0.0,0.0
68304075,0.0,0.0,0.0
67573014,0.0,0.0,0.0
64248023,1.0,1.0,2139.78
65687038,1.0,1.0,1650.0
64174033,0.0,0.0,0.0
64282037,0.0,0.0,0.0
65986024,1.0,1.0,2094.61
65476034,1.0,1.0,1225.81
65358059,0.0,0.0,0.0
68158049,0.0,0.0,0.0
65358069,1.0,0.0,0.0
67034011,0.0,0.0,0.0
64247008,0.0,0.0,0.0
67700029,0.0,0.0,0.0
67703013,1.0,1.0,1021.5
68158032,1.0,1.0,34.05
64262003,0.0,0.0,0.0
67289065,0.0,1.0,1050.0
67289066,0.0,0.0,0.0
64347019,0.0,1.0,1500.0
65461010,1.0,1.0,1021.5
68357019,0.0,1.0,1021.5
64373010,0.0,1.0,1398.77
68302057,0.0,0.0,0.0
68405049,1.0,0.0,0.0
67289042,0.0,0.0,0.0
64346017,1.0,0.0,0.0
64357098,0.0,0.0,0.0
64068020,0.0,0.0,0.0
68386022,0.0,0.0,0.0
64352037,0.0,0.0,0.0
64336032,0.0,0.0,0.0
67803005,0.0,0.0,0.0
68232014,0.0,0.0,0.0
68301002,0.0,0.0,0.0
64336017,0.0,0.0,0.0
67845050,1.0,0.0,0.0
67845045,0.0,1.0,1050.0
65476026,1.0,1.0,1188.95
68449003,1.0,0.0,0.0
65358088,0.0,0.0,0.0
