id,kurs_tamamlama_durumu,kursa_katilim_gun_sayisi,CP_c12,CP_c13
65984098,No,,,
59026024,No,,,
66451028,Yes,95.0,,
64067042,Yes,32.0,,
66086008,,,,
65749039,Yes,118.0,,
64330037,Yes,28.0,,
65883034,No,,,
64354036,Yes,29.0,,
64346008,,,,
66382040,No,,,
67034013,,,,
60409002,,,,
67843009,,,,
65240069,No,,,
65493018,,,,
60929016,No,,,
67034049,Yes,60.0,,
65043007,,,,
65179007,,,,
64067022,,,,
68304005,,,,
60409012,,,,
64067041,Yes,32.0,,
68304065,Yes,53.0,,
65686003,,,,
64281038,Yes,80.0,,
65984084,No,17.0,,
67845026,Yes,57.0,,
66382033,Yes,91.0,,
67289008,,,,
64330008,,,,
64264029,Yes,67.0,,
60984010,,,,
65358027,,,,
66809010,,,,
59026016,,,,
64263003,,,,
68386008,,,,
65459013,,,,
65232015,No,,,
64354039,Yes,29.0,,
65461028,Yes,15.0,,
68402034,Yes,49.0,,
67289076,Yes,60.0,,
60409028,Yes,59.0,,
65042027,Yes,64.0,,
68386043,Yes,35.0,,
68119005,,,,
64358003,,,,
67577033,No,5.0,,
65240099,Yes,25.0,,
65240044,,,,
65753001,,,,
60984017,No,,,
64338040,Yes,35.0,,
64297030,No,,,
65358189,No,,,
65240013,,,,
68304032,,,,
67845030,Yes,57.0,,
64283024,Yes,34.0,,
65358053,,,,
67289048,Yes,60.0,,
64186022,,,,
64392004,,,,
67579017,,,,
66837037,Yes,80.0,,
64358024,No,,,
64346010,,,,
68444019,,,,
64392002,,,,
64300039,Yes,90.0,,
67460043,Yes,80.0,,
64364023,Yes,69.0,,
64300033,No,24.0,,
64345015,Yes,34.0,,
64281030,No,,,
67288015,,,,
64297012,,,,
67032020,,,,
64186011,Yes,55.0,,
64336045,Yes,30.0,,
65984086,Yes,93.0,,
67683036,Yes,31.0,,
64431004,,,,
66809016,,,,
67700031,Yes,47.0,,
65480024,Yes,60.0,,
65434012,,,,
64356018,,,,
65480025,Yes,59.0,,
66922032,,,,
67288023,Yes,24.0,,
64356001,,,,
68441034,Yes,89.0,,
64329040,No,13.0,,
65358192,Yes,61.0,,
65476016,,,,
68449038,Yes,27.0,,
64283027,Yes,34.0,,
65240064,Yes,27.0,,
65179026,Yes,51.0,,
67460002,,,,
65358066,,,,
64297038,Yes,44.0,,
64244015,,,,
65749019,,,,
64356034,No,1.0,,
65434027,Yes,100.0,,
66837050,Yes,80.0,,
67579047,No,,,
65042030,Yes,64.0,,
64298029,Yes,,,
67034045,Yes,60.0,,
67803007,,,,
65358142,Yes,61.0,,
68304002,,,,
67843043,No,,,
67289080,No,14.0,,
60983028,Yes,57.0,,
64357012,,,,
67826005,,,,
67799010,,,,
60409030,Yes,59.0,,
64186020,,,,
67803040,No,44.0,,
67786042,Yes,37.0,,
65984024,,,,
62617017,Yes,30.0,,
66809025,,,,
65358010,,,,
67577025,,,,
67407010,,,,
67826043,,,,
68441015,,,,
65480019,Yes,57.0,,
65497027,Yes,56.0,,
64247035,Yes,79.0,,
65984097,Yes,93.0,,
67407028,Yes,88.0,,
67683040,Yes,31.0,,
65883017,,,,
64262042,Yes,59.0,,
65240085,Yes,21.0,,
65984061,Yes,93.0,,
67032078,No,,,
64263012,,,,
65480008,,,,
64361014,Yes,52.0,,
68304085,No,,,
65984101,Yes,93.0,,
66382022,,,,
66451039,Yes,92.0,,
68449015,,,,
68386040,No,,,
65434006,,,,
66451019,,,,
64296024,,,,
64297036,Yes,48.0,,
65240004,,,,
64298036,No,,,
68158013,,,,
64346007,,,,
64300016,,,,
68441021,,,,
63066015,,,,
65476018,,,,
68097041,Yes,60.0,,
67573047,No,,,
65476024,,,,
64338030,Yes,33.0,,
68405003,,,,
68301023,Yes,53.0,,
65043005,,,,
67579031,No,,,
66837006,,,,
64431030,,,,
65749025,No,,,
67289070,No,,,
65984072,Yes,93.0,,
64344023,Yes,32.0,,
65294023,Yes,33.0,,
64364002,,,,
68304096,Yes,53.0,,
68304043,,,,
65882007,,,,
65987039,No,,,
64284009,,,,
65988033,Yes,53.0,,
64284010,,,,
65753041,Yes,61.0,,
66837029,No,,,
65493023,,,,
64358021,No,,,
64283001,,,,
64338038,Yes,32.0,,
67579043,No,,,
64372018,Yes,65.0,,
67803016,,,,
64282017,,,,
60929004,,,,
66451004,,,,
64330015,,,,
64352034,Yes,32.0,,
64431057,Yes,27.0,,
68405016,,,,
65474013,,,,
67683044,Yes,31.0,,
66837030,No,,,
64338015,,,,
65497024,No,43.0,,
65043008,,,,
67843041,Yes,,,
65476019,,,,
68304017,,,,
67032052,Yes,49.0,,
64353032,Yes,32.0,,
65211030,Yes,22.0,,
67289050,Yes,60.0,,
66922005,,,,
64247034,Yes,81.0,,
68097036,,,,
64248027,No,,,
68304010,,,,
66891047,No,,,
65294008,,,,
65240032,,,,
67579045,No,,,
64300025,Yes,97.0,,
65179008,,,,
64431045,Yes,27.0,,
67579005,,,,
64357080,No,,,
64281011,,,,
65497015,,,,
67826021,,,,
64260047,Yes,58.0,,
65240110,Yes,26.0,,
65496030,Yes,60.0,,
60409047,Yes,58.0,,
64357045,,,,
65476014,,,,
65882026,Yes,23.0,,
65179015,,,,
65687013,,,,
66809030,No,,,
65883003,,,,
65232001,,,,
64068043,Yes,32.0,,
65358101,Yes,61.0,,
67826008,,,,
67407048,Yes,83.0,,
64354030,No,6.0,,
66809037,Yes,69.0,,
64262037,Yes,58.0,,
65436027,Yes,64.0,,
64068027,Yes,32.0,,
64282029,Yes,34.0,,
67034021,,,,
60929001,,,,
66891007,,,,
65294038,Yes,31.0,,
66891008,,,,
64068044,Yes,32.0,,
65474018,Yes,59.0,,
67579025,,,,
64186012,,,,
66382031,No,10.0,,
67843007,,,,
64346011,,,,
66451043,No,,,
65358024,,,,
65240001,,,,
65434039,Yes,100.0,,
65358193,Yes,61.0,,
64338027,Yes,35.0,,
67034010,,,,
66837007,,,,
67577026,Yes,79.0,,
64300034,No,47.0,,
65882032,Yes,23.0,,
68386009,,,,
67700016,,,,
67289039,,,,
67034044,Yes,56.0,,
65179013,,,,
64353025,Yes,33.0,,
65043047,Yes,36.0,,
64263044,Yes,53.0,,
65240083,No,,,
65294025,Yes,32.0,,
64263018,,,,
65496018,Yes,56.0,,
68386027,Yes,36.0,,
65240061,Yes,27.0,,
66382037,Yes,95.0,,
64337038,Yes,28.0,,
64247037,Yes,80.0,,
68444027,No,,,
65461005,,,,
64244022,Yes,76.0,,
67826011,,,,
66451015,,,,
64298007,,,,
60983017,Yes,59.0,,
65984011,,,,
68232012,,,,
65988026,Yes,53.0,,
65476039,Yes,98.0,,
66837006,,,,
68096016,,,,
68097049,Yes,60.0,,
64329028,Yes,31.0,,
64297018,,,,
65043021,,,,
64329012,,,,
68158006,,,,
65753042,Yes,62.0,,
66451008,,,,
66837006,,,,
64352026,No,16.0,,
68301027,Yes,53.0,,
66303006,,,,
64357087,Yes,35.0,,
67703033,No,,,
68357003,,,,
67577046,No,,,
64338037,No,,,
64174023,No,,,
67460005,,,,
65987015,,,,
67786016,,,,
65496011,,,,
67034065,Yes,60.0,,
65179010,,,,
67460026,Yes,75.0,,
65358155,Yes,59.0,,
67843018,,,,
64354026,No,,,
68402005,,,,
67700021,,,,
67805012,,,,
65687019,,,,
64392021,Yes,69.0,,
65240046,,,,
68444001,,,,
64343035,Yes,31.0,,
68441012,,,,
66809007,,,,
64067037,Yes,32.0,,
68304099,Yes,53.0,,
65497006,,,,
65986002,,,,
65358199,Yes,61.0,,
64284025,No,,,
65240067,Yes,26.0,,
64174039,No,,,
67700005,,,,
67700010,,,,
66837046,Yes,80.0,,
62617007,,,,
68097066,Yes,60.0,,
68158030,,,,
67032016,,,,
65211012,,,,
67803031,Yes,87.0,,
68232027,Yes,72.0,,
65883021,Yes,27.0,,
64298026,Yes,96.0,,
66922065,Yes,20.0,,
65240041,,,,
65480021,Yes,57.0,,
68386038,Yes,35.0,,
65984064,Yes,93.0,,
64357022,,,,
64361007,,,,
65476046,Yes,92.0,,
64244005,Yes,68.0,,
65988012,,,,
65686032,Yes,75.0,,
64068012,,,,
65043033,Yes,34.0,,
65358007,,,,
67577007,,,,
66837022,,,,
66837006,,,,
65240074,Yes,27.0,,
64273005,,,,
63066042,Yes,57.0,,
66451049,No,78.0,,
68302051,Yes,33.0,,
64264012,,,,
67577037,No,,,
64337025,,,,
67577005,,,,
60929017,No,,,
68097071,No,,,
64296023,,,,
67034046,Yes,56.0,,
68357012,,,,
59026001,,,,
68449025,,,,
67407024,,,,
68233050,,,,
68304091,Yes,53.0,,
65043034,Yes,36.0,,
64345005,,,,
64296047,No,,,
67577044,Yes,79.0,,
60409050,Yes,57.0,,
68304022,,,,
68405023,,,,
67786033,Yes,38.0,,
68441039,Yes,89.0,,
68304074,Yes,53.0,,
68444017,,,,
64336048,Yes,31.0,,
67034018,,,,
64431015,,,,
68402015,,,,
64431060,Yes,27.0,,
64337009,,,,
65474004,,,,
66809013,,,,
65496015,,,,
66837006,,,,
66542034,Yes,15.0,,
64067011,,,,
65179031,Yes,52.0,,
68402041,Yes,50.0,,
68444028,Yes,37.0,,
64330016,,,,
64244018,Yes,65.0,,
67032035,,,,
65211006,,,,
65293007,,,,
65042015,,,,
64263007,,,,
68386046,Yes,35.0,,
67683035,Yes,31.0,,
64262026,No,,,
65461006,,,,
65476033,Yes,92.0,,
65882024,Yes,23.0,,
67289006,,,,
68232022,,,,
67034028,,,,
64283028,Yes,34.0,,
65496022,No,41.0,,
67407027,Yes,88.0,,
68097004,,,,
65481007,,,,
68097067,Yes,60.0,,
66922052,Yes,20.0,,
67579010,,,,
64295032,Yes,60.0,,
65294032,Yes,32.0,,
65984100,Yes,93.0,,
65984037,,,,
64337048,Yes,30.0,,
65232006,,,,
67703003,,,,
64244035,No,,,
64329007,,,,
64357002,,,,
66837002,,,,
64361005,,,,
68304063,Yes,53.0,,
65240114,Yes,27.0,,
65042040,Yes,64.0,,
67407033,Yes,88.0,,
64247025,Yes,81.0,,
64247005,,,,
67288037,Yes,22.0,,
68119027,Yes,27.0,,
68357044,Yes,53.0,,
64281030,No,,,
65240020,,,,
59026013,,,,
68233027,Yes,69.0,,
66086048,Yes,103.0,,
64068022,,,,
68304042,,,,
66382021,,,,
68119029,Yes,27.0,,
67460036,Yes,80.0,,
62617015,Yes,29.0,,
64209038,No,,,
66451044,Yes,99.0,,
67842044,No,,,
64260001,,,,
68386045,No,1.0,,
65481026,Yes,58.0,,
66891009,,,,
65358157,Yes,61.0,,
61177013,,,,
65493048,Yes,127.0,,
64295039,Yes,56.0,,
64262028,Yes,59.0,,
65493017,,,,
65753031,Yes,58.0,,
67786050,Yes,37.0,,
65240038,,,,
64263010,,,,
67845049,Yes,56.0,,
65240010,,,,
67577003,,,,
65240053,,,,
67845020,,,,
65988032,Yes,53.0,,
64067025,,,,
67683026,Yes,31.0,,
60409044,Yes,58.0,,
64346027,No,6.0,,
64431029,,,,
67826003,,,,
64298008,,,,
64345021,Yes,34.0,,
65986022,Yes,53.0,,
65476030,Yes,95.0,,
64209045,Yes,97.0,,
67700023,,,,
64247018,,,,
61177039,Yes,24.0,,
64298016,,,,
64337033,Yes,29.0,,
65240080,Yes,26.0,,
66451036,Yes,100.0,,
68096017,,,,
66264033,Yes,12.0,,
60929006,,,,
67288034,No,,,
64337013,,,,
65883002,,,,
67842012,,,,
67799025,,,,
64248007,,,,
65493026,Yes,125.0,,
65480002,,,,
64296038,Yes,54.0,,
64284020,Yes,26.0,,
65436001,,,,
64248040,Yes,32.0,,
65211003,,,,
64260045,Yes,59.0,,
68304055,Yes,53.0,,
64296034,Yes,56.0,,
67826033,Yes,58.0,,
65986008,,,,
65294030,Yes,32.0,,
64262004,,,,
68096019,,,,
64263030,Yes,53.0,,
68232026,Yes,64.0,,
68302013,,,,
65358093,,,,
67579049,No,,,
68386018,,,,
65043031,Yes,35.0,,
64354002,,,,
67845019,,,,
65493038,No,34.0,,
68304083,Yes,53.0,,
65211022,Yes,25.0,,
67579029,Yes,80.0,,
65984059,,,,
64352013,,,,
64357030,,,,
64068032,Yes,31.0,,
65358130,Yes,56.0,,
64273019,Yes,32.0,,
65986012,,,,
68097050,No,,,
65882035,Yes,23.0,,
68444038,Yes,35.0,,
65476001,,,,
68097051,Yes,60.0,,
68119001,,,,
64345024,Yes,34.0,,
67573036,Yes,80.0,,
66303005,,,,
65497010,,,,
64347003,,,,
65461015,,,,
65749024,Yes,123.0,,
66303004,,,,
66303008,,,,
66382024,,,,
64392018,Yes,69.0,,
65984106,Yes,93.0,,
65211032,Yes,25.0,,
67407009,,,,
67289067,Yes,60.0,,
64297039,Yes,45.0,,
64300012,,,,
64067035,Yes,32.0,,
65436007,,,,
62617019,Yes,30.0,,
64354029,Yes,31.0,,
65240036,,,,
67805020,No,,,
65294010,,,,
65043029,Yes,36.0,,
64364001,,,,
65687025,Yes,75.0,,
67843019,,,,
65358050,,,,
65753012,,,,
64248018,,,,
67845012,,,,
64337011,,,,
68357035,Yes,53.0,,
67826038,Yes,55.0,,
64431009,,,,
65749016,,,,
64357007,,,,
68402017,,,,
64297044,Yes,45.0,,
67034039,,,,
65480029,Yes,59.0,,
68232010,,,,
67703010,,,,
68449011,,,,
68304030,,,,
65986034,Yes,53.0,,
64209047,Yes,98.0,,
67805010,,,,
67288031,Yes,24.0,,
65686011,,,,
68386002,,,,
64336028,No,,,
65984017,,,,
67573032,Yes,80.0,,
68158023,,,,
64273010,,,,
67703037,No,38.0,,
65042031,Yes,64.0,,
67842019,,,,
64186049,No,,,
64262043,No,,,
67799028,Yes,7.0,,
64300040,No,,,
65179022,No,10.0,,
64357078,Yes,35.0,,
64336016,,,,
59026027,No,,,
67803023,,,,
65358075,,,,
68405031,Yes,78.0,,
64297024,,,,
65753010,,,,
67460017,,,,
67803022,,,,
64358022,Yes,84.0,,
64296025,,,,
64338008,,,,
66809035,Yes,80.0,,
64357039,,,,
65434033,Yes,100.0,,
66542028,Yes,20.0,,
64236009,,,,
67289075,Yes,60.0,,
65461014,,,,
67460014,,,,
66809002,,,,
67289078,No,8.0,,
64174016,,,,
65211029,Yes,25.0,,
64281004,,,,
65493037,Yes,117.0,,
65753027,Yes,64.0,,
64283008,,,,
65476028,Yes,90.0,,
65358009,,,,
60929002,,,,
65984095,Yes,93.0,,
64264034,Yes,71.0,,
64431036,No,14.0,,
66837006,,,,
68405030,Yes,76.0,,
66922009,,,,
64174001,,,,
64346022,Yes,31.0,,
66382017,,,,
65179025,Yes,50.0,,
64358006,,,,
68304007,,,,
68405019,,,,
65436020,Yes,66.0,,
67577032,Yes,79.0,,
60409032,No,5.0,,
67289064,Yes,60.0,,
65480012,,,,
64260014,,,,
64283021,Yes,34.0,,
65882021,Yes,23.0,,
65753024,,,,
66837048,Yes,80.0,,
65294036,Yes,32.0,,
65984001,,,,
65986028,Yes,53.0,,
65042046,No,,,
63066012,,,,
67843002,,,,
68402010,,,,
65686020,,,,
67826013,,,,
65987040,Yes,53.0,,
65883001,,,,
64298048,No,,,
64337049,No,,,
64338036,Yes,35.0,,
64357064,No,,,
68444015,,,,
68405039,Yes,79.0,,
64330022,Yes,29.0,,
64209048,Yes,87.0,,
68357014,,,,
65474008,,,,
67803010,,,,
65211007,,,,
68405021,,,,
68304013,,,,
68158009,,,,
65987028,Yes,53.0,,
65493041,Yes,118.0,,
67843001,,,,
64372009,,,,
68402039,Yes,49.0,,
68304059,Yes,53.0,,
66922001,,,,
64209008,,,,
64209042,Yes,100.0,,
65179020,Yes,53.0,,
64353013,,,,
65474005,,,,
64284004,,,,
65493019,,,,
64392027,Yes,67.0,,
60409011,,,,
64356006,,,,
64337040,Yes,31.0,,
64373027,No,15.0,,
64330003,,,,
67573035,No,,,
64346023,Yes,34.0,,
66837006,,,,
64260046,Yes,59.0,,
68096013,,,,
66837004,,,,
59026007,,,,
65042039,Yes,63.0,,
68301031,Yes,53.0,,
64263008,,,,
64297014,,,,
66837006,,,,
64358032,No,73.0,,
68386033,Yes,36.0,,
64068031,Yes,32.0,,
67842005,,,,
64067005,,,,
64263013,,,,
68386035,Yes,35.0,,
65211013,,,,
64283015,,,,
67799009,,,,
66382034,No,,,
68386047,No,,,
67579048,Yes,80.0,,
64352022,Yes,32.0,,
66837006,,,,
64068008,,,,
65436016,Yes,63.0,,
64295003,,,,
64356033,Yes,28.0,,
64298003,,,,
65883026,Yes,30.0,,
64296040,Yes,55.0,,
65481020,Yes,59.0,,
65358148,Yes,61.0,,
67845022,,,,
64264016,,,,
67577015,,,,
68402024,,,,
64263039,Yes,53.0,,
64344026,Yes,32.0,,
65358016,,,,
65493008,,,,
68158035,,,,
68304093,Yes,53.0,,
64392005,,,,
68301016,,,,
65358055,,,,
68302039,Yes,33.0,,
64298037,No,46.0,,
64345017,Yes,34.0,,
64392014,,,,
68302023,,,,
67826017,,,,
64244017,,,,
67288014,,,,
64067040,Yes,32.0,,
67683013,,,,
65293040,Yes,30.0,,
67034015,,,,
64244025,Yes,78.0,,
64352038,No,,,
67843005,,,,
65984092,Yes,93.0,,
65883035,Yes,23.0,,
66837006,,,,
68232034,No,,,
65988041,Yes,53.0,,
65461019,Yes,15.0,,
65436017,Yes,65.0,,
64283036,Yes,35.0,,
65232008,,,,
68233007,,,,
66086021,,,,
64343039,Yes,29.0,,
67842035,Yes,54.0,,
68119013,,,,
63066010,,,,
64345002,,,,
64067015,,,,
65473026,Yes,27.0,,
64174040,Yes,54.0,,
64344032,Yes,32.0,,
65358032,,,,
67683034,Yes,,,
64372015,Yes,68.0,,
67032034,,,,
67683016,,,,
67683041,Yes,30.0,,
68304073,No,,,
66837001,,,,
68302059,Yes,33.0,,
66264025,Yes,12.0,,
64431040,Yes,27.0,,
67032073,Yes,50.0,,
65493011,,,,
67843038,Yes,,,
67683039,Yes,31.0,,
67034067,Yes,57.0,,
60409023,,,,
64354038,Yes,31.0,,
67803036,Yes,82.0,,
64357036,,,,
64263014,,,,
64295007,,,,
67460034,Yes,80.0,,
68402006,,,,
61177005,,,,
67407012,,,,
68233016,,,,
64336021,,,,
65481025,Yes,60.0,,
66264006,,,,
65984045,,,,
65232005,,,,
67843032,Yes,,,
67032067,Yes,49.0,,
64298011,,,,
64247013,,,,
64343019,,,,
68304079,Yes,53.0,,
65753036,Yes,59.0,,
66303018,Yes,30.0,,
65481030,Yes,56.0,,
67289002,,,,
64357038,,,,
65358030,,,,
66809027,Yes,71.0,,
64336047,Yes,31.0,,
68449002,,,,
65882019,,,,
64431027,,,,
65476007,,,,
65984091,Yes,93.0,,
68302004,,,,
65358060,,,,
64357005,,,,
66922016,,,,
64353036,Yes,30.0,,
66382012,,,,
64344010,,,,
68304067,No,,,
68301003,,,,
65749026,Yes,112.0,,
64282023,Yes,35.0,,
64344022,Yes,32.0,,
67032074,Yes,50.0,,
68096033,Yes,56.0,,
65481003,,,,
67845008,,,,
67579007,,,,
68158053,Yes,50.0,,
64068017,,,,
65358182,Yes,61.0,,
64298047,No,,,
65984053,,,,
64297022,,,,
65293025,Yes,30.0,,
66809028,No,,,
65476025,,,,
68158001,,,,
65984067,Yes,93.0,,
64247011,,,,
65496029,Yes,60.0,,
68158058,No,16.0,,
60984003,,,,
66837049,No,,,
68444040,Yes,35.0,,
66837006,,,,
65358115,Yes,61.0,,
67032071,Yes,50.0,,
67826030,Yes,57.0,,
66086014,,,,
68302047,No,,,
65984040,,,,
65481008,,,,
67805023,Yes,23.0,,
60409038,Yes,59.0,,
68119036,Yes,27.0,,
64356021,Yes,29.0,,
67799017,,,,
65294034,Yes,33.0,,
68233018,Yes,65.0,,
65986027,Yes,53.0,,
63066041,Yes,42.0,,
68402037,Yes,49.0,,
64329037,No,,,
64345009,,,,
66922020,,,,
66837013,,,,
68301039,Yes,53.0,,
66837006,,,,
65042033,Yes,61.0,,
64297010,,,,
68301036,No,,,
64344035,Yes,31.0,,
64281025,Yes,74.0,,
68444029,Yes,35.0,,
64209017,,,,
65358141,No,,,
64373036,Yes,44.0,,
66303030,Yes,30.0,,
65293037,Yes,30.0,,
64297021,,,,
65358019,,,,
67579021,,,,
64264033,Yes,72.0,,
68158014,,,,
65043002,,,,
66922002,,,,
64338007,,,,
65240029,,,,
65358072,,,,
65358173,Yes,61.0,,
64262048,No,,,
60929011,,,,
64353040,Yes,32.0,,
64358027,No,,,
68444031,No,,,
64283009,,,,
68402018,,,,
65882036,No,,,
65497022,Yes,60.0,,
64346033,Yes,34.0,,
64347021,No,,,
64373040,Yes,45.0,,
65294021,Yes,33.0,,
64354003,,,,
64209002,,,,
68119028,Yes,27.0,,
64300006,,,,
62617018,No,,,
64295013,,,,
62617001,,,,
64263015,,,,
66809014,,,,
64361012,Yes,52.0,,
67034033,,,,
64329024,Yes,31.0,,
65493002,,,,
68405028,No,,,
65293019,,,,
65882001,,,,
68158050,No,,,
64273030,No,,,
66382003,,,,
64344028,No,,,
65882006,,,,
65882004,,,,
68386050,Yes,35.0,,
66837006,,,,
65461021,Yes,14.0,,
67799014,,,,
60983022,No,,,
68386004,,,,
64264035,No,,,
65358110,Yes,61.0,,
68386042,Yes,36.0,,
64296050,Yes,52.0,,
68402002,,,,
67845044,Yes,57.0,,
64300015,,,,
68233030,Yes,47.0,,
64338019,,,,
64284030,No,,,
67289061,Yes,60.0,,
64354021,No,28.0,,
65240051,,,,
64357016,,,,
68357011,,,,
65984112,Yes,93.0,,
64296044,Yes,56.0,,
67786044,Yes,37.0,,
67826044,No,7.0,,
66809017,,,,
65481019,Yes,53.0,,
65686002,,,,
65358124,Yes,61.0,,
64263031,Yes,52.0,,
64283006,,,,
68232032,Yes,70.0,,
64295005,,,,
64067050,Yes,32.0,,
65358076,,,,
65358008,,,,
67573009,,,,
59026002,,,,
66922063,No,,,
67460045,Yes,80.0,,
66809018,,,,
68304027,,,,
68096027,Yes,56.0,,
64343028,Yes,27.0,,
65240025,,,,
65988018,,,,
64273012,,,,
64186037,Yes,57.0,,
65988003,,,,
65753040,Yes,64.0,,
64067044,Yes,32.0,,
66264023,Yes,12.0,,
64068035,Yes,32.0,,
64262008,,,,
64248028,Yes,32.0,,
64431039,Yes,27.0,,
64329035,No,,,
66837006,,,,
64337006,,,,
64248015,,,,
67577049,Yes,79.0,,
64282011,,,,
65496019,No,2.0,,
67843049,Yes,,,
64295015,,,,
68096030,Yes,58.0,,
67573021,,,,
64353026,Yes,33.0,,
67032047,Yes,50.0,,
65358135,Yes,61.0,,
66303012,,,,
64262015,,,,
66922007,,,,
68301028,Yes,53.0,,
65493014,,,,
65986029,No,,,
61177029,Yes,25.0,,
66264009,,,,
65240060,,,,
64358015,,,,
64431037,Yes,26.0,,
64336011,,,,
68405010,,,,
65984039,,,,
64373025,Yes,46.0,,
60984002,,,,
60983019,No,,,
64337034,Yes,30.0,,
64067028,Yes,31.0,,
65882023,Yes,23.0,,
68357045,Yes,53.0,,
64337007,,,,
64260019,,,,
68449013,,,,
64330030,Yes,28.0,,
65749013,,,,
64281026,Yes,77.0,,
68357031,Yes,53.0,,
65986007,,,,
64300010,,,,
64357057,Yes,34.0,,
67288033,No,,,
65240048,,,,
64282018,,,,
66382045,Yes,96.0,,
66303003,,,,
66809022,,,,
65749028,Yes,111.0,,
65749010,,,,
64262029,Yes,59.0,,
64338029,No,,,
68119034,Yes,27.0,,
65358046,,,,
64209034,No,,,
65042016,,,,
68304015,,,,
64244033,Yes,76.0,,
68233049,Yes,67.0,,
66891046,Yes,90.0,,
67703004,,,,
68119030,Yes,27.0,,
68441047,Yes,88.0,,
66837006,,,,
67032031,,,,
65043035,Yes,36.0,,
64343009,,,,
64344002,,,,
68232038,Yes,72.0,,
68449039,No,1.0,,
65476012,,,,
67683022,,,,
64330032,Yes,24.0,,
67703036,No,38.0,,
66922046,Yes,20.0,,
65686039,Yes,75.0,,
64347006,,,,
64248009,,,,
64337005,,,,
66451025,,,,
64354006,,,,
66922025,,,,
65882013,,,,
64262006,,,,
68405020,,,,
65984090,Yes,93.0,,
65293005,,,,
64273022,Yes,32.0,,
64295040,No,,,
64263043,No,,,
65987012,,,,
64296014,,,,
65294033,Yes,32.0,,
65753017,,,,
65984007,,,,
64281030,No,,,
65211034,Yes,25.0,,
64264037,Yes,73.0,,
65473017,Yes,32.0,,
66837006,,,,
66922039,,,,
64263016,,,,
61177009,,,,
64357041,,,,
67826028,Yes,59.0,,
65480018,Yes,60.0,,
64431053,Yes,26.0,,
64298027,Yes,,,
66809039,Yes,71.0,,
64296008,,,,
67579008,,,,
64298031,Yes,,,
65434022,Yes,99.0,,
68158055,Yes,50.0,,
65043010,,,,
59026034,No,7.0,,
64364020,No,,,
64352015,,,,
65749037,Yes,111.0,,
64273007,,,,
64282038,No,,,
66542011,,,,
65459024,Yes,51.0,,
64338001,,,,
64067013,,,,
68097072,Yes,60.0,,
64186003,,,,
65984052,,,,
64298021,,,,
67289018,,,,
64346003,,,,
66922037,,,,
60983013,,,,
67579018,,,,
68304033,,,,
63066004,,,,
67460047,Yes,80.0,,
67786022,,,,
67842032,No,,,
64297040,Yes,48.0,,
64262040,Yes,59.0,,
65988039,Yes,53.0,,
66922067,Yes,15.0,,
66837005,,,,
65294026,No,,,
64295020,,,,
67842018,,,,
66382020,,,,
60983009,,,,
65043030,Yes,36.0,,
67842007,,,,
68232007,,,,
66086044,No,68.0,,
65988033,Yes,53.0,,
68232006,,,,
68402029,Yes,50.0,,
60929005,,,,
66264022,Yes,12.0,,
65686008,,,,
65984003,,,,
64392001,,,,
64067017,,,,
60984004,,,,
67573033,Yes,79.0,,
68097005,,,,
64260049,Yes,59.0,,
64260030,Yes,59.0,,
66922056,Yes,20.0,,
64357067,No,,,
64372024,No,,,
64283033,Yes,31.0,,
64338005,,,,
64337045,No,,,
64357100,Yes,35.0,,
64336018,,,,
60409021,,,,
64336019,,,,
68405007,,,,
67034070,Yes,58.0,,
65461007,,,,
64273027,Yes,32.0,,
68405042,No,,,
64281010,,,,
67034073,Yes,56.0,,
64260036,Yes,59.0,,
65358121,Yes,61.0,,
68386020,,,,
60929013,,,,
67703024,No,38.0,,
64357035,,,,
64209043,Yes,94.0,,
64281013,,,,
65358113,Yes,61.0,,
66086047,Yes,99.0,,
60409020,,,,
67034052,Yes,58.0,,
65749029,No,,,
66086006,,,,
68304021,,,,
65042005,,,,
65211014,,,,
66809020,,,,
59026003,,,,
64337002,,,,
66542032,Yes,20.0,,
65493021,,,,
65459021,Yes,48.0,,
64260005,,,,
65358107,Yes,61.0,,
66542006,,,,
67573004,,,,
64262034,Yes,57.0,,
66922068,Yes,20.0,,
67577034,Yes,79.0,,
64248035,Yes,32.0,,
64329006,,,,
67700045,Yes,48.0,,
64264007,,,,
68301041,Yes,53.0,,
67845035,Yes,56.0,,
64296005,,,,
66837006,,,,
68449009,,,,
64209040,No,,,
66086050,Yes,109.0,,
67803038,Yes,84.0,,
64264011,,,,
65043039,Yes,33.0,,
64284023,Yes,26.0,,
65986025,Yes,53.0,,
65232020,Yes,50.0,,
67289011,,,,
64353037,Yes,30.0,,
64343016,,,,
65461018,Yes,15.0,,
64300037,No,,,
64244003,Yes,63.0,,
67803024,,,,
66837006,,,,
65459003,,,,
68232049,Yes,70.0,,
59026033,Yes,73.0,,
67803045,No,,,
65493029,Yes,118.0,,
64068002,,,,
65358129,Yes,61.0,,
64068018,,,,
64353009,,,,
65988013,,,,
68301015,,,,
67032061,Yes,50.0,,
65473004,,,,
66451013,,,,
67826014,,,,
65493033,Yes,121.0,,
65358186,Yes,61.0,,
65984088,Yes,93.0,,
64338032,Yes,33.0,,
60983005,,,,
67842026,Yes,54.0,,
64283014,,,,
65481014,,,,
68441038,No,34.0,,
68441036,No,46.0,,
66837006,,,,
68357013,,,,
65474015,,,,
