id,grup,takip_anket_tarih,takip_anket_tamamlama,takip_son_4_hafta_gelir,takip_20_saat_calisma,takip_sgk_kaydi,takip_haftalik_calisma_saat_ort,takip_aylik_gelir_ort,takip_kurs_yeni_yetenekler_ogretti,takip_kurs_yeteneklerimi_sertifikaladi,takip_kurs_is_bulmam_icin_strateji_ogretti,takip_egitimi_kim_verdi
64295015,Kontrol,2012-02-28,1.0,1.0,1.0,1.0,60.0,700.0,,,,
64236004,Kontrol,2012-02-15,1.0,1.0,1.0,1.0,50.0,1500.0,,,,
68232035,Deney,2012-02-19,1.0,1.0,1.0,1.0,36.0,703.0,0.0,1.0,0.0,İŞKUR
64346008,Kontrol,2012-02-08,1.0,0.0,,1.0,28.0,750.0,,,,
68302019,Kontrol,2012-02-12,1.0,1.0,1.0,1.0,30.0,701.0,,,,
65240033,Kontrol,2012-02-01,1.0,1.0,1.0,0.0,20.0,1000.0,,,,
65882036,Deney,2012-02-21,1.0,0.0,,1.0,60.0,650.0,,,,
68304030,Kontrol,2012-02-11,1.0,1.0,1.0,1.0,80.0,700.0,,,,
67289062,Deney,2012-02-19,1.0,1.0,0.0,,,,0.0,1.0,0.0,İŞKUR
64373027,Deney,2012-02-10,1.0,0.0,,1.0,45.0,650.0,,,,
66891050,Deney,2012-02-03,1.0,1.0,1.0,1.0,60.0,850.0,1.0,1.0,1.0,İŞKUR
64353021,Deney,2012-02-22,1.0,0.0,,,,,,,,
64344004,Kontrol,2012-02-01,1.0,0.0,,1.0,55.0,1000.0,1.0,1.0,0.0,Kamu
68097035,Kontrol,2012-02-23,1.0,1.0,1.0,1.0,66.0,1200.0,,,,
68232036,Deney,2012-02-26,1.0,1.0,1.0,,40.0,900.0,1.0,0.0,0.0,
67032006,Kontrol,2012-02-09,1.0,0.0,,1.0,50.0,850.0,1.0,1.0,1.0,İŞKUR
68158005,Kontrol,2012-02-10,1.0,0.0,,,,,,,,
68302061,Deney,2012-02-03,1.0,0.0,,,,,1.0,1.0,1.0,İŞKUR
67573034,Deney,2012-02-12,1.0,0.0,,1.0,50.0,980.0,1.0,1.0,1.0,İŞKUR
64260016,Kontrol,2012-02-06,1.0,0.0,,,,,,,,
66922068,Deney,2012-02-01,1.0,1.0,1.0,1.0,42.0,800.0,1.0,1.0,1.0,İŞKUR
67032069,Deney,2012-02-19,1.0,1.0,0.0,1.0,60.0,800.0,1.0,1.0,1.0,İŞKUR
66922009,Kontrol,2012-02-23,1.0,1.0,1.0,1.0,60.0,740.0,,,,
68096039,Deney,2012-02-13,1.0,0.0,,0.0,78.0,600.0,1.0,1.0,1.0,İŞKUR
65436013,Kontrol,2012-02-15,1.0,0.0,,,,,,,,
65480008,Kontrol,2012-02-02,1.0,0.0,,,,,,,,
64336010,Kontrol,2012-02-24,1.0,0.0,,1.0,45.0,,,,,
66809045,Deney,2012-02-02,1.0,0.0,,1.0,48.0,,0.0,0.0,0.0,İŞKUR
68097059,Deney,2012-02-27,1.0,0.0,,1.0,70.0,650.0,1.0,1.0,1.0,İŞKUR
64338008,Kontrol,2012-02-19,1.0,0.0,,1.0,48.0,660.0,,,,
66264007,Kontrol,2012-02-01,1.0,0.0,,1.0,50.0,650.0,1.0,1.0,1.0,İŞKUR
67843013,Kontrol,2012-02-20,1.0,0.0,,,,,,,,
67700045,Deney,2012-02-08,1.0,1.0,1.0,1.0,45.0,1500.0,1.0,1.0,0.0,
67845030,Deney,2012-02-19,1.0,1.0,1.0,1.0,66.0,800.0,1.0,0.0,1.0,İŞKUR
68304010,Kontrol,2012-02-09,1.0,0.0,,,,,,,,
64337040,Deney,2012-02-20,1.0,1.0,1.0,1.0,48.0,800.0,0.0,0.0,0.0,İŞKUR
68158056,Deney,2012-02-14,1.0,1.0,1.0,1.0,56.0,1000.0,,,,
64392015,Kontrol,2012-02-15,1.0,1.0,1.0,1.0,54.0,900.0,,,,
65240061,Deney,2012-02-14,1.0,1.0,1.0,1.0,48.0,1500.0,1.0,1.0,1.0,İŞKUR
66086048,Deney,2012-02-01,1.0,0.0,,,,,1.0,1.0,1.0,İŞKUR
64337042,Deney,2012-02-07,1.0,0.0,,,,,,,,
65293011,Kontrol,2012-02-10,1.0,1.0,1.0,1.0,60.0,730.0,,,,
64295033,Deney,2012-02-22,1.0,0.0,,,,,,,,
64298021,Kontrol,2012-02-27,1.0,1.0,1.0,1.0,48.0,900.0,,,,
67288004,Kontrol,2012-02-20,1.0,0.0,,0.0,45.0,700.0,,,,
67289030,Kontrol,2012-02-14,1.0,0.0,,1.0,48.0,700.0,1.0,1.0,1.0,İŞKUR
65042011,Kontrol,2012-02-14,1.0,0.0,,,,,1.0,1.0,1.0,
67845043,Deney,2012-02-01,1.0,0.0,,0.0,60.0,1000.0,,,,
64357009,Kontrol,2012-02-06,1.0,0.0,,,,,,,,
67843041,Deney,2012-02-16,1.0,0.0,,1.0,10.0,250.0,1.0,1.0,1.0,İŞKUR
67289076,Deney,2012-02-21,1.0,0.0,,0.0,20.0,320.0,0.0,0.0,0.0,İŞKUR
67032046,Deney,2012-02-27,1.0,0.0,,1.0,72.0,600.0,1.0,1.0,1.0,İŞKUR
65293016,Kontrol,2012-02-02,1.0,0.0,,1.0,40.0,650.0,,,,
61177034,Deney,2012-02-07,1.0,0.0,,1.0,50.0,750.0,1.0,1.0,1.0,İŞKUR
66086027,Deney,2012-02-03,1.0,0.0,,,,,,,,
67703033,Deney,2012-02-22,1.0,1.0,1.0,1.0,40.0,2500.0,,,,
61177008,Kontrol,2012-02-15,1.0,1.0,1.0,1.0,66.0,700.0,1.0,1.0,1.0,İŞKUR
64300031,Deney,2012-02-05,1.0,0.0,,1.0,70.0,650.0,1.0,1.0,1.0,İŞKUR
64244010,Kontrol,2012-02-15,1.0,0.0,,0.0,60.0,700.0,0.0,0.0,0.0,İŞKUR
67803040,Deney,2012-02-02,1.0,0.0,,1.0,45.0,850.0,,,,
64356018,Kontrol,2012-02-20,1.0,0.0,,,,,,,,
68449042,Deney,2012-02-05,1.0,1.0,1.0,1.0,60.0,,0.0,0.0,0.0,İŞKUR
64352023,Deney,2012-02-16,1.0,0.0,,0.0,40.0,400.0,1.0,0.0,1.0,İŞKUR
64262007,Kontrol,2012-02-13,1.0,0.0,,,,,,,,
68232018,Kontrol,2012-02-21,1.0,0.0,,,,,,,,
65496009,Kontrol,2012-02-02,1.0,1.0,1.0,1.0,40.0,1400.0,1.0,1.0,0.0,Kamu
65473024,Deney,2012-02-10,1.0,0.0,,1.0,60.0,500.0,,,,
68096021,Deney,2012-02-28,1.0,1.0,1.0,1.0,45.0,,1.0,1.0,0.0,İŞKUR
67288020,Kontrol,2012-02-03,1.0,1.0,0.0,,,,,,,
64343031,Deney,2012-02-08,1.0,0.0,,1.0,80.0,630.0,1.0,0.0,0.0,İŞKUR
67032018,Kontrol,2012-02-15,1.0,1.0,1.0,,,,1.0,1.0,1.0,İŞKUR
68097066,Deney,2012-02-20,1.0,0.0,,,,,1.0,1.0,1.0,Özel
64372016,Deney,2012-02-23,1.0,1.0,1.0,0.0,72.0,600.0,,,,
68097062,Deney,2012-02-07,1.0,0.0,,,,,1.0,1.0,0.0,İŞKUR
65753021,Kontrol,2012-02-25,1.0,1.0,1.0,1.0,45.0,750.0,,,,
68302032,Kontrol,2012-02-12,1.0,0.0,,0.0,60.0,630.0,,,,
66837006,Kontrol,2012-02-08,1.0,0.0,,1.0,36.0,500.0,,,,
67407006,Kontrol,2012-02-03,1.0,0.0,,0.0,60.0,550.0,1.0,1.0,0.0,İŞKUR
68302058,Deney,2012-02-13,1.0,1.0,1.0,0.0,40.0,400.0,,,,
65473010,Kontrol,2012-02-10,1.0,1.0,1.0,1.0,60.0,800.0,,,,
64361027,Kontrol,2012-02-28,1.0,0.0,,,,,,,,
64343011,Kontrol,2012-02-08,1.0,0.0,,0.0,35.0,200.0,,,,
68096029,Deney,2012-02-16,1.0,,1.0,1.0,50.0,1200.0,1.0,1.0,0.0,İŞKUR
67288027,Deney,2012-02-24,1.0,1.0,1.0,1.0,54.0,1000.0,1.0,0.0,1.0,İŞKUR
60409038,Deney,2012-02-27,1.0,1.0,1.0,,,,1.0,0.0,1.0,Özel
66922022,Kontrol,2012-02-11,1.0,0.0,,,,,,,,
68119031,Deney,2012-02-06,1.0,0.0,,0.0,55.0,100.0,,,,
65043008,Kontrol,2012-02-24,1.0,0.0,,,,,,,,
67842045,Deney,2012-02-11,1.0,0.0,,0.0,66.0,600.0,1.0,1.0,1.0,İŞKUR
65749038,Deney,2012-02-18,1.0,1.0,1.0,1.0,40.0,1200.0,,,,
64358021,Deney,2012-02-06,1.0,1.0,1.0,1.0,40.0,1000.0,,,,
64431035,Deney,2012-02-15,1.0,1.0,1.0,1.0,40.0,1000.0,,,,
66837001,Kontrol,2012-02-21,1.0,0.0,,,,,,,,
64282039,Deney,2012-02-24,1.0,1.0,0.0,,,,1.0,1.0,1.0,İŞKUR
67034062,Deney,2012-02-13,1.0,1.0,1.0,1.0,60.0,800.0,1.0,1.0,1.0,İŞKUR
65988015,Kontrol,2012-02-08,1.0,0.0,,1.0,45.0,700.0,1.0,1.0,1.0,İŞKUR
64357046,Kontrol,2012-02-28,1.0,1.0,1.0,1.0,72.0,700.0,,,,
67845035,Deney,2012-02-20,1.0,0.0,,,,,0.0,1.0,0.0,İŞKUR
64296040,Deney,2012-02-01,1.0,1.0,1.0,1.0,56.0,800.0,1.0,1.0,1.0,İŞKUR
64343003,Kontrol,2012-02-20,1.0,1.0,1.0,1.0,48.0,2000.0,,,,
65459023,Deney,2012-02-16,1.0,0.0,,1.0,50.0,630.0,1.0,1.0,0.0,İŞKUR
68158071,Deney,2012-02-22,1.0,1.0,1.0,1.0,78.0,650.0,1.0,1.0,0.0,İŞKUR
66922033,Kontrol,2012-02-20,1.0,0.0,,1.0,54.0,1000.0,,,,
67845013,Kontrol,2012-02-01,1.0,0.0,,1.0,35.0,800.0,,,,
67288035,Deney,2012-02-19,1.0,0.0,,1.0,66.0,660.0,1.0,1.0,1.0,İŞKUR
65043047,Deney,2012-02-15,1.0,0.0,,,,,1.0,1.0,0.0,İŞKUR
65686005,Kontrol,2012-02-02,1.0,0.0,,0.0,40.0,1500.0,0.0,1.0,1.0,İŞKUR
67843005,Kontrol,2012-02-12,1.0,0.0,,,,,,,,
68158012,Kontrol,2012-02-17,1.0,0.0,,,,,,,,
67034063,Deney,2012-02-13,1.0,0.0,,1.0,45.0,,1.0,1.0,1.0,İŞKUR
65211010,Kontrol,2012-02-07,1.0,0.0,,,,,,,,
65984044,Kontrol,2012-02-13,1.0,0.0,,1.0,72.0,650.0,,,,
65043009,Kontrol,2012-02-14,1.0,0.0,,1.0,50.0,1000.0,,,,
65882009,Kontrol,2012-02-16,1.0,0.0,,,,,,,,
64356036,Deney,2012-02-18,1.0,0.0,,,,,1.0,1.0,1.0,İŞKUR
62617011,Kontrol,2012-02-29,1.0,,1.0,0.0,60.0,775.0,,,,
64356004,Kontrol,2012-02-01,1.0,0.0,,0.0,40.0,400.0,,,,
67288015,Kontrol,2012-02-22,1.0,1.0,1.0,1.0,60.0,1800.0,,,,
65240068,Deney,2012-02-07,1.0,0.0,,0.0,20.0,250.0,1.0,1.0,1.0,İŞKUR
68158024,Kontrol,2012-02-11,1.0,1.0,1.0,1.0,50.0,950.0,,,,
68386029,Deney,2012-02-11,1.0,0.0,,0.0,72.0,350.0,1.0,1.0,0.0,İŞKUR
65984078,Deney,2012-02-07,1.0,0.0,,,,,1.0,1.0,1.0,İŞKUR
68386013,Kontrol,2012-02-11,1.0,0.0,,,,,,,,
68097025,Kontrol,2012-02-21,1.0,1.0,0.0,0.0,40.0,650.0,,,,
64392023,Deney,2012-02-07,1.0,1.0,1.0,1.0,40.0,2000.0,1.0,1.0,0.0,İŞKUR
64357079,Deney,2012-02-06,1.0,1.0,1.0,0.0,56.0,700.0,1.0,0.0,1.0,İŞKUR
64260049,Deney,2012-02-23,1.0,1.0,1.0,1.0,,660.0,,,,
