id,grup,sehir,cinsiyet,dogum_yili,egitim_seviye,baseline_son_4_hafta_gelir,baseline_hafta_20+_calisma,baseline_sgk_kaydi,baseline_haftalik_calisma_saat_ort,baseline_aylik_gelir_ort,takip_anket_tamamlama,takip_son_4_hafta_gelir,takip_hafta_20+_calisma,takip_sgk_kaydi,takip_haftalik_calisma_saat_ort,takip_aylik_gelir_ort,kursu_veren_kurum,kursu_tamamlama_durumu,sertifika_alma_durumu,bilgisayar_kursu,muhasebe_kursu,kursun_suresi_saat,2012_yil_sonu_sgk,2012_yil_sonu_resmi_gelir,ocak_2012_sgk,agustos_2013_sgk,agustos_2013_gelir,mesleki_durum
65042045,Deney,Erzurum,Erkek,1974.0,Lise (Lise),0.0,,,,,1.0,1,1.0,1,70.0,1000.0,Kamu Ofisi,1.0,1.0,1,1.0,320.0,1,891.5,1.0,1.0,1021.5,23.0
66086037,Deney,Eskisehir,Kadin,1990.0,2 Yillik Yuksek Ogrenim,0.0,,0,25.0,450.0,0.0,,,,,,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,0,0.0,680.0,1,918.05,1.0,1.0,1021.5,
66451002,Kontrol,Diyarbakir,Kadin,1985.0,Lise (Lise),0.0,,0,84.0,300.0,1.0,1,1.0,1,50.0,750.0,Stk'Lar,,,0,0.0,600.0,0,0.0,0.0,1.0,1021.5,38.0
68386021,Kontrol,Istanbul,Kadin,1992.0,Lise (Lise),0.0,,,,,1.0,1,1.0,1,72.0,99999.0,Kamu Ofisi,,,0,0.0,180.0,1,887.5,1.0,1.0,1021.5,43.0
66086021,Kontrol,Eskisehir,Kadin,1987.0,Lise (Lise),1.0,1.0,1,84.0,1000.0,1.0,0,,,,,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,0,0.0,680.0,1,745.67,1.0,0.0,0.0,0.0
67786028,Deney,Istanbul,Erkek,1991.0,Lise (Lise),1.0,0.0,0,84.0,2000.0,1.0,1,1.0,0,100.0,2500.0,Ortaokul (Universite),1.0,1.0,0,0.0,350.0,0,0.0,0.0,0.0,0.0,51.0
64431052,Deney,Kayseri,Kadin,1987.0,Universite - Lisans Derecesi,0.0,,,,,1.0,0,,0,36.0,1000.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,0,0.0,160.0,1,5.0,1.0,1.0,885.3,0.0
68302030,Kontrol,Hatay,Kadin,1969.0,Lise (Lise),0.0,,1,55.0,280.0,1.0,0,,1,60.0,280.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,1,1.0,320.0,0,0.0,0.0,0.0,0.0,0.0
64281014,Kontrol,Izmir,Kadin,1990.0,Meslek Yuksekokulu,0.0,,0,50.0,600.0,1.0,0,,1,60.0,800.0,Meslek Lisesi,,,0,0.0,400.0,0,0.0,0.0,0.0,0.0,0.0
65240010,Kontrol,Kayseri,Kadin,1978.0,2 Yillik Yuksek Ogrenim,0.0,,1,84.0,1200.0,1.0,1,0.0,1,45.0,600.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,1,0.0,160.0,1,830.4,1.0,1.0,1060.0,45.0
68357048,Deney,Hatay,,,,,,,,,1.0,1,1.0,0,55.0,500.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0,0,1.0,320.0,0,0.0,1.0,0.0,0.0,43.0
68096023,Deney,Ankara,Kadin,1988.0,Universite - Lisans Derecesi,1.0,0.0,,,,1.0,0,,,,,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,0,1.0,300.0,1,891.5,1.0,1.0,1050.0,0.0
66451015,Kontrol,Diyarbakir,Kadin,1971.0,Ilkokul (5 Yil),0.0,,,,,1.0,1,1.0,0,40.0,400.0,Stk'Lar,,,0,0.0,600.0,0,0.0,0.0,0.0,0.0,43.0
65042001,Kontrol,Erzurum,,,,,,,,,1.0,0,,1,40.0,800.0,Kamu Ofisi,,,1,1.0,320.0,0,0.0,0.0,0.0,0.0,0.0
65211019,Deney,Denizli,Kadin,1987.0,Universite - Lisans Derecesi,0.0,,,,,1.0,0,,,,,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,1,1.0,150.0,0,0.0,0.0,0.0,0.0,0.0
65043022,Kontrol,Erzurum,Kadin,1981.0,Universite - Lisans Derecesi,0.0,,,,,1.0,0,,1,20.0,350.0,Kamu Ofisi,,,1,0.0,180.0,0,0.0,1.0,0.0,0.0,0.0
65434011,Kontrol,Gaziantep,Erkek,1986.0,2 Yillik Yuksek Ogrenim,1.0,0.0,0,52.0,400.0,0.0,,,,,,,,,0,,,0,0.0,1.0,0.0,0.0,
64284019,Deney,Izmir,,,,,,,,,1.0,0,,0,80.0,600.0,Meslek Lisesi,0.0,0.0,0,0.0,130.0,0,0.0,0.0,0.0,0.0,0.0
64356006,Kontrol,Kocaeli,Kadin,1985.0,Lise (Lise),0.0,,,,,1.0,1,1.0,99.0,45.0,99999.0,Kamu Ofisi,,,1,0.0,152.0,1,621.55,1.0,0.0,0.0,45.0
64353037,Deney,Kocaeli,Kadin,1975.0,Lise (Lise),0.0,,,,,1.0,1,1.0,1,30.0,800.0,Kamu Ofisi,1.0,1.0,1,0.0,160.0,1,891.5,1.0,1.0,1034.98,68.0
68302008,Kontrol,Hatay,Kadin,1986.0,Universite - Yuksek Lisans Derecesi Veya Daha Fazlasi,0.0,,,,,1.0,1,1.0,1,30.0,800.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,1,1.0,320.0,1,4.0,1.0,1.0,2501.67,69.0
65984004,Kontrol,Hatay,Kadin,1971.0,Ilkokul (5 Yil),0.0,,,,,1.0,0,,0,40.0,600.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,0,0.0,560.0,0,0.0,0.0,0.0,0.0,0.0
67703006,Kontrol,Ankara,Erkek,1984.0,Universite - Lisans Derecesi,0.0,,1,40.0,1200.0,1.0,1,1.0,1,48.0,1100.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,0,1.0,300.0,1,1118.48,1.0,1.0,1450.39,45.0
67700040,Deney,Istanbul,Kadin,1989.0,Meslek Yuksekokulu,0.0,,1,72.0,600.0,1.0,0,,1,48.0,950.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,1,0.0,288.0,0,0.0,1.0,0.0,0.0,0.0
67034044,Deney,Ankara,Kadin,1987.0,Lise (Lise),0.0,,1,54.0,600.0,1.0,99.0,1.0,1,72.0,860.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,1,1.0,300.0,1,1157.45,1.0,1.0,982.97,
64273005,Kontrol,Isparta,Kadin,1984.0,Universite - Lisans Derecesi,0.0,,1,60.0,600.0,1.0,0,,1,56.0,700.0,Meslek Lisesi,,,0,0.0,198.0,0,0.0,0.0,0.0,0.0,0.0
63066048,Deney,Istanbul,Kadin,1979.0,Universite - Lisans Derecesi,0.0,,1,22.0,700.0,1.0,0,,1,30.0,450.0,Universite,1.0,1.0,0,0.0,360.0,0,0.0,0.0,0.0,0.0,0.0
68449025,Kontrol,Istanbul,Kadin,1988.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,,1.0,0,,,,,Meslek Lisesi,,,1,1.0,220.0,0,0.0,0.0,0.0,0.0,0.0
67843027,Deney,Istanbul,Erkek,1980.0,2 Yillik Yuksek Ogrenim,0.0,,1,65.0,850.0,1.0,1,1.0,1,60.0,1000.0,Universite,1.0,1.0,1,0.0,350.0,1,919.0,1.0,0.0,0.0,68.0
67573039,Deney,Istanbul,Erkek,1983.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1,82.0,935.0,1.0,1,1.0,1,55.0,1200.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0,1,0.0,480.0,1,891.5,1.0,1.0,170.25,
65211011,Kontrol,Denizli,Kadin,1981.0,Universite - Lisans Derecesi,0.0,,,,,0.0,,,,,,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,1,1.0,150.0,0,0.0,0.0,0.0,0.0,
67700036,Deney,Istanbul,Kadin,1988.0,2 Yillik Yuksek Ogrenim,0.0,,1,45.0,600.0,1.0,1,1.0,1,60.0,800.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,1,0.0,288.0,1,891.5,1.0,1.0,1021.5,49.0
64346017,Kontrol,Kocaeli,Kadin,1985.0,Universite - Lisans Derecesi,0.0,,,,,1.0,0,,1,50.0,750.0,Kamu Ofisi,,,1,1.0,280.0,0,0.0,1.0,0.0,0.0,0.0
68097033,Kontrol,Ankara,Kadin,1980.0,2 Yillik Yuksek Ogrenim,0.0,,,,,1.0,0,,1,50.0,650.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,0,1.0,300.0,1,1.0,0.0,0.0,0.0,0.0
67826035,Deney,Istanbul,Erkek,1987.0,Ortaokul/ Ortaokul (8 Yil),1.0,0.0,0,112.0,1000.0,1.0,0,,0,78.0,1500.0,Ortaokul (Universite),1.0,1.0,0,0.0,350.0,1,4.0,0.0,1.0,2969.49,0.0
64273013,Kontrol,Isparta,Kadin,1984.0,2 Yillik Yuksek Ogrenim,0.0,,,,,1.0,0,,,,,Meslek Lisesi,,,0,0.0,198.0,0,0.0,0.0,1.0,1021.5,0.0
66809002,Kontrol,Antalya,Kadin,1971.0,Lise (Lise),0.0,,0,30.0,500.0,1.0,0,,0,72.0,350.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,0,0.0,480.0,0,0.0,0.0,1.0,1021.5,0.0
65497027,Deney,Kirikkale,Erkek,1980.0,Meslek Yuksekokulu,0.0,,1,48.0,930.0,1.0,1,1.0,1,48.0,1100.0,Meslek Lisesi,1.0,1.0,0,0.0,300.0,1,1402.22,1.0,1.0,2170.13,23.0
65358042,Kontrol,Mus,Kadin,1986.0,Lise (Lise),0.0,,,,,1.0,0,,,,,Halk Egitim Merkezi (Hem),,,0,0.0,364.0,0,0.0,0.0,0.0,0.0,0.0
64283028,Deney,Kocaeli,Kadin,1972.0,Meslek Yuksekokulu,1.0,0.0,1,50.0,1050.0,1.0,0,,1,60.0,750.0,Kamu Ofisi,1.0,1.0,1,1.0,280.0,0,0.0,0.0,0.0,0.0,0.0
68304059,Deney,Hatay,Kadin,1991.0,Lise (Lise),0.0,,,,,1.0,0,,0,45.0,280.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,0.0,0,1.0,320.0,0,0.0,1.0,0.0,0.0,0.0
67288031,Deney,Ankara,Kadin,1980.0,Lise (Lise),0.0,,1,45.0,380.0,1.0,0,,1,45.0,380.0,Kamu Ofisi,1.0,1.0,1,0.0,120.0,0,0.0,0.0,0.0,0.0,0.0
64262021,Kontrol,Bayburt,Kadin,1962.0,Ilkokul (5 Yil),0.0,,,,,1.0,0,,,,,Halk Egitim Merkezi (Hem),,,0,0.0,352.0,0,0.0,0.0,0.0,0.0,0.0
64068027,Deney,Elazig,Kadin,1976.0,Ilkokul (5 Yil),0.0,,,,,1.0,1,1.0,1,48.0,600.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,0,0.0,160.0,1,997.88,1.0,1.0,1266.66,23.0
64248031,Deney,Izmir,Kadin,1971.0,Meslek Yuksekokulu,0.0,,1,72.0,800.0,1.0,1,1.0,1,60.0,700.0,Meslek Lisesi,1.0,1.0,1,1.0,160.0,1,889.5,0.0,0.0,0.0,45.0
65436010,Kontrol,Tekirdag,Kadin,1974.0,Ilkokul (5 Yil),0.0,,1,40.0,,1.0,1,0.0,1,50.0,100.0,Meslek Lisesi,,,0,0.0,360.0,0,0.0,0.0,0.0,0.0,33.0
64329014,Kontrol,Kocaeli,Erkek,1983.0,Universite - Lisans Derecesi,0.0,,0,72.0,300.0,1.0,0,,1,40.0,700.0,Kamu Ofisi,,,1,0.0,160.0,0,0.0,1.0,1.0,1025.0,0.0
64358029,Deney,Trabzon,Erkek,1990.0,Lise (Lise),0.0,,,,,1.0,0,,0,54.0,300.0,Meslek Lisesi,1.0,1.0,0,0.0,512.0,0,0.0,0.0,0.0,0.0,0.0
67032035,Kontrol,Ankara,Kadin,1989.0,Lise (Lise),0.0,,,,,1.0,0,,,,,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,0,1.0,300.0,0,0.0,0.0,0.0,0.0,0.0
65179029,Deney,Duzce,Erkek,1980.0,Ilkokul (5 Yil),0.0,,1,48.0,700.0,1.0,1,1.0,0,40.0,99999.0,Meslek Lisesi,1.0,1.0,0,0.0,265.0,0,0.0,1.0,1.0,1759.42,55.0
64354032,Deney,Kocaeli,Kadin,1988.0,2 Yillik Yuksek Ogrenim,0.0,,,,,1.0,1,1.0,1,60.0,600.0,Kamu Ofisi,0.0,0.0,1,0.0,160.0,1,891.5,1.0,0.0,0.0,45.0
60983025,Deney,Istanbul,,,,,,,,,1.0,0,,0,72.0,1100.0,Universite,1.0,1.0,1,0.0,350.0,1,3.0,1.0,1.0,1021.5,0.0
65493006,Kontrol,Eskisehir,Erkek,1981.0,Lise (Lise),0.0,,0,70.0,1750.0,1.0,0,,0,50.0,650.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,0,0.0,770.0,0,0.0,0.0,0.0,0.0,0.0
64344031,Deney,Kocaeli,Kadin,1976.0,2 Yillik Yuksek Ogrenim,1.0,0.0,0,60.0,850.0,1.0,1,1.0,1,40.0,700.0,Kamu Ofisi,1.0,1.0,1,0.0,160.0,1,950.6,1.0,1.0,1030.0,45.0
65232004,Kontrol,Duzce,Erkek,1977.0,Meslek Yuksekokulu,0.0,,1,48.0,600.0,1.0,1,1.0,1,40.0,1000.0,Meslek Lisesi,,,0,0.0,265.0,1,1240.79,1.0,1.0,1909.34,38.0
66837018,Kontrol,Antalya,Erkek,1976.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1,78.0,1000.0,1.0,1,1.0,1,48.0,700.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,0,0.0,480.0,1,892.0,1.0,1.0,1182.67,34.0
65984090,Deney,Hatay,Kadin,1971.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0,60.0,200.0,1.0,0,,,,,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,0,0.0,560.0,0,0.0,0.0,0.0,0.0,0.0
68402033,Deney,Istanbul,Kadin,1965.0,Ilkokul (5 Yil),0.0,,1,40.0,300.0,1.0,0,,1,45.0,15.0,Kamu Ofisi,0.0,0.0,0,0.0,250.0,0,0.0,0.0,0.0,0.0,0.0
64356002,Kontrol,Kocaeli,,,,,,,,,1.0,0,,0,72.0,700.0,Kamu Ofisi,,,1,0.0,152.0,0,0.0,0.0,0.0,0.0,0.0
67460044,Deney,Istanbul,Kadin,1985.0,Meslek Yuksekokulu,0.0,,1,40.0,600.0,1.0,0,,1,40.0,700.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0,1,0.0,480.0,0,0.0,0.0,0.0,0.0,0.0
65240051,Kontrol,Kayseri,Kadin,1978.0,Lise (Lise),0.0,,1,48.0,547.0,1.0,1,1.0,1,72.0,720.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,1,0.0,160.0,1,892.0,1.0,1.0,1233.98,25.0
66837011,Kontrol,Antalya,Kadin,1990.0,2 Yillik Yuksek Ogrenim,0.0,,1,54.0,1000.0,1.0,1,1.0,1,40.0,990.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,0,0.0,480.0,1,1053.85,1.0,1.0,1340.36,45.0
65293012,Kontrol,Denizli,Erkek,1991.0,Lise (Lise),1.0,0.0,,,,1.0,0,,1,50.0,800.0,Universite,,,0,0.0,180.0,0,0.0,0.0,1.0,1644.26,0.0
67579007,Kontrol,Istanbul,Erkek,1986.0,2 Yillik Yuksek Ogrenim,1.0,0.0,,,,1.0,1,1.0,1,72.0,700.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,1,0.0,480.0,1,891.5,0.0,1.0,1021.5,
66922014,Kontrol,Ankara,Kadin,1986.0,Universite - Lisans Derecesi,0.0,,,,,1.0,1,1.0,1,50.0,1200.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,0,0.0,120.0,0,0.0,0.0,0.0,0.0,49.0
65240090,Deney,Kayseri,Kadin,1988.0,Universite - Yuksek Lisans Derecesi Veya Daha Fazlasi,0.0,,,,,1.0,0,,1,50.0,400.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,1,0.0,160.0,1,5.0,1.0,0.0,0.0,0.0
65749032,Deney,Eskisehir,Kadin,1991.0,Meslek Yuksekokulu,0.0,,,,,1.0,0,,,,,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,1,0.0,760.0,0,0.0,1.0,0.0,0.0,0.0
68402049,Deney,Istanbul,Kadin,1969.0,,0.0,,,,,1.0,0,,1,50.0,600.0,Kamu Ofisi,1.0,1.0,0,0.0,250.0,0,0.0,1.0,1.0,783.15,0.0
67703010,Kontrol,Ankara,Erkek,1988.0,Universite - Lisans Derecesi,1.0,1.0,0,60.0,600.0,1.0,0,,,,,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,0,1.0,300.0,0,0.0,0.0,1.0,1050.0,0.0
68158002,Kontrol,Ankara,Kadin,1988.0,Lise (Lise),1.0,0.0,,,,1.0,0,,0,66.0,600.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,1,1.0,300.0,0,0.0,0.0,0.0,0.0,0.0
65473015,Kontrol,Tekirdag,,,,,,,,,0.0,,,,,,Meslek Lisesi,,,0,0.0,160.0,0,0.0,0.0,0.0,0.0,
64263002,Kontrol,Bayburt,,,,,,,,,1.0,0,,,,,Halk Egitim Merkezi (Hem),,,0,0.0,320.0,0,0.0,0.0,0.0,0.0,0.0
64336018,Kontrol,Kocaeli,Kadin,1967.0,Ilkokul (5 Yil),0.0,,1,48.0,9999.0,1.0,0,,0,60.0,99999.0,Kamu Ofisi,,,1,0.0,210.0,0,0.0,0.0,0.0,0.0,0.0
64343016,Kontrol,Kocaeli,Erkek,1985.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,,1.0,0,,,,,Kamu Ofisi,,,1,0.0,160.0,0,0.0,0.0,1.0,1021.5,0.0
64244026,Deney,Izmir,Kadin,1977.0,Lise (Lise),0.0,,1,72.0,800.0,1.0,0,,1,20.0,1000.0,Meslek Lisesi,1.0,1.0,1,0.0,480.0,1,148.75,0.0,1.0,1021.5,0.0
65043003,Kontrol,Erzurum,Kadin,1986.0,2 Yillik Yuksek Ogrenim,0.0,,0,40.0,600.0,1.0,1,1.0,1,40.0,1060.0,Kamu Ofisi,,,1,0.0,180.0,1,1451.96,0.0,1.0,1601.86,45.0
65987031,Deney,Hatay,Kadin,1988.0,Lise (Lise),0.0,,,,,1.0,0,,,,,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,0,1.0,320.0,0,0.0,1.0,1.0,6054.32,0.0
64298013,Kontrol,Manisa,Erkek,1978.0,,0.0,,1,60.0,750.0,1.0,1,1.0,1,60.0,700.0,Meslek Lisesi,,,0,0.0,600.0,1,1170.82,1.0,1.0,699.38,34.0
65476034,Deney,Eskisehir,Erkek,1986.0,2 Yillik Yuksek Ogrenim,0.0,,,,,1.0,1,1.0,1,60.0,750.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,0,0.0,600.0,1,898.78,1.0,1.0,1225.81,45.0
64186008,Kontrol,Istanbul,,,,,,,,,1.0,1,1.0,1,60.0,750.0,Universite,,,0,0.0,350.0,1,891.51,1.0,0.0,0.0,25.0
67577016,Kontrol,Istanbul,Erkek,1985.0,2 Yillik Yuksek Ogrenim,0.0,,0,48.0,600.0,1.0,1,1.0,1,60.0,800.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,1,0.0,480.0,1,965.2,1.0,1.0,1021.5,32.0
64264015,Kontrol,Isparta,Erkek,1990.0,Meslek Yuksekokulu,0.0,,0,84.0,400.0,1.0,1,1.0,0,48.0,700.0,Kamu Ofisi,,,0,0.0,592.0,1,1103.3,1.0,1.0,1562.41,43.0
67034076,Deney,Ankara,Kadin,1984.0,Universite - Lisans Derecesi,0.0,,,,,1.0,1,1.0,1,66.0,800.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,1,1.0,300.0,1,891.5,1.0,1.0,1296.3,45.0
64344005,Kontrol,Kocaeli,Kadin,1988.0,2 Yillik Yuksek Ogrenim,0.0,,,,,1.0,1,1.0,1,50.0,700.0,Kamu Ofisi,,,1,0.0,160.0,1,891.5,1.0,1.0,1021.5,32.0
67034042,Deney,Ankara,Erkek,1988.0,Lise (Lise),0.0,,1,60.0,650.0,1.0,1,1.0,1,45.0,850.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,1,1.0,300.0,1,891.5,1.0,1.0,2532.0,43.0
64283038,Deney,Kocaeli,Erkek,1988.0,2 Yillik Yuksek Ogrenim,0.0,,0,90.0,,1.0,1,1.0,0,50.0,300.0,Kamu Ofisi,0.0,0.0,1,1.0,280.0,0,0.0,0.0,1.0,2308.94,51.0
59026028,Deney,Isparta,Erkek,1988.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0,72.0,850.0,1.0,1,1.0,1,36.0,750.0,Kamu Ofisi,0.0,0.0,0,0.0,592.0,1,5.0,0.0,1.0,1021.5,31.0
66086046,Deney,Eskisehir,Kadin,1984.0,Universite - Lisans Derecesi,0.0,,1,45.0,599.0,1.0,0,,1,40.0,580.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,0,0.0,680.0,0,0.0,1.0,0.0,0.0,0.0
67577035,Deney,Istanbul,Kadin,1986.0,2 Yillik Yuksek Ogrenim,0.0,,1,45.0,1100.0,1.0,1,1.0,1,60.0,1200.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,1,0.0,480.0,1,1799.38,1.0,1.0,1794.38,45.0
64431022,Kontrol,Kayseri,Kadin,1982.0,Lise (Lise),0.0,,1,45.0,650.0,1.0,1,1.0,1,60.0,960.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,0,0.0,160.0,1,888.5,1.0,0.0,0.0,43.0
64283024,Deney,Kocaeli,Kadin,1989.0,Lise (Lise),0.0,,,,,1.0,0,,,,,Kamu Ofisi,1.0,1.0,1,1.0,280.0,0,0.0,1.0,0.0,0.0,0.0
64295018,Kontrol,Manisa,Kadin,1989.0,2 Yillik Yuksek Ogrenim,0.0,,,,,1.0,0,,0,60.0,600.0,Meslek Lisesi,,,0,1.0,300.0,0,0.0,0.0,0.0,0.0,0.0
67845006,Kontrol,Istanbul,,,,,,,,,1.0,1,1.0,0,120.0,2500.0,Universite,,,1,0.0,350.0,1,3.0,1.0,1.0,1035.0,32.0
67289048,Deney,Ankara,Kadin,1980.0,Lise (Lise),0.0,,,,,1.0,0,,1,48.0,670.0,Kamu Ofisi,1.0,1.0,1,1.0,300.0,0,0.0,1.0,0.0,0.0,0.0
64372020,Deney,Sakarya,Erkek,1972.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1,60.0,450.0,1.0,1,1.0,1,48.0,700.0,"Meslek Lisesi, Devlet Dairesi",1.0,1.0,0,0.0,552.0,1,861.95,1.0,1.0,1560.5,23.0
68441034,Deney,Istanbul,Kadin,1992.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0,60.0,600.0,1.0,0,,,,,Kamu Ofisi,1.0,1.0,0,0.0,448.0,0,0.0,0.0,1.0,1091.05,0.0
65211018,Kontrol,Denizli,Kadin,1990.0,Meslek Yuksekokulu,0.0,,,,,1.0,0,,1,48.0,700.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,1,1.0,150.0,0,0.0,1.0,0.0,0.0,0.0
67034080,Deney,Ankara,Kadin,1992.0,Lise (Lise),0.0,,0,84.0,480.0,1.0,0,,1,28.0,750.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,1,1.0,300.0,0,0.0,0.0,1.0,501.4,0.0
64067025,Kontrol,Elazig,Erkek,1994.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,,1.0,0,,,,,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,0,0.0,160.0,0,0.0,0.0,0.0,0.0,0.0
66891010,Kontrol,Antalya,Erkek,1959.0,Ortaokul/ Ortaokul (8 Yil),1.0,0.0,0,60.0,480.0,1.0,0,,0,22.0,99999.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,0,0.0,560.0,0,0.0,0.0,0.0,0.0,0.0
67805001,Kontrol,Istanbul,Kadin,1979.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1,72.0,700.0,0.0,,,,,,Ortaokul (Universite),,,0,0.0,250.0,1,4.0,0.0,0.0,0.0,
65358039,Kontrol,Mus,Kadin,1991.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0,60.0,300.0,1.0,0,,0,66.0,400.0,Halk Egitim Merkezi (Hem),,,0,0.0,364.0,0,0.0,0.0,0.0,0.0,0.0
64346009,Kontrol,Kocaeli,Kadin,1988.0,Lise (Lise),0.0,,,,,1.0,0,,,,,Kamu Ofisi,,,1,1.0,280.0,1,3.0,0.0,0.0,0.0,0.0
67703014,Kontrol,Ankara,Erkek,1990.0,Lise (Lise),1.0,1.0,0,16.0,400.0,1.0,0,,0,40.0,900.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,0,1.0,300.0,0,0.0,0.0,0.0,0.0,0.0
64372005,Kontrol,Sakarya,Erkek,1971.0,Ilkokul (5 Yil),1.0,1.0,0,50.0,300.0,0.0,,,,,,"Meslek Lisesi, Devlet Dairesi",,,0,0.0,552.0,0,0.0,1.0,0.0,0.0,
65358031,Kontrol,Mus,Kadin,1970.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0,25.0,450.0,1.0,0,,1,72.0,400.0,Halk Egitim Merkezi (Hem),,,0,0.0,364.0,0,0.0,0.0,0.0,0.0,0.0
64174010,Kontrol,Istanbul,Erkek,1987.0,Universite - Lisans Derecesi,0.0,,1,30.0,850.0,1.0,1,0.0,,,,Universite,,,0,1.0,320.0,1,1595.18,1.0,1.0,1962.07,55.0
68304058,Deney,Hatay,Erkek,1984.0,2 Yillik Yuksek Ogrenim,0.0,,1,20.0,400.0,1.0,0,,1,45.0,500.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,0,1.0,320.0,0,0.0,1.0,1.0,1678.62,0.0
68444048,Deney,Istanbul,,,,,,,,,0.0,,,,,,Meslek Lisesi,0.0,0.0,1,0.0,220.0,1,2105.0,1.0,1.0,1750.0,
68441029,Deney,Istanbul,Kadin,1971.0,Ilkokul (5 Yil),0.0,,,,,1.0,0,,,,,Kamu Ofisi,1.0,1.0,0,0.0,448.0,0,0.0,0.0,0.0,0.0,0.0
64357099,Deney,Trabzon,Kadin,1989.0,2 Yillik Yuksek Ogrenim,0.0,,0,48.0,,1.0,1,1.0,1,66.0,700.0,Kamu Ofisi,1.0,1.0,0,0.0,180.0,1,887.5,1.0,0.0,0.0,43.0
