id,grup,sehir,cinsiyet,dogum_yili,egitim_seviye,baseline_son_4_hafta_gelir,baseline_hafta_20+_calisma,baseline_sgk_kaydi,baseline_haftalik_calisma_saat_ort,baseline_aylik_gelir_ort,takip_anket_tamamlama,takip_son_4_hafta_gelir,takip_hafta_20+_calisma,takip_sgk_kaydi,takip_haftalik_calisma_saat_ort,takip_aylik_gelir_ort,kursu_veren_kurum,kursu_tamamlama_durumu,sertifika_alma_durumu,bilgisayar_kursu,muhasebe_kursu,kursun_suresi_saat,2012_yil_sonu_sgk,2012_yil_sonu_resmi_gelir,ocak_2012_sgk,agustos_2013_sgk,agustos_2013_gelir,mesleki_durum
65687021,Deney,Gaziantep,Kadin,1988.0,Universite - Lisans Derecesi,0.0,,,,,1.0,0,,0,15.0,500.0,Universite,1.0,1.0,0,0.0,600.0,1,64.1,1.0,1.0,1021.5,0.0
62617028,Deney,Kayseri,Kadin,1987.0,Lise (Lise),0.0,,0,72.0,500.0,1.0,1,1.0,1,46.0,700.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,0,0.0,180.0,1,912.95,1.0,1.0,1420.0,43.0
65358013,Kontrol,Mus,Kadin,1982.0,Ilkokul (5 Yil),0.0,,,,,1.0,0,,,,,Halk Egitim Merkezi (Hem),,,0,0.0,364.0,0,0.0,0.0,0.0,0.0,0.0
67700029,Deney,Istanbul,Kadin,1979.0,Universite - Lisans Derecesi,0.0,,,,,1.0,1,1.0,1,40.0,1600.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,1,0.0,288.0,0,0.0,0.0,0.0,0.0,45.0
68441036,Deney,Istanbul,Kadin,1981.0,Lise (Lise),0.0,,0,30.0,9998.0,1.0,0,,1,50.0,700.0,Kamu Ofisi,0.0,0.0,0,0.0,448.0,0,0.0,0.0,0.0,0.0,0.0
68233033,Deney,Eskisehir,Kadin,1982.0,Universite - Lisans Derecesi,0.0,,1,55.0,600.0,0.0,,,,,,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,1,1.0,440.0,1,891.5,1.0,1.0,1021.5,
68158060,Deney,Ankara,Kadin,1992.0,Lise (Lise),0.0,,0,30.0,550.0,1.0,1,0.0,,,,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,1,1.0,300.0,1,1051.49,0.0,1.0,1537.47,49.0
64344007,Kontrol,Kocaeli,Erkek,1989.0,2 Yillik Yuksek Ogrenim,1.0,0.0,,,,1.0,1,1.0,1,47.0,750.0,Kamu Ofisi,,,1,0.0,160.0,1,966.36,0.0,1.0,1733.32,50.0
64068028,Deney,Elazig,,,,,,,,,1.0,0,,,,,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,0,0.0,160.0,0,0.0,0.0,0.0,0.0,0.0
59026006,Kontrol,Isparta,Kadin,1992.0,Meslek Yuksekokulu,1.0,1.0,0,55.0,450.0,1.0,1,1.0,1,60.0,700.0,Kamu Ofisi,,,0,0.0,592.0,1,888.5,1.0,1.0,1513.82,43.0
60409036,Deney,Istanbul,Kadin,1989.0,2 Yillik Yuksek Ogrenim,0.0,,0,60.0,450.0,1.0,1,1.0,0,40.0,700.0,Universite,1.0,1.0,0,0.0,360.0,0,0.0,1.0,1.0,2022.1,45.0
65043039,Deney,Erzurum,Erkek,1985.0,2 Yillik Yuksek Ogrenim,0.0,,0,40.0,600.0,1.0,1,1.0,1,60.0,680.0,Kamu Ofisi,1.0,1.0,1,0.0,180.0,1,1163.36,1.0,0.0,0.0,45.0
67032071,Deney,Ankara,Kadin,1989.0,Lise (Lise),0.0,,,,,1.0,0,,1,54.0,150.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,0,1.0,300.0,0,0.0,0.0,0.0,0.0,0.0
64186037,Deney,Istanbul,Kadin,1980.0,2 Yillik Yuksek Ogrenim,0.0,,1,68.0,600.0,1.0,0,,1,66.0,650.0,Universite,1.0,1.0,0,0.0,350.0,1,4.0,0.0,1.0,1178.54,0.0
65434030,Deney,Gaziantep,Erkek,1988.0,2 Yillik Yuksek Ogrenim,0.0,,0,91.0,480.0,1.0,1,1.0,1,70.0,1600.0,Stk'Lar,0.0,0.0,0,0.0,600.0,1,888.5,0.0,0.0,0.0,43.0
68301016,Kontrol,Hatay,Erkek,1988.0,Lise (Lise),0.0,,0,119.0,600.0,1.0,0,,1,56.0,750.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,0,1.0,320.0,0,0.0,1.0,0.0,0.0,0.0
67289023,Kontrol,Ankara,Kadin,1987.0,Lise (Lise),1.0,1.0,0,48.0,700.0,1.0,0,,0,55.0,4100.0,Kamu Ofisi,,,1,1.0,300.0,1,890.5,1.0,1.0,1822.06,0.0
64344013,Kontrol,Kocaeli,Kadin,1993.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,,0.0,,,,,,Kamu Ofisi,,,1,0.0,160.0,0,0.0,0.0,0.0,0.0,
64354030,Deney,Kocaeli,Erkek,1984.0,Universite - Lisans Derecesi,0.0,,0,45.0,600.0,1.0,0,,,,,Kamu Ofisi,0.0,0.0,1,0.0,160.0,1,888.5,1.0,0.0,0.0,0.0
64209042,Deney,Manisa,Erkek,1992.0,Meslek Yuksekokulu,0.0,,1,56.0,1000.0,1.0,1,1.0,1,84.0,1200.0,Mesleki Egitim Ve Ogretim Merkezi (Mem),1.0,1.0,0,0.0,600.0,1,1345.62,1.0,1.0,1357.46,49.0
66809010,Kontrol,Antalya,Kadin,1987.0,2 Yillik Yuksek Ogrenim,0.0,,99.0,72.0,350.0,1.0,0,,0,60.0,350.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,0,0.0,480.0,1,1.0,1.0,0.0,0.0,0.0
66809005,Kontrol,Antalya,Kadin,1989.0,Lise (Lise),1.0,0.0,0,50.0,150.0,1.0,0,,,,,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,0,0.0,480.0,0,0.0,0.0,0.0,0.0,0.0
60929026,Deney,Istanbul,Erkek,1987.0,Universite - Lisans Derecesi,0.0,,,,,1.0,1,1.0,1,22.0,1100.0,Universite,1.0,1.0,0,0.0,350.0,1,905.0,1.0,0.0,0.0,69.0
64431040,Deney,Kayseri,Erkek,1984.0,Universite - Lisans Derecesi,0.0,,1,112.0,4500.0,1.0,1,1.0,1,54.0,1700.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,0,0.0,160.0,1,891.5,1.0,1.0,1740.0,32.0
65358004,Kontrol,Mus,Kadin,1977.0,Lise (Lise),0.0,,0,30.0,80.0,1.0,0,,,,,Halk Egitim Merkezi (Hem),,,0,0.0,364.0,0,0.0,0.0,0.0,0.0,0.0
67032028,Kontrol,Ankara,Kadin,1991.0,Meslek Yuksekokulu,0.0,,,,,1.0,1,1.0,1,54.0,99999.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,,0,1.0,300.0,1,887.5,1.0,1.0,1021.5,43.0
66837026,Deney,Antalya,,,,,,,,,1.0,1,1.0,1,70.0,900.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0,0,0.0,480.0,0,0.0,0.0,1.0,1258.91,49.0
65476041,Deney,Eskisehir,Kadin,1986.0,Universite - Lisans Derecesi,0.0,,1,84.0,650.0,0.0,,,,,,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0,0,0.0,600.0,0,0.0,0.0,1.0,1048.63,
68158077,Deney,Ankara,Kadin,1982.0,Universite - Lisans Derecesi,1.0,0.0,0,52.0,600.0,1.0,1,0.0,1,66.0,700.0,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0,1,1.0,300.0,1,592.0,1.0,0.0,0.0,45.0
