id,2012_yil_sonu_sgk,2012_yil_sonu_resmi_gelir,ocak_2012_sgk,agustos_2013_sgk,agustos_2013_gelir,mesleki_durum
67289041,0,0.0,0.0,0.0,0.0,0.0
67845039,1,891.5,0.0,1.0,1188.95,45.0
65434034,0,0.0,1.0,0.0,0.0,0.0
66086042,0,0.0,0.0,1.0,1021.5,0.0
65358189,0,0.0,0.0,0.0,0.0,0.0
67289067,1,2.0,0.0,1.0,1642.43,43.0
64068021,0,0.0,0.0,0.0,0.0,0.0
64345018,0,0.0,0.0,0.0,0.0,0.0
64247038,0,0.0,0.0,1.0,681.0,0.0
66922063,1,905.0,1.0,0.0,0.0,45.0
65459030,0,0.0,0.0,0.0,0.0,0.0
64338037,1,4.0,0.0,1.0,1021.5,30.0
67032013,0,0.0,0.0,0.0,0.0,0.0
64264010,1,891.5,1.0,0.0,0.0,38.0
66086008,1,385.15,1.0,0.0,0.0,45.0
65358074,0,0.0,0.0,0.0,0.0,0.0
64067002,0,0.0,0.0,0.0,0.0,55.0
67703015,0,0.0,0.0,0.0,0.0,0.0
64282019,0,0.0,0.0,0.0,0.0,0.0
64209041,1,1.0,0.0,0.0,0.0,0.0
59026005,1,838.94,1.0,1.0,1021.5,69.0
64244032,1,888.5,0.0,1.0,1021.5,43.0
68304087,1,596.0,1.0,1.0,1021.5,45.0
68301036,0,0.0,0.0,0.0,0.0,0.0
65358164,0,0.0,0.0,0.0,0.0,
67034072,1,474.8,1.0,0.0,0.0,45.0
68402041,0,0.0,0.0,0.0,0.0,38.0
68302052,0,0.0,0.0,0.0,0.0,45.0
64357100,0,0.0,1.0,0.0,0.0,0.0
64283026,0,0.0,0.0,0.0,0.0,0.0
68158057,1,5.0,0.0,1.0,6639.9,55.0
67826003,0,0.0,0.0,0.0,0.0,43.0
68304095,0,0.0,0.0,0.0,0.0,0.0
65043013,1,1120.75,1.0,1.0,1407.74,0.0
67032009,0,0.0,1.0,1.0,1075.98,0.0
68441041,0,0.0,0.0,0.0,0.0,25.0
68405028,0,0.0,0.0,0.0,0.0,0.0
64068014,1,226.33,0.0,1.0,1602.8,0.0
60409013,1,891.5,1.0,1.0,1088.54,55.0
60409041,1,890.5,1.0,1.0,1069.61,43.0
65232026,0,0.0,0.0,0.0,0.0,32.0
65461018,1,4.0,0.0,0.0,0.0,0.0
68444002,1,915.0,1.0,1.0,1065.0,32.0
67034016,0,0.0,0.0,0.0,0.0,
68386006,1,891.5,1.0,1.0,1022.0,23.0
64209027,0,0.0,0.0,0.0,0.0,0.0
67034027,1,888.92,0.0,0.0,0.0,
64248024,0,0.0,1.0,0.0,0.0,
67845029,1,2.0,1.0,1.0,1577.0,0.0
68301014,0,0.0,0.0,0.0,0.0,0.0
66922013,1,891.5,1.0,1.0,1398.77,45.0
67799042,1,1122.48,1.0,1.0,3420.53,0.0
65686021,1,896.72,1.0,1.0,1319.27,49.0
64336047,1,891.5,1.0,0.0,0.0,0.0
67799025,0,0.0,0.0,0.0,0.0,0.0
64343008,1,2.0,0.0,0.0,0.0,0.0
65358016,0,0.0,0.0,0.0,0.0,0.0
64338006,1,802.85,1.0,1.0,1398.79,34.0
65984003,0,0.0,0.0,0.0,0.0,0.0
66542040,0,0.0,0.0,1.0,1278.28,0.0
60983012,1,1420.92,0.0,1.0,34.05,50.0
66382024,0,0.0,0.0,1.0,1230.54,0.0
65232002,1,1021.87,1.0,1.0,1179.27,45.0
65232008,1,1953.65,0.0,0.0,0.0,0.0
59026004,1,890.5,1.0,0.0,0.0,38.0
65358082,0,0.0,0.0,0.0,0.0,0.0
68301022,0,0.0,0.0,0.0,0.0,55.0
66303019,0,0.0,0.0,0.0,0.0,0.0
64372019,1,874.4,1.0,1.0,1758.93,34.0
66837038,0,0.0,0.0,0.0,0.0,0.0
64264021,1,976.03,1.0,0.0,0.0,25.0
65211017,0,0.0,0.0,1.0,1021.5,0.0
68119012,1,999.05,1.0,1.0,1180.6,45.0
68097004,1,2104.0,1.0,1.0,2125.66,
65211006,1,921.05,1.0,1.0,1055.55,45.0
68405005,1,2.0,1.0,1.0,1299.06,0.0
68357040,0,0.0,1.0,0.0,0.0,0.0
65986019,0,0.0,0.0,0.0,0.0,0.0
68232013,0,0.0,1.0,1.0,1043.11,0.0
65988034,1,5.0,0.0,0.0,0.0,0.0
66837048,0,0.0,1.0,1.0,136.2,0.0
64431008,0,0.0,0.0,1.0,1678.53,0.0
65984033,0,0.0,0.0,0.0,0.0,0.0
65753015,1,984.9,1.0,1.0,1258.88,43.0
67579012,1,3.0,0.0,1.0,1806.05,0.0
65358138,0,0.0,0.0,0.0,0.0,0.0
68096024,0,0.0,0.0,1.0,1021.5,0.0
67703007,0,0.0,0.0,1.0,272.4,0.0
68304096,1,1105.0,0.0,0.0,0.0,50.0
65493041,1,5.0,0.0,1.0,2305.39,0.0
68301041,1,891.5,1.0,1.0,1021.5,45.0
68119008,0,0.0,1.0,0.0,0.0,0.0
64392006,1,1540.94,1.0,1.0,2181.93,34.0
65988025,1,1136.85,1.0,1.0,2356.7,
65358171,0,0.0,0.0,0.0,0.0,0.0
67288002,1,5.0,0.0,1.0,3010.94,49.0
65358066,0,0.0,1.0,0.0,0.0,32.0
65232014,0,0.0,0.0,0.0,0.0,0.0
64353027,1,448.4,1.0,0.0,0.0,0.0
68441045,0,0.0,0.0,0.0,0.0,0.0
68405040,0,0.0,0.0,0.0,0.0,0.0
68449049,0,0.0,1.0,0.0,0.0,55.0
60929020,1,890.1,1.0,0.0,0.0,
66451018,0,0.0,0.0,0.0,0.0,0.0
67843012,1,1211.27,0.0,1.0,1846.02,43.0
64329035,0,0.0,0.0,0.0,0.0,0.0
65984085,0,0.0,0.0,0.0,0.0,0.0
68301011,1,1025.6,1.0,1.0,1296.1,48.0
64295046,0,0.0,1.0,1.0,1023.91,0.0
65984095,1,887.5,1.0,1.0,1126.42,25.0
65240099,1,4.0,1.0,0.0,0.0,0.0
65461001,0,0.0,0.0,0.0,0.0,38.0
64260047,1,3.0,0.0,0.0,0.0,0.0
64283016,0,0.0,0.0,0.0,0.0,0.0
67034047,0,0.0,0.0,0.0,0.0,0.0
65473014,1,888.71,1.0,1.0,1021.5,45.0
62617016,0,0.0,0.0,0.0,0.0,0.0
67826039,0,0.0,1.0,0.0,0.0,
64354031,0,0.0,0.0,0.0,0.0,0.0
67579027,0,0.0,1.0,0.0,0.0,0.0
64300025,0,0.0,1.0,0.0,0.0,43.0
66837014,0,0.0,0.0,0.0,0.0,0.0
67845021,0,0.0,0.0,0.0,0.0,0.0
64282023,1,891.5,1.0,0.0,0.0,43.0
66303007,0,0.0,0.0,0.0,0.0,0.0
65358065,0,0.0,0.0,0.0,0.0,0.0
65497008,1,1.0,0.0,0.0,0.0,
64236010,0,0.0,0.0,1.0,1100.0,0.0
60409025,1,890.99,1.0,1.0,795.34,55.0
64329008,1,4.0,1.0,1.0,1021.5,
65211001,1,951.53,1.0,1.0,1021.5,55.0
67032031,0,0.0,1.0,0.0,0.0,55.0
68444045,0,0.0,0.0,0.0,0.0,0.0
64209012,0,0.0,0.0,1.0,1021.5,0.0
64354007,0,0.0,0.0,0.0,0.0,0.0
68304015,0,0.0,0.0,0.0,0.0,0.0
67700028,0,0.0,0.0,0.0,0.0,0.0
66086032,1,1086.53,1.0,1.0,1398.77,45.0
66086013,1,891.5,0.0,0.0,0.0,45.0
66922026,1,2105.0,1.0,1.0,3088.66,
65240076,1,653.72,1.0,0.0,0.0,55.0
68119033,1,891.5,1.0,0.0,0.0,69.0
67573012,1,3.0,1.0,1.0,1021.5,0.0
65211015,1,4.0,0.0,0.0,0.0,0.0
68449046,1,1.0,1.0,1.0,2292.47,0.0
64260029,0,0.0,0.0,0.0,0.0,0.0
64336031,0,0.0,0.0,0.0,0.0,0.0
64392012,1,889.5,1.0,1.0,1058.09,34.0
65293007,0,0.0,0.0,0.0,0.0,25.0
65686017,1,1118.48,1.0,1.0,1888.35,45.0
65294009,1,891.5,1.0,0.0,0.0,38.0
64068048,0,0.0,0.0,0.0,0.0,0.0
65293040,1,2.0,0.0,1.0,1055.55,0.0
68119034,0,0.0,0.0,0.0,0.0,0.0
68304027,0,0.0,0.0,1.0,1021.5,0.0
67803038,0,0.0,0.0,0.0,0.0,0.0
65984119,1,4.0,0.0,1.0,1021.5,43.0
67842037,0,0.0,1.0,0.0,0.0,0.0
65042035,1,1529.89,1.0,1.0,1657.47,49.0
68097065,0,0.0,0.0,1.0,1788.34,0.0
65749005,1,921.05,1.0,1.0,1021.5,
64347018,0,0.0,1.0,0.0,0.0,55.0
64264018,0,0.0,0.0,0.0,0.0,0.0
64296024,1,448.25,1.0,1.0,1021.5,45.0
61177001,0,0.0,0.0,0.0,0.0,0.0
64281036,1,1294.67,0.0,1.0,1354.09,45.0
67803014,1,4.0,1.0,0.0,0.0,0.0
64260014,0,0.0,1.0,0.0,0.0,23.0
65987012,1,3.0,0.0,1.0,1123.65,0.0
68357023,0,0.0,0.0,0.0,0.0,0.0
67289040,0,0.0,0.0,0.0,0.0,0.0
68304057,0,0.0,0.0,0.0,0.0,45.0
64300017,1,1354.33,1.0,1.0,1256.28,23.0
67703020,1,4.0,0.0,0.0,0.0,0.0
66809004,1,891.5,1.0,1.0,1021.5,45.0
68119026,0,0.0,0.0,1.0,1021.5,0.0
65358117,0,0.0,0.0,0.0,0.0,0.0
67700031,1,2.0,0.0,1.0,1341.64,0.0
60984010,1,898.98,0.0,1.0,1858.54,38.0
64296005,1,891.5,1.0,1.0,1345.55,0.0
67577026,1,1555.0,1.0,1.0,3204.89,45.0
68386031,0,0.0,1.0,0.0,0.0,0.0
68096014,0,0.0,0.0,0.0,0.0,0.0
64392011,0,0.0,1.0,0.0,0.0,25.0
67289065,1,889.5,0.0,1.0,1050.0,45.0
68304007,0,0.0,0.0,0.0,0.0,0.0
65459024,1,5.0,0.0,1.0,1021.5,0.0
64297002,1,3.0,1.0,0.0,0.0,0.0
68444042,1,982.12,1.0,0.0,0.0,45.0
67460049,1,1.0,1.0,1.0,1213.43,0.0
68441020,1,977.18,1.0,1.0,2314.98,
64248038,1,3.0,0.0,1.0,1551.06,0.0
64244025,1,1031.55,0.0,1.0,1253.65,38.0
68402044,0,0.0,0.0,0.0,0.0,0.0
65294019,1,2100.0,1.0,1.0,1518.12,43.0
68386040,0,0.0,0.0,1.0,1021.5,0.0
65434005,0,0.0,1.0,0.0,0.0,
67573030,1,1429.78,1.0,1.0,1589.86,50.0
68232008,0,0.0,0.0,0.0,0.0,0.0
64296025,1,1134.09,1.0,1.0,1041.62,23.0
64354006,1,1.0,0.0,1.0,1089.6,38.0
64431009,1,1158.76,1.0,0.0,0.0,38.0
68096004,0,0.0,0.0,0.0,0.0,0.0
64298040,0,0.0,0.0,0.0,0.0,
68357047,0,0.0,0.0,1.0,1021.5,0.0
60984014,1,891.5,0.0,1.0,1023.36,55.0
64354005,1,5.0,1.0,1.0,1121.96,0.0
64343032,0,0.0,1.0,0.0,0.0,0.0
66382021,0,0.0,1.0,0.0,0.0,55.0
64330029,0,0.0,0.0,0.0,0.0,34.0
64260044,0,0.0,0.0,0.0,0.0,0.0
65984084,0,0.0,0.0,0.0,0.0,25.0
67573015,0,0.0,0.0,0.0,0.0,0.0
64392020,0,0.0,0.0,1.0,1021.5,23.0
64067034,0,0.0,0.0,0.0,0.0,0.0
65043018,0,0.0,1.0,0.0,0.0,0.0
67289055,0,0.0,1.0,0.0,0.0,0.0
66451043,0,0.0,0.0,0.0,0.0,
65882039,0,0.0,1.0,0.0,0.0,0.0
67407033,1,1383.53,1.0,1.0,1619.26,43.0
67407004,1,5.0,1.0,1.0,1241.48,25.0
64300024,1,389.15,1.0,1.0,70.46,0.0
67700038,1,884.56,1.0,0.0,0.0,0.0
67799006,1,890.5,0.0,1.0,1035.0,
65461029,1,891.5,1.0,1.0,408.8,25.0
65984071,1,1309.45,1.0,1.0,1564.13,38.0
68402025,0,0.0,0.0,0.0,0.0,0.0
65474015,1,1096.71,1.0,1.0,1236.81,0.0
64273021,1,1.0,0.0,0.0,0.0,43.0
66086006,1,759.9,1.0,1.0,1022.0,49.0
67843032,0,0.0,0.0,0.0,0.0,0.0
64068022,1,851.44,1.0,1.0,783.31,23.0
64186013,1,3.0,0.0,1.0,805.0,45.0
64284024,1,891.5,0.0,0.0,0.0,33.0
67842018,0,0.0,1.0,1.0,1349.96,43.0
67803016,0,0.0,0.0,1.0,953.4,0.0
65987024,0,0.0,0.0,1.0,1021.5,0.0
67288013,1,5.0,0.0,1.0,1726.59,0.0
67799048,1,905.0,1.0,1.0,1021.5,45.0
65358059,0,0.0,0.0,0.0,0.0,0.0
65496019,0,0.0,0.0,0.0,0.0,0.0
66809019,1,5.0,0.0,1.0,1021.5,33.0
65358179,0,0.0,0.0,0.0,0.0,
68232001,0,0.0,1.0,0.0,0.0,25.0
65358167,0,0.0,0.0,1.0,306.45,0.0
65293029,0,0.0,0.0,0.0,0.0,0.0
67460047,1,478.05,1.0,1.0,809.35,43.0
65986011,0,0.0,0.0,0.0,0.0,0.0
64353034,1,4.0,0.0,1.0,456.3,
68402026,0,0.0,0.0,0.0,0.0,
66891016,1,1009.45,1.0,1.0,987.45,0.0
68357007,0,0.0,0.0,0.0,0.0,0.0
65293003,0,0.0,0.0,0.0,0.0,0.0
64260019,0,0.0,0.0,0.0,0.0,0.0
68302026,1,1876.35,1.0,0.0,0.0,55.0
64336011,0,0.0,0.0,0.0,0.0,25.0
65459021,1,3.0,0.0,1.0,1021.5,0.0
60409001,1,3.0,0.0,0.0,0.0,0.0
64344038,0,0.0,0.0,1.0,1021.5,0.0
67826032,0,0.0,1.0,0.0,0.0,
65293038,1,3.0,0.0,1.0,1022.5,25.0
64337019,0,0.0,0.0,0.0,0.0,0.0
64330022,0,0.0,0.0,0.0,0.0,43.0
65476007,1,782.36,1.0,0.0,0.0,69.0
65042022,0,0.0,0.0,0.0,0.0,0.0
65984007,0,0.0,0.0,0.0,0.0,0.0
67289019,1,891.5,0.0,1.0,1055.55,43.0
65358026,0,0.0,0.0,0.0,0.0,0.0
65984011,0,0.0,0.0,0.0,0.0,0.0
64283003,1,3.0,0.0,1.0,1021.5,0.0
68158009,0,0.0,0.0,0.0,0.0,0.0
64281032,1,1052.63,0.0,0.0,0.0,49.0
65687002,1,413.7,1.0,0.0,0.0,45.0
68097072,0,0.0,0.0,0.0,0.0,0.0
67573011,1,1665.24,0.0,1.0,1950.16,49.0
64248030,0,0.0,0.0,0.0,0.0,0.0
64364019,1,2105.0,1.0,1.0,1021.5,23.0
67289058,1,891.5,1.0,1.0,544.8,
68158021,0,0.0,0.0,0.0,0.0,69.0
68302007,1,891.5,0.0,1.0,1021.5,45.0
60983002,1,2105.0,1.0,1.0,3717.97,45.0
65473030,1,1.0,0.0,0.0,0.0,0.0
64358019,0,0.0,1.0,1.0,77.93,0.0
65493026,1,1.0,0.0,0.0,0.0,49.0
68441019,1,1168.13,1.0,1.0,1388.88,
68233009,1,3.0,0.0,1.0,1322.79,0.0
64236003,0,0.0,0.0,0.0,0.0,0.0
65434021,1,891.5,1.0,1.0,1021.5,48.0
67034025,1,918.05,0.0,0.0,0.0,45.0
67700037,1,891.5,1.0,1.0,1275.59,45.0
65461015,0,0.0,1.0,1.0,1021.5,0.0
65240088,0,0.0,0.0,0.0,0.0,23.0
65476024,1,181.37,1.0,0.0,0.0,49.0
64283011,0,0.0,0.0,0.0,0.0,0.0
67683006,0,0.0,0.0,0.0,0.0,0.0
64283035,1,891.5,1.0,0.0,0.0,33.0
65211020,0,0.0,0.0,0.0,0.0,32.0
65481007,1,888.5,1.0,0.0,0.0,0.0
64357014,0,0.0,0.0,0.0,0.0,0.0
65686032,0,0.0,1.0,0.0,0.0,0.0
64263012,0,0.0,0.0,0.0,0.0,0.0
65358132,0,0.0,0.0,0.0,0.0,0.0
64354004,1,1392.42,1.0,1.0,3796.11,69.0
68302064,1,891.5,0.0,0.0,0.0,45.0
64174013,0,0.0,1.0,1.0,1021.5,68.0
61177009,1,861.95,1.0,1.0,1021.5,45.0
65496003,0,0.0,1.0,1.0,1225.8,0.0
65687025,1,891.5,1.0,1.0,1293.87,33.0
64209011,0,0.0,0.0,0.0,0.0,0.0
68449044,0,0.0,0.0,0.0,0.0,
64344016,0,0.0,0.0,1.0,1600.0,0.0
64273012,0,0.0,1.0,1.0,1538.66,0.0
65240112,0,0.0,0.0,0.0,0.0,0.0
67034069,1,1925.66,0.0,1.0,2374.65,43.0
64357080,1,476.8,1.0,1.0,1000.5,0.0
64247027,0,0.0,0.0,0.0,0.0,0.0
67034049,0,0.0,0.0,0.0,0.0,0.0
68449032,0,0.0,0.0,0.0,0.0,0.0
68301004,0,0.0,1.0,0.0,0.0,0.0
68386005,0,0.0,0.0,0.0,0.0,0.0
67573005,0,0.0,0.0,0.0,0.0,0.0
65882008,1,945.32,1.0,1.0,1404.91,32.0
65474012,0,0.0,0.0,0.0,0.0,0.0
64356001,0,0.0,0.0,0.0,0.0,0.0
61177039,1,5.0,1.0,1.0,1055.55,33.0
64330012,1,2.0,0.0,0.0,0.0,0.0
65294006,1,3.0,1.0,0.0,0.0,0.0
68233016,0,0.0,0.0,0.0,0.0,0.0
66264011,0,0.0,0.0,0.0,0.0,0.0
68119035,0,0.0,1.0,1.0,1021.5,23.0
68096001,1,887.5,0.0,0.0,0.0,
66086017,1,891.5,1.0,1.0,1958.28,49.0
65358075,0,0.0,0.0,0.0,0.0,0.0
65480012,0,0.0,0.0,0.0,0.0,
65984111,0,0.0,0.0,0.0,0.0,0.0
67843006,1,891.5,0.0,0.0,0.0,45.0
64357002,1,418.7,1.0,0.0,0.0,38.0
64209050,0,0.0,1.0,1.0,140.0,
65459005,1,3.0,0.0,1.0,1021.5,0.0
65476045,1,2.0,1.0,0.0,0.0,0.0
64067020,0,0.0,0.0,0.0,0.0,0.0
65987040,1,3.0,0.0,0.0,0.0,0.0
65240060,1,891.5,1.0,1.0,1021.5,0.0
67034078,1,3.0,0.0,1.0,1021.5,0.0
65987011,0,0.0,0.0,0.0,0.0,0.0
65988024,1,986.05,1.0,1.0,1086.5,48.0
68402039,0,0.0,0.0,0.0,0.0,38.0
65984074,0,0.0,0.0,0.0,0.0,0.0
65986014,1,1.0,0.0,0.0,0.0,0.0
67034009,1,901.0,0.0,1.0,1055.55,0.0
67786010,0,0.0,0.0,0.0,0.0,
65493016,0,0.0,0.0,1.0,623.33,33.0
68304082,1,921.56,1.0,0.0,0.0,43.0
64298016,1,904.87,1.0,1.0,850.44,34.0
68402035,0,0.0,0.0,0.0,0.0,0.0
64174014,1,895.0,1.0,1.0,1156.08,45.0
68402045,0,0.0,0.0,0.0,0.0,0.0
65232016,1,1072.74,0.0,1.0,1341.59,50.0
65240035,1,1.0,0.0,0.0,0.0,0.0
65481015,0,0.0,0.0,1.0,1020.43,0.0
66891026,0,0.0,0.0,0.0,0.0,0.0
64298028,0,0.0,1.0,1.0,1197.26,0.0
66382032,1,448.4,1.0,1.0,68.1,0.0
64392019,1,1.0,0.0,0.0,0.0,33.0
64337038,0,0.0,0.0,0.0,0.0,25.0
64354029,0,0.0,0.0,0.0,0.0,0.0
68097011,1,5.0,1.0,1.0,1535.37,
68402018,0,0.0,0.0,0.0,0.0,0.0
60929019,1,1.0,0.0,0.0,0.0,49.0
65179015,0,0.0,0.0,0.0,0.0,0.0
67460015,0,0.0,0.0,0.0,0.0,0.0
68158051,0,0.0,0.0,0.0,0.0,0.0
64283022,1,448.25,1.0,1.0,1021.5,45.0
68304036,1,2.0,0.0,1.0,238.35,0.0
65753031,1,1086.53,1.0,1.0,2318.81,23.0
64356013,1,950.0,1.0,1.0,1121.8,23.0
66837043,1,3.0,0.0,0.0,0.0,0.0
68357032,1,891.5,1.0,0.0,0.0,
66382036,0,0.0,0.0,0.0,0.0,0.0
64431004,0,0.0,0.0,0.0,0.0,0.0
65042034,0,0.0,0.0,0.0,0.0,0.0
62617003,0,0.0,0.0,0.0,0.0,0.0
68304009,0,0.0,0.0,0.0,0.0,0.0
65043010,0,0.0,0.0,0.0,0.0,0.0
65240105,0,0.0,1.0,1.0,2345.2,0.0
64067015,0,0.0,0.0,0.0,0.0,0.0
66382043,1,2.0,0.0,0.0,0.0,0.0
65686009,0,0.0,0.0,0.0,0.0,
64357081,0,0.0,0.0,0.0,0.0,38.0
64284017,1,3.0,0.0,1.0,1266.66,25.0
66382010,1,1.0,0.0,0.0,0.0,0.0
66809014,0,0.0,0.0,0.0,0.0,0.0
68097043,1,891.5,1.0,1.0,1049.07,
64282016,0,0.0,0.0,0.0,0.0,0.0
68302011,1,5.0,0.0,1.0,1225.58,0.0
65211032,1,1.0,1.0,1.0,1258.92,43.0
66382006,0,0.0,1.0,1.0,592.15,
65473027,0,0.0,1.0,0.0,0.0,0.0
65042031,0,0.0,1.0,1.0,1537.05,23.0
65042016,0,0.0,0.0,1.0,857.56,0.0
68304084,0,0.0,0.0,0.0,0.0,0.0
66264018,0,0.0,0.0,0.0,0.0,0.0
66451005,1,1.0,0.0,1.0,1095.39,0.0
64338022,0,0.0,0.0,1.0,1082.67,0.0
65293036,1,5.0,1.0,1.0,1055.55,51.0
65753026,1,5.0,0.0,0.0,0.0,45.0
64329003,1,4.0,1.0,1.0,1021.5,0.0
65493040,0,0.0,1.0,0.0,0.0,0.0
64344026,1,1005.0,1.0,1.0,1490.2,
64358010,0,0.0,1.0,0.0,0.0,23.0
68386007,0,0.0,0.0,0.0,0.0,
68158011,0,0.0,0.0,0.0,0.0,0.0
64263046,1,3.0,0.0,1.0,476.7,43.0
65749015,0,0.0,0.0,0.0,0.0,0.0
65434035,0,0.0,0.0,0.0,0.0,0.0
64358011,1,1.0,0.0,1.0,1021.5,0.0
64295037,0,0.0,0.0,0.0,0.0,0.0
68096005,1,887.5,1.0,1.0,1416.09,45.0
68441026,0,0.0,0.0,0.0,0.0,25.0
65294014,0,0.0,0.0,1.0,1055.55,0.0
68232012,1,893.0,0.0,1.0,1021.5,45.0
65984059,0,0.0,0.0,0.0,0.0,0.0
64247004,1,1378.27,0.0,1.0,2479.63,45.0
66542011,0,0.0,0.0,0.0,0.0,0.0
66303001,0,0.0,0.0,1.0,1021.5,0.0
65882033,1,921.05,1.0,1.0,1055.55,34.0
68304085,0,0.0,1.0,0.0,0.0,0.0
65984072,0,0.0,0.0,0.0,0.0,0.0
68232045,0,0.0,0.0,0.0,0.0,0.0
64337024,1,891.5,1.0,0.0,0.0,38.0
65043029,1,1318.04,1.0,1.0,1628.39,0.0
68096028,1,1192.31,0.0,0.0,0.0,
64338039,1,5.0,1.0,1.0,204.3,43.0
66086022,1,1262.16,0.0,0.0,0.0,23.0
64356033,1,1006.05,1.0,1.0,1044.0,55.0
65988021,1,891.5,1.0,0.0,0.0,55.0
65984028,1,2.0,1.0,0.0,0.0,33.0
65686027,0,0.0,1.0,1.0,1021.5,45.0
68357006,1,2.0,0.0,0.0,0.0,0.0
66809018,0,0.0,0.0,0.0,0.0,0.0
67799015,1,1115.0,1.0,1.0,1520.2,45.0
67845040,0,0.0,0.0,0.0,0.0,43.0
68405014,1,123.2,1.0,1.0,1021.5,38.0
67700043,1,1471.69,1.0,1.0,1573.64,23.0
68301030,0,0.0,0.0,0.0,0.0,0.0
64282036,0,0.0,0.0,1.0,1021.5,0.0
64357026,0,0.0,0.0,0.0,0.0,0.0
61177002,0,0.0,1.0,0.0,0.0,0.0
66382031,0,0.0,0.0,0.0,0.0,0.0
65211034,1,5.0,0.0,1.0,1192.08,45.0
67579003,0,0.0,0.0,1.0,1022.0,0.0
64373017,0,0.0,1.0,1.0,1140.68,0.0
64298002,1,891.5,1.0,1.0,1021.5,0.0
61177040,0,0.0,0.0,0.0,0.0,0.0
65042044,0,0.0,0.0,0.0,0.0,0.0
67577023,1,1138.34,1.0,1.0,1216.93,
67034074,1,909.94,0.0,1.0,389.88,0.0
65179031,1,891.5,1.0,1.0,238.35,31.0
65987035,1,891.5,1.0,0.0,0.0,25.0
66837009,1,1016.71,1.0,0.0,0.0,0.0
67703028,0,0.0,0.0,0.0,0.0,0.0
65294005,1,891.5,1.0,1.0,1021.5,45.0
65043024,0,0.0,1.0,0.0,0.0,0.0
66086040,0,0.0,0.0,0.0,0.0,0.0
67842015,1,892.0,1.0,1.0,1178.73,34.0
65687019,0,0.0,0.0,0.0,0.0,0.0
65240111,1,1.0,0.0,0.0,0.0,55.0
64300009,1,5.0,0.0,1.0,1055.55,32.0
68158018,0,0.0,1.0,1.0,646.95,0.0
66451046,0,0.0,0.0,0.0,0.0,0.0
67843028,0,0.0,1.0,0.0,0.0,
67577017,0,0.0,0.0,0.0,0.0,0.0
65294008,0,0.0,1.0,1.0,1098.5,0.0
65686014,0,0.0,0.0,0.0,0.0,0.0
65436022,0,0.0,0.0,0.0,0.0,38.0
67786009,1,2.0,0.0,0.0,0.0,
64343015,0,0.0,1.0,0.0,0.0,0.0
67843009,1,721.0,1.0,0.0,0.0,34.0
64336013,0,0.0,0.0,0.0,0.0,55.0
60983022,1,64.1,1.0,1.0,578.85,38.0
68304049,0,0.0,0.0,0.0,0.0,0.0
68357043,1,1073.42,1.0,1.0,1213.56,51.0
65293039,0,0.0,1.0,1.0,1021.5,0.0
66922073,0,0.0,0.0,0.0,0.0,
65476032,1,2105.0,1.0,1.0,2841.94,0.0
66922056,1,1862.73,0.0,0.0,0.0,0.0
63066021,1,5.0,0.0,0.0,0.0,
67573049,1,891.5,1.0,1.0,1124.2,43.0
64352004,0,0.0,0.0,0.0,0.0,0.0
64282006,1,801.85,1.0,1.0,1121.96,55.0
68405019,0,0.0,1.0,1.0,1049.08,0.0
67032040,0,0.0,0.0,0.0,0.0,0.0
67579042,1,1.0,0.0,0.0,0.0,0.0
64337044,0,0.0,1.0,0.0,0.0,25.0
65042020,0,0.0,1.0,0.0,0.0,23.0
65358145,0,0.0,0.0,0.0,0.0,0.0
67826033,0,0.0,0.0,1.0,1104.84,69.0
65984042,0,0.0,0.0,0.0,0.0,0.0
67289024,0,0.0,0.0,1.0,1793.2,0.0
64247015,1,1162.0,0.0,1.0,132.88,25.0
67805010,1,884.7,1.0,0.0,0.0,50.0
65358199,0,0.0,1.0,0.0,0.0,0.0
64373035,0,0.0,0.0,0.0,0.0,51.0
66809048,1,800.85,1.0,1.0,1286.85,25.0
65434018,0,0.0,0.0,1.0,1021.5,0.0
68304020,1,891.5,1.0,1.0,1021.5,43.0
64431042,0,0.0,0.0,0.0,0.0,
65882001,1,4.0,1.0,0.0,0.0,45.0
68304048,0,0.0,0.0,0.0,0.0,0.0
66922053,0,0.0,0.0,0.0,0.0,0.0
68304011,0,0.0,0.0,1.0,681.0,0.0
64209001,1,5.0,1.0,1.0,1021.5,43.0
64068025,0,0.0,1.0,0.0,0.0,0.0
66086014,0,0.0,0.0,0.0,0.0,0.0
61177010,1,1736.43,1.0,1.0,279.76,49.0
65358124,0,0.0,0.0,0.0,0.0,0.0
65293021,0,0.0,1.0,1.0,1534.76,25.0
67034048,1,5.0,1.0,0.0,0.0,43.0
64356038,1,797.85,1.0,0.0,0.0,
64209036,0,0.0,1.0,0.0,0.0,23.0
68097028,1,887.5,0.0,0.0,0.0,49.0
65293014,1,596.0,1.0,0.0,0.0,38.0
67842035,0,0.0,0.0,0.0,0.0,51.0
68232037,0,0.0,0.0,1.0,1021.5,
68304094,0,0.0,0.0,1.0,1021.5,0.0
65043025,0,0.0,1.0,0.0,0.0,0.0
64298032,1,891.5,1.0,1.0,1063.07,31.0
65240087,1,210.11,1.0,0.0,0.0,49.0
64284003,1,2.0,0.0,1.0,1089.6,0.0
68357049,1,3.0,1.0,1.0,533.94,0.0
64356026,1,672.83,1.0,1.0,1510.54,49.0
