id,2012_yil_sonu_sgk,2012_yil_sonu_resmi_gelir,ocak_2012_sgk,agustos_2013_sgk,agustos_2013_gelir,mesleki_durum
68357039,1,891.5,1.0,1.0,1400.0,0.0
64244001,0,0.0,0.0,0.0,0.0,0.0
67799045,0,0.0,0.0,0.0,0.0,0.0
66451035,0,0.0,0.0,0.0,0.0,0.0
68304010,1,2.0,0.0,0.0,0.0,0.0
64337040,1,794.14,1.0,1.0,615.6,25.0
68158056,1,1262.15,1.0,1.0,2343.72,69.0
64067008,0,0.0,0.0,0.0,0.0,0.0
67826041,0,0.0,0.0,0.0,0.0,0.0
67289005,0,0.0,0.0,0.0,0.0,0.0
64392015,1,887.5,0.0,1.0,1055.55,49.0
65240061,1,891.5,1.0,1.0,987.45,50.0
66086048,0,0.0,0.0,0.0,0.0,0.0
67579009,0,0.0,0.0,1.0,105.0,38.0
64337042,0,0.0,0.0,0.0,0.0,0.0
65293011,1,887.5,1.0,1.0,1021.5,38.0
64264009,1,956.51,1.0,1.0,988.63,
64295033,1,177.3,1.0,0.0,0.0,0.0
65883029,1,921.05,1.0,0.0,0.0,49.0
64298021,1,1341.0,1.0,1.0,2503.43,51.0
67288004,1,978.6,1.0,1.0,1021.5,0.0
67289030,0,0.0,1.0,0.0,0.0,0.0
65042011,0,0.0,0.0,0.0,0.0,0.0
67845043,1,4.0,0.0,0.0,0.0,0.0
64357009,1,1.0,0.0,1.0,172.8,0.0
65240058,0,0.0,0.0,0.0,0.0,0.0
67843041,1,1.0,0.0,0.0,0.0,0.0
67289076,0,0.0,0.0,0.0,0.0,0.0
67032046,0,0.0,0.0,0.0,0.0,0.0
65293016,0,0.0,0.0,1.0,1021.5,0.0
67460009,0,0.0,0.0,0.0,0.0,0.0
61177034,0,0.0,0.0,1.0,1120.0,0.0
66086027,0,0.0,1.0,1.0,2210.78,0.0
65293002,1,2105.0,1.0,1.0,2700.0,43.0
64067003,0,0.0,0.0,1.0,1021.5,
65883010,1,921.05,0.0,0.0,0.0,43.0
67703033,1,642.3,1.0,0.0,0.0,68.0
64295005,0,0.0,0.0,1.0,857.15,0.0
65753036,1,891.5,1.0,0.0,0.0,38.0
61177008,1,5.0,1.0,0.0,0.0,43.0
64300031,1,2.0,1.0,0.0,0.0,0.0
64174009,1,1332.01,0.0,1.0,1938.69,49.0
65883006,0,0.0,0.0,0.0,0.0,0.0
64244010,0,0.0,0.0,0.0,0.0,0.0
67803040,0,0.0,1.0,0.0,0.0,0.0
64356018,0,0.0,1.0,0.0,0.0,0.0
64247023,1,887.5,0.0,1.0,1021.5,0.0
68449042,1,977.95,1.0,1.0,70.0,49.0
67843050,0,0.0,0.0,0.0,0.0,0.0
67842001,1,2105.0,0.0,1.0,3260.67,50.0
68233012,0,0.0,0.0,1.0,1143.49,0.0
67573038,1,1095.0,1.0,1.0,1244.92,
64352023,0,0.0,0.0,0.0,0.0,0.0
67700050,0,0.0,1.0,0.0,0.0,0.0
67032001,0,0.0,0.0,1.0,1300.0,0.0
65042050,0,0.0,1.0,0.0,0.0,0.0
64431031,0,0.0,0.0,1.0,1512.63,0.0
64262007,0,0.0,0.0,0.0,0.0,0.0
68232018,0,0.0,0.0,0.0,0.0,0.0
67803050,1,904.0,1.0,0.0,0.0,32.0
67683025,0,0.0,0.0,0.0,0.0,0.0
65476039,0,0.0,1.0,0.0,0.0,0.0
65496014,1,887.5,1.0,0.0,0.0,23.0
67842010,0,0.0,1.0,0.0,0.0,49.0
65496009,0,0.0,0.0,0.0,0.0,38.0
68158046,0,0.0,0.0,0.0,0.0,0.0
65473024,0,0.0,1.0,1.0,1280.0,0.0
67288019,0,0.0,0.0,0.0,0.0,55.0
68096021,1,891.5,1.0,1.0,1021.5,55.0
64186035,1,774.33,1.0,0.0,0.0,43.0
67288020,0,0.0,0.0,0.0,0.0,38.0
66922077,1,1057.55,1.0,1.0,1061.72,23.0
64343031,0,0.0,0.0,0.0,0.0,0.0
67032018,1,653.17,1.0,1.0,1832.24,43.0
68097066,1,2.0,0.0,0.0,0.0,0.0
64372016,0,0.0,0.0,0.0,0.0,38.0
68097062,0,0.0,0.0,0.0,0.0,0.0
67843025,1,93.65,0.0,1.0,1394.03,45.0
65358173,0,0.0,1.0,0.0,0.0,0.0
65753021,1,954.85,1.0,1.0,1476.39,25.0
68302032,0,0.0,0.0,0.0,0.0,0.0
66837006,0,0.0,0.0,0.0,0.0,0.0
67407006,0,0.0,0.0,0.0,0.0,0.0
64337050,0,0.0,0.0,0.0,0.0,0.0
66542039,0,0.0,1.0,0.0,0.0,0.0
68302058,0,0.0,0.0,0.0,0.0,25.0
67288008,0,0.0,1.0,1.0,1400.0,0.0
67573031,0,0.0,0.0,0.0,0.0,0.0
65473010,1,1149.97,1.0,1.0,1440.38,23.0
68444010,1,1.0,0.0,0.0,0.0,31.0
64361027,1,1.0,0.0,1.0,1021.5,0.0
64343011,0,0.0,1.0,0.0,0.0,0.0
67683038,0,0.0,1.0,1.0,1119.02,69.0
68096029,1,891.5,1.0,0.0,0.0,
67288027,1,891.5,1.0,1.0,699.74,69.0
66837037,1,891.5,1.0,1.0,1258.92,68.0
60409038,0,0.0,0.0,0.0,0.0,50.0
66922022,1,2.0,0.0,1.0,2978.7,0.0
66451012,0,0.0,0.0,0.0,0.0,0.0
68119031,0,0.0,1.0,0.0,0.0,0.0
64284001,1,891.5,1.0,1.0,1233.58,25.0
66382029,0,0.0,1.0,0.0,0.0,
64174031,1,1820.9,1.0,1.0,3123.08,45.0
64281001,1,2.0,0.0,0.0,0.0,0.0
65043008,1,1343.7,1.0,1.0,1439.73,0.0
67842045,0,0.0,0.0,0.0,0.0,0.0
67034026,0,0.0,0.0,0.0,0.0,25.0
65749038,1,836.0,0.0,1.0,1851.0,45.0
64358021,1,891.5,1.0,0.0,0.0,23.0
67700007,1,905.0,1.0,1.0,1100.0,49.0
63066011,1,5.0,0.0,1.0,2219.39,0.0
64431035,1,1371.43,0.0,0.0,0.0,45.0
66837001,0,0.0,0.0,1.0,1021.5,0.0
67803048,0,0.0,0.0,0.0,0.0,0.0
64282039,1,655.1,1.0,1.0,1021.5,45.0
64358007,0,0.0,0.0,0.0,0.0,45.0
67460031,1,5.0,0.0,1.0,2793.68,0.0
67034062,1,889.5,1.0,0.0,0.0,45.0
65988015,1,265.96,1.0,0.0,0.0,0.0
67843019,0,0.0,0.0,0.0,0.0,55.0
64357046,1,891.5,1.0,0.0,0.0,38.0
64068040,0,0.0,1.0,0.0,0.0,33.0
65476001,1,1047.79,1.0,1.0,460.15,45.0
67845034,1,887.5,1.0,0.0,0.0,0.0
67845035,1,1159.77,1.0,1.0,975.33,0.0
67573022,1,890.5,0.0,0.0,0.0,33.0
64296040,1,1187.35,1.0,1.0,1506.64,45.0
64284007,0,0.0,0.0,0.0,0.0,
64343003,0,0.0,0.0,0.0,0.0,55.0
64298030,0,0.0,1.0,1.0,1307.05,0.0
65459023,0,0.0,1.0,1.0,1826.34,0.0
67288037,0,0.0,0.0,0.0,0.0,0.0
68158071,0,0.0,0.0,0.0,0.0,43.0
67826036,0,0.0,0.0,0.0,0.0,0.0
66922033,0,0.0,0.0,0.0,0.0,0.0
67845013,0,0.0,0.0,1.0,544.8,0.0
67288035,0,0.0,1.0,0.0,0.0,0.0
65043047,0,0.0,0.0,0.0,0.0,0.0
65686005,0,0.0,0.0,0.0,0.0,0.0
67843005,0,0.0,0.0,0.0,0.0,0.0
68158012,0,0.0,0.0,1.0,1254.4,0.0
64247036,0,0.0,1.0,0.0,0.0,0.0
61177033,1,1238.64,1.0,1.0,1294.6,43.0
67034063,1,81.95,1.0,0.0,0.0,0.0
64337011,0,0.0,0.0,0.0,0.0,0.0
65211010,0,0.0,0.0,0.0,0.0,0.0
65240103,0,0.0,0.0,1.0,1268.24,
65984044,0,0.0,0.0,0.0,0.0,0.0
65043009,1,709.2,1.0,0.0,0.0,0.0
65882009,0,0.0,0.0,0.0,0.0,0.0
64356036,0,0.0,0.0,0.0,0.0,0.0
62617011,1,5.0,0.0,1.0,1050.0,
65434001,0,0.0,0.0,1.0,1123.65,
64356004,0,0.0,1.0,0.0,0.0,0.0
67288015,1,1009.7,1.0,1.0,1346.47,69.0
65473001,1,891.5,1.0,1.0,1079.29,23.0
