id,bilgisayar_kursu,muhasebe_kursu,kursun_suresi_saat
67034004,1,1.0,300.0
67034022,1,1.0,300.0
64067019,0,0.0,160.0
68405042,0,0.0,400.0
65358048,0,0.0,364.0
65493017,0,0.0,770.0
65358100,0,0.0,364.0
64343033,1,0.0,160.0
60984013,1,0.0,350.0
65481003,0,0.0,300.0
64298035,0,0.0,600.0
64373005,0,0.0,368.0
64352010,1,0.0,160.0
68158054,1,1.0,300.0
65211012,1,1.0,150.0
66922027,0,0.0,120.0
64244031,1,0.0,480.0
68097001,0,1.0,300.0
68097030,0,1.0,300.0
65042048,1,1.0,320.0
67407044,0,0.0,528.0
64372001,0,0.0,552.0
64264016,0,0.0,592.0
65232020,0,0.0,265.0
64067048,0,0.0,160.0
64296021,0,0.0,288.0
65753029,1,1.0,400.0
65988007,0,1.0,320.0
65434040,0,0.0,600.0
67805003,0,0.0,250.0
65358159,0,0.0,364.0
67573048,1,0.0,480.0
67579041,1,0.0,480.0
67407030,0,0.0,528.0
67579038,1,0.0,480.0
65294011,1,0.0,200.0
67032063,0,1.0,300.0
67032072,0,1.0,300.0
65749020,1,0.0,760.0
67288017,1,,
65493050,0,0.0,770.0
68357005,0,1.0,320.0
65293015,0,0.0,180.0
67577043,1,0.0,480.0
67703008,0,1.0,300.0
67034068,1,1.0,300.0
67407019,0,0.0,528.0
67683020,0,0.0,250.0
65294007,1,0.0,200.0
65474017,0,1.0,320.0
65042024,1,1.0,320.0
67803013,0,0.0,528.0
64358002,0,0.0,512.0
67845026,1,0.0,350.0
66086026,0,0.0,680.0
67289001,1,1.0,300.0
67703018,0,1.0,300.0
64392009,0,0.0,550.0
64353036,1,0.0,160.0
64247009,0,0.0,400.0
67288001,1,0.0,120.0
66809011,0,0.0,480.0
64343007,1,0.0,160.0
68357024,0,1.0,320.0
66891007,0,0.0,560.0
65686026,0,0.0,600.0
64281026,0,0.0,400.0
64354009,1,0.0,160.0
64431058,0,0.0,160.0
68096010,0,1.0,300.0
65043006,1,0.0,180.0
65882040,0,0.0,184.0
67700032,1,0.0,288.0
68444041,1,0.0,220.0
67843033,1,0.0,350.0
68441030,0,0.0,448.0
67032024,0,1.0,300.0
65987016,0,1.0,320.0
65984115,0,0.0,560.0
67289033,1,1.0,300.0
65293009,0,0.0,180.0
65987013,0,1.0,320.0
62617018,0,0.0,180.0
66809040,0,0.0,480.0
65988010,0,1.0,320.0
65179008,0,0.0,265.0
65358169,0,0.0,364.0
67573027,1,0.0,480.0
64431012,0,0.0,160.0
65984077,0,0.0,560.0
64297014,0,0.0,288.0
65749010,1,0.0,760.0
67579046,1,0.0,480.0
66891044,0,0.0,560.0
66837042,0,0.0,480.0
67460036,1,0.0,480.0
64283018,1,1.0,280.0
67288029,1,0.0,120.0
67407027,0,0.0,528.0
67703026,0,1.0,300.0
64295013,0,1.0,300.0
65179006,0,0.0,265.0
64297039,0,0.0,288.0
67289077,1,1.0,300.0
68097039,0,1.0,300.0
64357037,0,0.0,180.0
67034023,1,1.0,300.0
68405006,0,0.0,400.0
66451025,0,0.0,600.0
68097046,0,1.0,300.0
66922028,0,0.0,120.0
59026034,0,0.0,592.0
65984080,0,0.0,560.0
65984106,0,0.0,560.0
66922039,0,0.0,120.0
68449023,1,1.0,220.0
65988027,0,1.0,320.0
68402046,0,0.0,250.0
66809015,0,0.0,480.0
64300036,0,0.0,600.0
68119023,1,0.0,160.0
64244024,1,0.0,480.0
68304077,0,1.0,320.0
64281015,0,0.0,400.0
65687031,0,0.0,600.0
64273008,0,0.0,198.0
64248022,1,1.0,160.0
65358133,0,0.0,364.0
67289006,1,1.0,300.0
64330011,1,0.0,160.0
66264023,0,0.0,72.0
68402024,0,0.0,250.0
67034051,1,1.0,300.0
67034052,1,1.0,300.0
66922069,0,0.0,120.0
59026015,0,0.0,592.0
67032023,0,1.0,300.0
65358069,0,0.0,364.0
65232007,0,0.0,265.0
59026001,0,0.0,592.0
66837041,0,0.0,480.0
68097003,0,1.0,300.0
64337016,1,0.0,210.0
66891018,0,0.0,560.0
66382007,0,0.0,600.0
65358166,0,0.0,364.0
66922057,0,0.0,120.0
66891014,0,0.0,560.0
67034012,1,1.0,300.0
64431044,0,0.0,160.0
67032074,0,1.0,300.0
65749004,1,0.0,760.0
68449018,1,1.0,220.0
64295015,0,1.0,300.0
64236004,0,0.0,650.0
68232035,1,1.0,440.0
64068029,0,0.0,160.0
68233045,1,1.0,440.0
64067021,0,0.0,160.0
64346008,1,1.0,280.0
68302019,1,1.0,320.0
65211035,1,1.0,150.0
65240033,1,0.0,160.0
65882036,0,0.0,184.0
65358120,0,0.0,364.0
68304030,0,1.0,320.0
66264020,0,0.0,72.0
67289062,1,1.0,300.0
68232050,1,1.0,440.0
64373027,0,0.0,368.0
66891050,0,0.0,560.0
64353021,1,0.0,160.0
64247022,0,0.0,400.0
64344004,1,0.0,160.0
66542009,0,0.0,160.0
68097035,0,1.0,300.0
68232036,1,1.0,440.0
67032006,0,1.0,300.0
68158005,1,1.0,300.0
68386032,0,0.0,180.0
68405039,0,0.0,400.0
60409027,0,0.0,360.0
68402017,0,0.0,250.0
67032014,0,1.0,300.0
64068018,0,0.0,160.0
68302061,1,1.0,320.0
64296001,0,0.0,288.0
68302027,1,1.0,320.0
67573034,1,0.0,480.0
64260016,0,0.0,352.0
66922068,0,0.0,120.0
65293030,0,0.0,180.0
61177025,0,1.0,150.0
68302036,1,1.0,320.0
64247028,0,0.0,400.0
67032069,0,1.0,300.0
66922009,0,0.0,120.0
67703039,0,1.0,300.0
68096039,0,1.0,300.0
68096020,0,1.0,300.0
64244023,1,0.0,480.0
68233021,1,1.0,440.0
65436013,0,0.0,360.0
65480008,0,0.0,300.0
64248016,1,1.0,160.0
68444022,1,0.0,220.0
64336010,1,0.0,210.0
66809045,0,0.0,480.0
68097059,0,1.0,300.0
64338008,1,0.0,208.0
66264007,0,0.0,72.0
67843013,1,0.0,350.0
67700045,1,0.0,288.0
67845030,1,0.0,350.0
68357039,0,1.0,320.0
64244001,1,0.0,480.0
67799045,0,0.0,288.0
66451035,0,0.0,600.0
68304010,0,1.0,320.0
64337040,1,0.0,210.0
68158056,1,1.0,300.0
64067008,0,0.0,160.0
67826041,0,0.0,350.0
67289005,1,1.0,300.0
64392015,0,0.0,550.0
65240061,1,0.0,160.0
66086048,0,0.0,680.0
67579009,1,0.0,480.0
64337042,1,0.0,210.0
65293011,0,0.0,180.0
64264009,0,0.0,592.0
64295033,0,1.0,300.0
65883029,0,1.0,240.0
64298021,0,0.0,600.0
67288004,1,0.0,120.0
67289030,1,1.0,300.0
65042011,1,1.0,320.0
67845043,1,0.0,350.0
64357009,0,0.0,180.0
65240058,1,0.0,160.0
67843041,1,0.0,350.0
67289076,1,1.0,300.0
67032046,0,1.0,300.0
65293016,0,0.0,180.0
67460009,1,0.0,480.0
61177034,0,1.0,150.0
66086027,0,0.0,680.0
65293002,0,0.0,180.0
64067003,0,0.0,160.0
65883010,0,1.0,240.0
67703033,0,1.0,300.0
64295005,0,1.0,300.0
65753036,1,1.0,400.0
61177008,0,1.0,150.0
64300031,0,0.0,600.0
64174009,0,1.0,320.0
65883006,0,1.0,240.0
64244010,1,0.0,480.0
67803040,0,0.0,528.0
64356018,1,0.0,152.0
64247023,0,0.0,400.0
68449042,1,1.0,220.0
67843050,1,0.0,350.0
67842001,1,0.0,350.0
68233012,1,1.0,440.0
67573038,1,0.0,480.0
64352023,1,0.0,160.0
67700050,1,0.0,288.0
67032001,0,1.0,300.0
65042050,1,1.0,320.0
64431031,0,0.0,160.0
64262007,0,0.0,352.0
68232018,1,1.0,440.0
67803050,0,0.0,528.0
67683025,0,0.0,250.0
65476039,0,0.0,600.0
65496014,0,0.0,300.0
67842010,1,0.0,350.0
65496009,0,0.0,300.0
68158046,1,1.0,300.0
65473024,0,0.0,160.0
67288019,1,0.0,120.0
68096021,0,1.0,300.0
64186035,0,0.0,350.0
67288020,1,0.0,120.0
66922077,0,0.0,120.0
64343031,1,0.0,160.0
67032018,0,1.0,300.0
68097066,0,1.0,300.0
64372016,0,0.0,552.0
68097062,0,1.0,300.0
67843025,1,0.0,350.0
65358173,0,0.0,364.0
65753021,1,1.0,400.0
68302032,1,1.0,320.0
66837006,0,0.0,480.0
67407006,0,0.0,528.0
64337050,1,0.0,210.0
66542039,0,0.0,160.0
68302058,1,1.0,320.0
67288008,1,0.0,120.0
67573031,1,0.0,480.0
65473010,0,0.0,160.0
68444010,1,0.0,220.0
64361027,0,0.0,260.0
64343011,1,0.0,160.0
67683038,0,0.0,250.0
68096029,0,1.0,300.0
67288027,1,0.0,120.0
66837037,0,0.0,480.0
60409038,0,0.0,360.0
66922022,0,0.0,120.0
66451012,0,0.0,600.0
68119031,1,0.0,160.0
64284001,0,0.0,130.0
66382029,0,0.0,600.0
64174031,0,1.0,320.0
64281001,0,0.0,400.0
65043008,1,0.0,180.0
67842045,1,0.0,350.0
67034026,1,1.0,300.0
65749038,1,0.0,760.0
64358021,0,0.0,512.0
67700007,1,0.0,288.0
63066011,0,0.0,360.0
64431035,0,0.0,160.0
66837001,0,0.0,480.0
67803048,0,0.0,528.0
64282039,1,1.0,280.0
64358007,0,0.0,512.0
67460031,1,0.0,480.0
67034062,1,1.0,300.0
65988015,0,1.0,320.0
67843019,1,0.0,350.0
64357046,0,0.0,180.0
64068040,0,0.0,160.0
65476001,0,0.0,600.0
67845034,1,0.0,350.0
67845035,1,0.0,350.0
67573022,1,0.0,480.0
64296040,0,0.0,288.0
64284007,0,0.0,130.0
64343003,1,0.0,160.0
64298030,0,0.0,600.0
65459023,0,1.0,320.0
67288037,1,0.0,120.0
68158071,1,1.0,300.0
67826036,0,0.0,350.0
66922033,0,0.0,120.0
67845013,1,0.0,350.0
67288035,1,0.0,120.0
65043047,1,0.0,180.0
65686005,0,0.0,600.0
67843005,1,0.0,350.0
68158012,1,1.0,300.0
64247036,0,0.0,400.0
61177033,0,1.0,150.0
67034063,1,1.0,300.0
64337011,1,0.0,210.0
65211010,1,1.0,150.0
65240103,1,0.0,160.0
65984044,0,0.0,560.0
65043009,1,0.0,180.0
65882009,0,0.0,184.0
64356036,1,0.0,152.0
62617011,0,0.0,180.0
65434001,0,0.0,600.0
64356004,1,0.0,152.0
67288015,1,0.0,120.0
65473001,0,0.0,160.0
65240068,1,0.0,160.0
68158024,1,1.0,300.0
68386029,0,0.0,180.0
64296041,0,0.0,288.0
65984078,0,0.0,560.0
68386013,0,0.0,180.0
68097025,0,1.0,300.0
67786021,0,0.0,350.0
67843042,1,0.0,350.0
67034040,1,1.0,300.0
64392023,0,0.0,550.0
64357079,0,0.0,180.0
64260049,0,0.0,352.0
68386019,0,0.0,180.0
62617002,0,0.0,180.0
68386016,0,0.0,180.0
68096025,0,1.0,300.0
65240078,1,0.0,160.0
64353002,1,0.0,160.0
66542019,0,0.0,160.0
68386014,0,0.0,180.0
65240059,1,0.0,160.0
67034018,1,1.0,300.0
64346036,1,1.0,280.0
66303009,0,0.0,240.0
68158059,1,1.0,300.0
68441039,0,0.0,448.0
68302015,1,1.0,320.0
65480010,0,0.0,300.0
68405002,0,0.0,400.0
64300040,0,0.0,600.0
64281020,0,0.0,400.0
68441027,0,0.0,448.0
67034007,1,1.0,300.0
65211027,1,1.0,150.0
64174030,0,1.0,320.0
65882025,0,0.0,184.0
67703031,0,1.0,300.0
66922070,0,0.0,120.0
68097036,0,1.0,300.0
64282033,1,1.0,280.0
60984002,1,0.0,350.0
65493022,0,0.0,770.0
64392029,0,0.0,550.0
64329011,1,0.0,160.0
64431021,0,0.0,160.0
67034035,1,1.0,300.0
68233049,1,1.0,440.0
65358154,0,0.0,364.0
59026009,0,0.0,592.0
65493015,0,0.0,770.0
64281039,0,0.0,400.0
64352013,1,0.0,160.0
64300028,0,0.0,600.0
65984088,0,0.0,560.0
68097058,0,1.0,300.0
67786012,0,0.0,350.0
67407023,0,0.0,528.0
65240079,1,0.0,160.0
64297032,0,0.0,288.0
65042023,1,1.0,320.0
66922046,0,0.0,120.0
67288039,1,0.0,120.0
68402003,0,0.0,250.0
65988011,0,1.0,320.0
68097050,0,1.0,300.0
64186024,0,0.0,350.0
61177007,0,1.0,150.0
65986024,1,1.0,320.0
65240104,1,0.0,160.0
65984037,0,0.0,560.0
67034038,1,1.0,300.0
60409029,0,0.0,360.0
67289011,1,1.0,300.0
64361028,0,0.0,260.0
64236008,0,0.0,650.0
64373039,0,0.0,368.0
65749003,1,0.0,760.0
66891029,0,0.0,560.0
66809036,0,0.0,480.0
67700047,1,0.0,288.0
68119024,1,0.0,160.0
67700006,1,0.0,288.0
68158063,1,1.0,300.0
64344035,1,0.0,160.0
67786024,0,0.0,350.0
64372024,0,0.0,552.0
64298007,0,0.0,600.0
64372006,0,0.0,552.0
68119006,1,0.0,160.0
60984006,1,0.0,350.0
64345024,0,0.0,208.0
67460018,1,0.0,480.0
67577029,1,0.0,480.0
68444047,1,0.0,220.0
64346015,1,1.0,280.0
68233007,1,1.0,440.0
68097069,0,1.0,300.0
68304067,0,1.0,320.0
65883023,0,1.0,240.0
68119004,1,0.0,160.0
64338030,1,0.0,208.0
63066039,0,0.0,360.0
67034008,1,1.0,300.0
60984017,1,0.0,350.0
65294002,1,0.0,200.0
64373034,0,0.0,368.0
68097017,0,1.0,300.0
65493031,0,0.0,770.0
68097057,0,1.0,300.0
65358139,0,0.0,364.0
60929013,0,0.0,350.0
64356031,1,0.0,152.0
64338004,1,0.0,208.0
60983023,1,0.0,350.0
65984034,0,0.0,560.0
67032052,0,1.0,300.0
68158047,1,1.0,300.0
68444019,1,0.0,220.0
64336020,1,0.0,210.0
65240095,1,0.0,160.0
68096018,0,1.0,300.0
64297012,0,0.0,288.0
67683008,0,0.0,250.0
66891040,0,0.0,560.0
65293019,0,0.0,180.0
68119028,1,0.0,160.0
65987015,0,1.0,320.0
65686016,0,0.0,600.0
65986025,1,1.0,320.0
66809027,0,0.0,480.0
65753001,1,1.0,400.0
65358121,0,0.0,364.0
64283040,1,1.0,280.0
67843008,1,0.0,350.0
64284018,0,0.0,130.0
66382014,0,0.0,600.0
67703029,0,1.0,300.0
64373018,0,0.0,368.0
64284009,0,0.0,130.0
65481005,0,0.0,300.0
64361015,0,0.0,260.0
65987023,0,1.0,320.0
68158014,1,1.0,300.0
67407046,0,0.0,528.0
67843037,1,0.0,350.0
65687026,0,0.0,600.0
65686023,0,0.0,600.0
67700022,1,0.0,288.0
65436011,0,0.0,360.0
67289027,1,1.0,300.0
67842044,1,0.0,350.0
67843044,1,0.0,350.0
67460003,1,0.0,480.0
64244013,1,0.0,480.0
60983005,1,0.0,350.0
66451030,0,0.0,600.0
67799030,0,0.0,288.0
65434006,0,0.0,600.0
68097014,0,1.0,300.0
67032080,0,1.0,300.0
68449029,1,1.0,220.0
68302039,1,1.0,320.0
66922002,0,0.0,120.0
65240004,1,0.0,160.0
64347013,0,0.0,420.0
65988003,0,1.0,320.0
65461011,0,0.0,75.0
68402023,0,0.0,250.0
65987005,0,1.0,320.0
65042028,1,1.0,320.0
67703030,0,1.0,300.0
65461004,0,0.0,75.0
64356028,1,0.0,152.0
65294040,1,0.0,200.0
64260035,0,0.0,352.0
68119016,1,0.0,160.0
65481009,0,0.0,300.0
67032059,0,1.0,300.0
62617023,0,0.0,180.0
67032007,0,1.0,300.0
64431039,0,0.0,160.0
64067047,0,0.0,160.0
65687011,0,0.0,600.0
67034066,1,1.0,300.0
64296014,0,0.0,288.0
64431049,0,0.0,160.0
67032049,0,1.0,300.0
64356040,1,0.0,152.0
64356008,1,0.0,152.0
67032077,0,1.0,300.0
65240077,1,0.0,160.0
59026013,0,0.0,592.0
65749009,1,0.0,760.0
65988012,0,1.0,320.0
67573043,1,0.0,480.0
64067022,0,0.0,160.0
68232033,1,1.0,440.0
68301006,0,1.0,320.0
65461027,0,0.0,75.0
64283002,1,1.0,280.0
65473011,0,0.0,160.0
64353033,1,0.0,160.0
67573023,1,0.0,480.0
67577018,1,0.0,480.0
68304053,0,1.0,320.0
67289066,1,1.0,300.0
65753022,1,1.0,400.0
64337048,1,0.0,210.0
64346012,1,1.0,280.0
64346007,1,1.0,280.0
65687039,0,0.0,600.0
66837022,0,0.0,480.0
67577049,1,0.0,480.0
68357019,0,1.0,320.0
65883025,0,1.0,240.0
68301023,0,1.0,320.0
68097020,0,1.0,300.0
67289060,1,1.0,300.0
64282003,1,1.0,280.0
64281012,0,0.0,400.0
68386003,0,0.0,180.0
68158075,1,1.0,300.0
65461026,0,0.0,75.0
64281009,0,0.0,400.0
62617017,0,0.0,180.0
64283015,1,1.0,280.0
64431023,0,0.0,160.0
66809025,0,0.0,480.0
64244034,1,0.0,480.0
60409031,0,0.0,360.0
68441047,0,0.0,448.0
67577034,1,0.0,480.0
68096017,0,1.0,300.0
66891020,0,0.0,560.0
64283031,1,1.0,280.0
64345009,0,0.0,208.0
64338011,1,0.0,208.0
66382040,0,0.0,600.0
67842021,1,0.0,350.0
67786014,0,0.0,350.0
67700001,1,0.0,288.0
64263019,0,0.0,320.0
67032015,0,1.0,300.0
67577011,1,0.0,480.0
67845049,1,0.0,350.0
66891013,0,0.0,560.0
67799002,0,0.0,288.0
65461007,0,0.0,75.0
65434026,0,0.0,600.0
68441009,0,0.0,448.0
67289043,1,1.0,300.0
65687001,0,0.0,600.0
67805023,0,0.0,250.0
68097063,0,1.0,300.0
67845005,1,0.0,350.0
67573046,1,0.0,480.0
64297015,0,0.0,288.0
66837034,0,0.0,480.0
64298010,0,0.0,600.0
62617004,0,0.0,180.0
65293005,0,0.0,180.0
65496005,0,0.0,300.0
68232019,1,1.0,440.0
66542031,0,0.0,160.0
64353014,1,0.0,160.0
68096016,0,,
67703022,0,1.0,300.0
64357040,0,0.0,180.0
67032048,0,1.0,300.0
66922023,0,0.0,120.0
67799035,0,0.0,288.0
68096033,0,1.0,300.0
64336008,1,0.0,210.0
67289036,1,1.0,300.0
67845011,1,0.0,350.0
64264023,0,0.0,592.0
64300001,0,0.0,600.0
65358005,0,0.0,364.0
67845031,1,0.0,350.0
60929014,0,0.0,350.0
65480019,0,0.0,300.0
66264025,0,0.0,72.0
64262038,0,0.0,352.0
68232026,1,1.0,440.0
64262022,0,0.0,352.0
66809041,0,0.0,480.0
65986028,1,1.0,320.0
65481011,0,0.0,300.0
64343006,1,0.0,160.0
68158058,1,1.0,300.0
67034001,1,1.0,300.0
65211002,1,1.0,150.0
64364021,0,0.0,550.0
65984005,0,0.0,560.0
65459020,0,1.0,320.0
65883011,0,1.0,240.0
65294001,1,0.0,200.0
68402011,0,0.0,250.0
60409018,0,0.0,360.0
64300003,0,0.0,600.0
65984015,0,0.0,560.0
65358135,0,0.0,364.0
65240049,1,0.0,160.0
66922037,0,0.0,120.0
64392003,0,0.0,550.0
64343012,1,0.0,160.0
68402038,0,0.0,250.0
64209018,0,0.0,600.0
68441044,0,0.0,448.0
64431010,0,0.0,160.0
66922043,0,0.0,120.0
67573033,1,0.0,480.0
64338013,1,0.0,208.0
68441017,0,0.0,448.0
65749035,1,0.0,760.0
66809029,0,0.0,480.0
67826022,0,0.0,350.0
65294015,1,0.0,200.0
68158010,1,1.0,300.0
67799018,0,0.0,288.0
67289003,1,1.0,300.0
67460006,1,0.0,480.0
67826042,0,0.0,350.0
68096031,0,1.0,300.0
64260004,0,0.0,352.0
66086031,0,0.0,680.0
65493047,0,0.0,770.0
64282037,1,1.0,280.0
64295002,0,1.0,300.0
65686039,0,0.0,600.0
67460028,1,0.0,480.0
68097056,0,1.0,300.0
62617013,0,0.0,180.0
67289034,1,1.0,300.0
64282009,1,1.0,280.0
68097051,0,1.0,300.0
60929017,0,0.0,350.0
65043040,1,0.0,180.0
64300006,0,0.0,600.0
67289054,1,1.0,300.0
67032021,0,1.0,300.0
67034045,1,1.0,300.0
64281007,0,0.0,400.0
68158008,1,1.0,300.0
66922044,0,0.0,120.0
65988019,0,1.0,320.0
67842049,1,0.0,350.0
67032070,0,1.0,300.0
67703021,0,1.0,300.0
65240102,1,0.0,160.0
67577030,1,0.0,480.0
68158073,1,1.0,300.0
64343009,1,0.0,160.0
68405049,0,0.0,400.0
64264011,0,0.0,592.0
67683049,0,0.0,250.0
64068042,0,0.0,160.0
64346038,1,1.0,280.0
65987033,0,1.0,320.0
65687010,0,0.0,600.0
65042049,1,1.0,320.0
68444031,1,0.0,220.0
67289061,1,1.0,300.0
64247032,0,0.0,400.0
67032029,0,1.0,300.0
68096037,0,1.0,300.0
64068034,0,0.0,160.0
65753024,1,1.0,400.0
65882029,0,0.0,184.0
66891036,0,0.0,560.0
59026037,0,0.0,592.0
68449024,1,1.0,220.0
68158068,1,1.0,300.0
66922067,0,0.0,120.0
65476042,0,0.0,600.0
64067007,0,0.0,160.0
65987010,0,1.0,320.0
67288026,1,0.0,120.0
64336007,1,0.0,210.0
65984087,0,0.0,560.0
67288024,1,0.0,120.0
65687009,0,0.0,600.0
65461020,0,0.0,75.0
65358020,0,0.0,364.0
64373025,0,0.0,368.0
66809017,0,0.0,480.0
64364014,0,0.0,550.0
68158067,1,1.0,300.0
64343001,1,0.0,160.0
68097012,0,1.0,300.0
67799033,0,0.0,288.0
64357021,0,0.0,180.0
64347016,0,0.0,420.0
64284006,0,0.0,130.0
65358196,0,0.0,364.0
65232010,0,,
64209037,0,0.0,600.0
65358038,0,0.0,364.0
67845038,1,0.0,350.0
66922049,0,0.0,120.0
64338003,1,0.0,208.0
64353015,1,0.0,160.0
65882034,0,0.0,184.0
64174007,0,1.0,320.0
68405050,0,0.0,400.0
68386049,0,0.0,180.0
68233039,1,1.0,440.0
67289016,1,1.0,300.0
64373032,0,0.0,368.0
68302002,1,1.0,320.0
64262044,0,0.0,352.0
68158053,1,1.0,300.0
59026010,0,0.0,592.0
64283037,1,1.0,280.0
64361005,0,0.0,260.0
64262045,0,0.0,352.0
65043004,1,0.0,180.0
65686030,0,0.0,600.0
65358073,0,0.0,364.0
67289069,1,1.0,300.0
68119027,1,0.0,160.0
65987032,0,1.0,320.0
66809049,0,0.0,480.0
65211030,1,1.0,150.0
67032055,0,1.0,300.0
66922001,0,0.0,120.0
68158042,1,1.0,300.0
67683042,0,0.0,250.0
64298019,0,0.0,600.0
65687029,0,0.0,600.0
65687008,0,0.0,600.0
68357016,0,1.0,320.0
67407009,0,0.0,528.0
68301028,0,1.0,320.0
68158032,1,1.0,300.0
65434027,0,0.0,600.0
67034003,1,1.0,300.0
68158066,1,1.0,300.0
64209013,0,0.0,600.0
66922059,0,0.0,120.0
67703009,0,1.0,300.0
65358174,0,0.0,364.0
67803010,0,0.0,528.0
64263038,0,0.0,320.0
65436021,0,0.0,360.0
66382037,0,0.0,600.0
64236017,0,0.0,650.0
67579021,1,0.0,480.0
68402002,0,0.0,250.0
64336004,1,0.0,210.0
64330005,1,0.0,160.0
68402032,0,0.0,250.0
64358012,0,0.0,512.0
64392001,0,0.0,550.0
60409051,0,0.0,360.0
67826031,0,0.0,350.0
68119022,1,0.0,160.0
66382028,0,0.0,600.0
64358026,0,0.0,512.0
65434033,0,0.0,600.0
67805009,0,0.0,250.0
65883021,0,1.0,240.0
65358153,0,0.0,364.0
65294037,1,0.0,200.0
64330034,1,0.0,160.0
66542014,0,0.0,160.0
65043046,1,0.0,180.0
64281035,0,0.0,400.0
65481027,0,0.0,300.0
65240027,1,0.0,160.0
68097034,0,1.0,300.0
59026014,0,0.0,592.0
64273010,0,0.0,198.0
68405038,0,0.0,400.0
64264006,0,0.0,592.0
65043038,1,0.0,180.0
