id,bilgisayar_kursu,muhasebe_kursu,kursun_suresi_saat
67289031,1,1.0,300.0
64337001,1,0.0,210.0
66303010,0,0.0,240.0
66922045,0,0.0,120.0
64284026,0,0.0,130.0
64186011,0,0.0,350.0
66264016,0,0.0,72.0
67842004,1,0.0,350.0
65984091,0,0.0,560.0
67573042,1,0.0,480.0
65240039,1,0.0,160.0
66837010,0,0.0,480.0
60929015,0,0.0,350.0
64262011,0,0.0,352.0
67460001,1,0.0,480.0
64264038,0,0.0,592.0
59026022,0,0.0,592.0
68158025,1,1.0,300.0
62617019,0,0.0,180.0
65358093,0,0.0,364.0
64361019,0,0.0,260.0
64361004,0,0.0,260.0
65240108,1,0.0,160.0
67289015,1,1.0,300.0
67407007,0,0.0,528.0
67032025,0,1.0,300.0
68232002,1,1.0,440.0
68158044,1,1.0,300.0
67842016,1,0.0,350.0
67805012,0,0.0,250.0
64298029,0,0.0,600.0
64358020,0,0.0,512.0
64338036,1,0.0,208.0
64431047,0,0.0,160.0
65042045,1,1.0,320.0
66086037,0,0.0,680.0
66451002,0,0.0,600.0
68386021,0,0.0,180.0
66086021,0,0.0,680.0
67786028,0,0.0,350.0
64431052,0,0.0,160.0
68302030,1,1.0,320.0
64281014,0,0.0,400.0
65240010,1,0.0,160.0
68357048,0,1.0,320.0
68096023,0,1.0,300.0
66451015,0,0.0,600.0
65042001,1,1.0,320.0
65211019,1,1.0,150.0
65043022,1,0.0,180.0
65434011,0,,
64284019,0,0.0,130.0
64356006,1,0.0,152.0
64353037,1,0.0,160.0
68302008,1,1.0,320.0
65984004,0,0.0,560.0
67703006,0,1.0,300.0
67700040,1,0.0,288.0
67034044,1,1.0,300.0
64273005,0,0.0,198.0
63066048,0,0.0,360.0
68449025,1,1.0,220.0
67843027,1,0.0,350.0
67573039,1,0.0,480.0
65211011,1,1.0,150.0
67700036,1,0.0,288.0
64346017,1,1.0,280.0
68097033,0,1.0,300.0
67826035,0,0.0,350.0
64273013,0,0.0,198.0
66809002,0,0.0,480.0
65497027,0,0.0,300.0
65358042,0,0.0,364.0
64283028,1,1.0,280.0
68304059,0,1.0,320.0
67288031,1,0.0,120.0
64262021,0,0.0,352.0
64068027,0,0.0,160.0
64248031,1,1.0,160.0
65436010,0,0.0,360.0
64329014,1,0.0,160.0
64358029,0,0.0,512.0
67032035,0,1.0,300.0
65179029,0,0.0,265.0
64354032,1,0.0,160.0
60983025,1,0.0,350.0
65493006,0,0.0,770.0
64344031,1,0.0,160.0
65232004,0,0.0,265.0
66837018,0,0.0,480.0
65984090,0,0.0,560.0
68402033,0,0.0,250.0
64356002,1,0.0,152.0
67460044,1,0.0,480.0
65240051,1,0.0,160.0
66837011,0,0.0,480.0
65293012,0,0.0,180.0
67579007,1,0.0,480.0
66922014,0,0.0,120.0
65240090,1,0.0,160.0
65749032,1,0.0,760.0
68402049,0,0.0,250.0
67703010,0,1.0,300.0
68158002,1,1.0,300.0
65473015,0,0.0,160.0
64263002,0,0.0,320.0
64336018,1,0.0,210.0
64343016,1,0.0,160.0
64244026,1,0.0,480.0
65043003,1,0.0,180.0
65987031,0,1.0,320.0
64298013,0,0.0,600.0
65476034,0,0.0,600.0
64186008,0,0.0,350.0
67577016,1,0.0,480.0
64264015,0,0.0,592.0
67034076,1,1.0,300.0
64344005,1,0.0,160.0
67034042,1,1.0,300.0
64283038,1,1.0,280.0
59026028,0,0.0,592.0
66086046,0,0.0,680.0
67577035,1,0.0,480.0
64431022,0,0.0,160.0
64283024,1,1.0,280.0
64295018,0,1.0,300.0
67845006,1,0.0,350.0
67289048,1,1.0,300.0
64372020,0,0.0,552.0
68441034,0,0.0,448.0
65211018,1,1.0,150.0
67034080,1,1.0,300.0
64067025,0,0.0,160.0
66891010,0,0.0,560.0
67805001,0,0.0,250.0
65358039,0,0.0,364.0
64346009,1,1.0,280.0
67703014,0,1.0,300.0
64372005,0,0.0,552.0
65358031,0,0.0,364.0
64174010,0,1.0,320.0
68304058,0,1.0,320.0
68444048,1,0.0,220.0
68441029,0,0.0,448.0
64357099,0,0.0,180.0
68441016,0,0.0,448.0
67786011,0,0.0,350.0
60409037,0,0.0,360.0
67799003,0,0.0,288.0
66837020,0,0.0,480.0
65984101,0,0.0,560.0
64247029,0,0.0,400.0
64337046,1,0.0,210.0
64260008,0,0.0,352.0
64186036,0,0.0,350.0
67289078,1,1.0,300.0
67573047,1,0.0,480.0
65476030,0,0.0,600.0
65476002,0,0.0,600.0
60929002,0,0.0,350.0
66891011,0,0.0,560.0
68097016,0,1.0,300.0
64297017,0,0.0,288.0
65211026,1,1.0,150.0
67803047,0,0.0,528.0
68096009,0,1.0,300.0
65753007,1,1.0,400.0
65481022,0,0.0,300.0
64067011,0,0.0,160.0
64343010,1,0.0,160.0
64345003,0,0.0,208.0
63066017,0,0.0,360.0
65882003,0,0.0,184.0
64337030,1,0.0,210.0
68357038,0,1.0,320.0
63066031,0,0.0,360.0
65240048,1,0.0,160.0
64338033,1,0.0,208.0
65461023,0,0.0,75.0
65984060,0,0.0,560.0
67683034,0,0.0,250.0
66382011,0,0.0,600.0
65358029,0,0.0,364.0
65686002,0,0.0,600.0
64296032,0,0.0,288.0
65753034,1,1.0,400.0
67799004,0,0.0,288.0
64356021,1,0.0,152.0
65043021,1,0.0,180.0
68302021,1,1.0,320.0
65042037,1,1.0,320.0
65984023,0,0.0,560.0
64357049,0,0.0,180.0
64344023,1,0.0,160.0
65240041,1,0.0,160.0
67805016,0,0.0,250.0
65882024,0,0.0,184.0
65293013,0,0.0,180.0
65294016,1,0.0,200.0
64364018,0,0.0,550.0
67460037,1,0.0,480.0
64364013,0,0.0,550.0
68441010,0,0.0,448.0
65988030,0,1.0,320.0
68232020,1,1.0,440.0
64273030,0,0.0,198.0
67805024,0,0.0,250.0
66451039,0,0.0,600.0
68302020,1,1.0,320.0
68097047,0,1.0,300.0
64186044,0,0.0,350.0
64186047,0,0.0,350.0
68232021,1,1.0,440.0
67407042,0,0.0,528.0
64298047,0,0.0,600.0
68302003,1,1.0,320.0
64282034,1,1.0,280.0
67803033,0,0.0,528.0
68304016,0,1.0,320.0
64329024,1,0.0,160.0
67032058,0,1.0,300.0
65042006,1,1.0,320.0
64373003,0,0.0,368.0
68097076,0,1.0,300.0
64337035,1,0.0,210.0
66809031,0,0.0,480.0
65211033,1,1.0,150.0
66891023,0,0.0,560.0
64297003,0,0.0,288.0
60929018,0,0.0,350.0
65294022,1,0.0,200.0
64244037,1,0.0,480.0
64372021,0,0.0,552.0
64298005,0,0.0,600.0
65358023,0,0.0,364.0
67034002,1,1.0,300.0
68158016,1,1.0,300.0
67842005,1,0.0,350.0
64262046,0,0.0,352.0
67289051,1,1.0,300.0
68441013,0,0.0,448.0
65294025,1,0.0,200.0
64298027,0,0.0,600.0
64392025,0,0.0,550.0
65481002,0,0.0,300.0
64248035,1,1.0,160.0
64345015,0,0.0,208.0
67579002,1,0.0,480.0
64345010,0,0.0,208.0
65497019,0,0.0,300.0
60409003,0,0.0,360.0
66922004,0,0.0,120.0
68304035,0,1.0,320.0
60409042,0,0.0,360.0
67288010,1,0.0,120.0
63066038,0,0.0,360.0
67288003,1,0.0,120.0
64264025,0,0.0,592.0
64336003,1,0.0,210.0
65042015,1,1.0,320.0
60409043,0,0.0,360.0
67577045,1,0.0,480.0
64361007,0,0.0,260.0
67288040,1,0.0,120.0
64357006,0,0.0,180.0
65240047,1,0.0,160.0
65986005,1,1.0,320.0
65476015,0,0.0,600.0
65753006,1,1.0,400.0
64244021,1,0.0,480.0
65986009,1,1.0,320.0
64244004,1,0.0,480.0
67032008,0,,
66837004,0,0.0,480.0
67703012,0,1.0,300.0
68304079,0,1.0,320.0
64300008,0,0.0,600.0
64353017,1,0.0,160.0
64248006,1,1.0,160.0
64273009,0,0.0,198.0
68386048,0,0.0,180.0
66451049,0,0.0,600.0
68232023,1,1.0,440.0
64352034,1,0.0,160.0
65211025,1,1.0,150.0
67703038,0,1.0,300.0
66264014,0,0.0,72.0
68304086,0,1.0,320.0
64247017,0,0.0,400.0
64068003,0,0.0,160.0
64330017,1,0.0,160.0
67683037,0,0.0,250.0
65986021,1,1.0,320.0
64330038,1,0.0,160.0
64067045,0,0.0,160.0
68158013,1,1.0,300.0
64330024,1,0.0,160.0
67034055,1,1.0,300.0
67826010,0,0.0,350.0
68441011,0,0.0,448.0
64343026,1,0.0,160.0
68097009,0,1.0,300.0
65358162,0,0.0,364.0
67683024,0,0.0,250.0
66451047,0,0.0,600.0
65042032,1,1.0,320.0
64431048,0,0.0,160.0
65497025,0,0.0,300.0
65988002,0,1.0,320.0
68357045,0,1.0,320.0
65473005,0,0.0,160.0
67289020,1,1.0,300.0
68444017,1,0.0,220.0
64284015,0,0.0,130.0
68301035,0,1.0,320.0
67579033,1,0.0,480.0
67683039,0,0.0,250.0
67573008,1,0.0,480.0
65358090,0,0.0,364.0
66891001,0,0.0,560.0
68233014,1,1.0,440.0
64296047,0,0.0,288.0
65686006,0,0.0,600.0
67034021,1,1.0,300.0
65984038,0,0.0,560.0
68302028,1,1.0,320.0
64356020,1,0.0,152.0
64295027,0,1.0,300.0
65294024,1,0.0,200.0
64353040,1,0.0,160.0
66891038,0,0.0,560.0
64338001,1,0.0,208.0
64336012,1,0.0,210.0
64262033,0,0.0,352.0
66809044,0,0.0,480.0
65043026,1,0.0,180.0
67843002,1,0.0,350.0
64260011,0,0.0,352.0
65493044,0,0.0,770.0
64329025,1,0.0,160.0
63066005,0,0.0,360.0
65459002,0,1.0,320.0
65232015,0,0.0,265.0
64244038,1,0.0,480.0
64344009,1,0.0,160.0
66837005,0,0.0,480.0
65474010,0,1.0,320.0
64174012,0,1.0,320.0
67683033,0,0.0,250.0
64263023,0,0.0,320.0
64186048,0,0.0,350.0
64330008,1,0.0,160.0
67289026,1,1.0,300.0
64067010,0,0.0,160.0
68304071,0,1.0,320.0
64300010,0,0.0,600.0
61177006,0,1.0,150.0
64431013,0,0.0,160.0
67703003,0,1.0,300.0
64297001,0,0.0,288.0
64263005,0,0.0,320.0
60983028,1,0.0,350.0
65293034,0,0.0,180.0
65984117,0,0.0,560.0
64186014,0,0.0,350.0
67407026,0,0.0,528.0
67289008,1,1.0,300.0
68096012,0,1.0,300.0
67034041,1,1.0,300.0
65986008,1,1.0,320.0
66542035,0,0.0,160.0
68301012,0,1.0,320.0
64248011,1,1.0,160.0
67842014,1,0.0,350.0
65986020,1,1.0,320.0
65474029,0,1.0,320.0
67032041,0,1.0,300.0
66382045,0,0.0,600.0
65474007,0,1.0,320.0
64244005,1,0.0,480.0
68232010,1,1.0,440.0
67289041,1,1.0,300.0
67845039,1,0.0,350.0
65434034,0,0.0,600.0
66086042,0,0.0,680.0
65358189,0,0.0,364.0
67289067,1,1.0,300.0
64068021,0,0.0,160.0
64345018,0,0.0,208.0
64247038,0,0.0,400.0
66922063,0,0.0,120.0
65459030,0,1.0,320.0
64338037,1,0.0,208.0
67032013,0,1.0,300.0
64264010,0,0.0,592.0
66086008,0,0.0,680.0
65358074,0,0.0,364.0
64067002,0,0.0,160.0
67703015,0,1.0,300.0
64282019,1,1.0,280.0
64209041,0,0.0,600.0
59026005,0,0.0,592.0
64244032,1,0.0,480.0
68304087,0,1.0,320.0
68301036,0,1.0,320.0
65358164,0,0.0,364.0
67034072,1,1.0,300.0
68402041,0,0.0,250.0
68302052,1,1.0,320.0
64357100,0,0.0,180.0
64283026,1,1.0,280.0
68158057,1,1.0,300.0
67826003,0,0.0,350.0
68304095,0,1.0,320.0
65043013,1,0.0,180.0
67032009,0,1.0,300.0
68441041,0,0.0,448.0
68405028,0,0.0,400.0
64068014,0,0.0,160.0
60409013,0,0.0,360.0
60409041,0,0.0,360.0
65232026,0,0.0,265.0
65461018,0,0.0,75.0
68444002,1,0.0,220.0
67034016,1,1.0,300.0
68386006,0,0.0,180.0
64209027,0,0.0,600.0
67034027,1,1.0,300.0
64248024,1,1.0,160.0
67845029,1,0.0,350.0
68301014,0,1.0,320.0
66922013,0,0.0,120.0
67799042,0,0.0,288.0
65686021,0,0.0,600.0
64336047,1,0.0,210.0
67799025,0,0.0,288.0
64343008,1,0.0,160.0
65358016,0,0.0,364.0
64338006,1,0.0,208.0
65984003,0,0.0,560.0
66542040,0,0.0,160.0
60983012,1,0.0,350.0
66382024,0,0.0,600.0
65232002,0,0.0,265.0
65232008,0,0.0,265.0
59026004,0,0.0,592.0
65358082,0,0.0,364.0
68301022,0,1.0,320.0
66303019,0,0.0,240.0
64372019,0,0.0,552.0
66837038,0,0.0,480.0
64264021,0,0.0,592.0
65211017,1,1.0,150.0
68119012,1,0.0,160.0
68097004,0,,
65211006,1,1.0,150.0
68405005,0,0.0,400.0
68357040,0,1.0,320.0
65986019,1,1.0,320.0
68232013,1,1.0,440.0
65988034,0,1.0,320.0
66837048,0,0.0,480.0
64431008,0,0.0,160.0
65984033,0,0.0,560.0
65753015,1,1.0,400.0
67579012,1,0.0,480.0
65358138,0,0.0,364.0
68096024,0,1.0,300.0
67703007,0,1.0,300.0
68304096,0,1.0,320.0
65493041,0,0.0,770.0
68301041,0,1.0,320.0
68119008,1,0.0,160.0
64392006,0,0.0,550.0
65988025,0,1.0,320.0
65358171,0,0.0,364.0
67288002,1,0.0,120.0
65358066,0,0.0,364.0
65232014,0,0.0,265.0
64353027,1,0.0,160.0
68441045,0,0.0,448.0
68405040,0,0.0,400.0
68449049,1,1.0,220.0
60929020,0,0.0,350.0
66451018,0,0.0,600.0
67843012,1,0.0,350.0
64329035,1,0.0,160.0
65984085,0,0.0,560.0
68301011,0,1.0,320.0
64295046,0,1.0,300.0
65984095,0,0.0,560.0
65240099,1,0.0,160.0
65461001,0,0.0,75.0
64260047,0,0.0,352.0
64283016,1,1.0,280.0
67034047,1,1.0,300.0
65473014,0,0.0,160.0
62617016,0,0.0,180.0
67826039,0,0.0,350.0
64354031,1,0.0,160.0
67579027,1,0.0,480.0
64300025,0,0.0,600.0
66837014,0,0.0,480.0
67845021,1,0.0,350.0
64282023,1,1.0,280.0
66303007,0,0.0,240.0
65358065,0,0.0,364.0
65497008,0,0.0,300.0
64236010,0,0.0,650.0
60409025,0,0.0,360.0
64329008,1,0.0,160.0
65211001,1,1.0,150.0
67032031,0,1.0,300.0
68444045,1,0.0,220.0
64209012,0,0.0,600.0
64354007,1,0.0,160.0
68304015,0,1.0,320.0
67700028,1,0.0,288.0
66086032,0,0.0,680.0
66086013,0,0.0,680.0
66922026,0,0.0,120.0
65240076,1,0.0,160.0
68119033,1,0.0,160.0
67573012,1,0.0,480.0
65211015,1,1.0,150.0
68449046,1,1.0,220.0
64260029,0,0.0,352.0
64336031,1,0.0,210.0
64392012,0,0.0,550.0
65293007,0,0.0,180.0
65686017,0,0.0,600.0
65294009,1,0.0,200.0
64068048,0,0.0,160.0
65293040,0,0.0,180.0
68119034,1,0.0,160.0
68304027,0,1.0,320.0
67803038,0,0.0,528.0
65984119,0,0.0,560.0
67842037,1,0.0,350.0
65042035,1,1.0,320.0
68097065,0,1.0,300.0
65749005,1,0.0,760.0
64347018,0,0.0,420.0
64264018,0,0.0,592.0
64296024,0,0.0,288.0
61177001,0,1.0,150.0
64281036,0,0.0,400.0
67803014,0,0.0,528.0
64260014,0,0.0,352.0
65987012,0,1.0,320.0
68357023,0,1.0,320.0
67289040,1,1.0,300.0
68304057,0,1.0,320.0
64300017,0,0.0,600.0
67703020,0,1.0,300.0
66809004,0,0.0,480.0
68119026,1,0.0,160.0
65358117,0,0.0,364.0
67700031,1,0.0,288.0
60984010,1,0.0,350.0
64296005,0,0.0,288.0
67577026,1,0.0,480.0
68386031,0,0.0,180.0
68096014,0,,
64392011,0,0.0,550.0
67289065,1,1.0,300.0
68304007,0,1.0,320.0
65459024,0,1.0,320.0
64297002,0,0.0,288.0
68444042,1,0.0,220.0
67460049,1,0.0,480.0
68441020,0,0.0,448.0
64248038,1,1.0,160.0
64244025,1,0.0,480.0
68402044,0,0.0,250.0
65294019,1,0.0,200.0
68386040,0,0.0,180.0
65434005,0,0.0,600.0
67573030,1,0.0,480.0
68232008,1,1.0,440.0
64296025,0,0.0,288.0
64354006,1,0.0,160.0
64431009,0,0.0,160.0
68096004,0,1.0,300.0
64298040,0,0.0,600.0
68357047,0,1.0,320.0
60984014,1,0.0,350.0
64354005,1,0.0,160.0
64343032,1,0.0,160.0
66382021,0,0.0,600.0
64330029,1,0.0,160.0
64260044,0,0.0,352.0
65984084,0,0.0,560.0
67573015,1,0.0,480.0
64392020,0,0.0,550.0
64067034,0,0.0,160.0
65043018,1,0.0,180.0
67289055,1,1.0,300.0
66451043,0,0.0,600.0
65882039,0,0.0,184.0
67407033,0,0.0,528.0
67407004,0,0.0,528.0
64300024,0,0.0,600.0
67700038,1,0.0,288.0
67799006,0,0.0,288.0
65461029,0,0.0,75.0
65984071,0,0.0,560.0
68402025,0,0.0,250.0
65474015,0,1.0,320.0
64273021,0,0.0,198.0
66086006,0,0.0,680.0
67843032,1,0.0,350.0
64068022,0,0.0,160.0
64186013,0,0.0,350.0
64284024,0,0.0,130.0
67842018,1,0.0,350.0
67803016,0,0.0,528.0
65987024,0,1.0,320.0
67288013,1,0.0,120.0
67799048,0,0.0,288.0
65358059,0,0.0,364.0
65496019,0,0.0,300.0
66809019,0,0.0,480.0
65358179,0,0.0,364.0
68232001,1,1.0,440.0
65358167,0,0.0,364.0
65293029,0,0.0,180.0
67460047,1,0.0,480.0
65986011,1,1.0,320.0
64353034,1,0.0,160.0
68402026,0,0.0,250.0
66891016,0,0.0,560.0
68357007,0,1.0,320.0
65293003,0,0.0,180.0
64260019,0,0.0,352.0
68302026,1,1.0,320.0
64336011,1,0.0,210.0
65459021,0,1.0,320.0
60409001,0,0.0,360.0
64344038,1,0.0,160.0
67826032,0,0.0,350.0
65293038,0,0.0,180.0
64337019,1,0.0,210.0
64330022,1,0.0,160.0
65476007,0,0.0,600.0
65042022,1,1.0,320.0
65984007,0,0.0,560.0
67289019,1,1.0,300.0
65358026,0,0.0,364.0
65984011,0,0.0,560.0
64283003,1,1.0,280.0
68158009,1,1.0,300.0
64281032,0,0.0,400.0
65687002,0,0.0,600.0
68097072,0,1.0,300.0
67573011,1,0.0,480.0
64248030,1,1.0,160.0
64364019,0,0.0,550.0
67289058,1,1.0,300.0
68158021,1,1.0,300.0
68302007,1,1.0,320.0
60983002,1,0.0,350.0
65473030,0,0.0,160.0
64358019,0,0.0,512.0
65493026,0,0.0,770.0
68441019,0,0.0,448.0
68233009,1,1.0,440.0
64236003,0,0.0,650.0
65434021,0,0.0,600.0
67034025,1,1.0,300.0
67700037,1,0.0,288.0
65461015,0,0.0,75.0
65240088,1,0.0,160.0
65476024,0,0.0,600.0
64283011,1,1.0,280.0
67683006,0,0.0,250.0
64283035,1,1.0,280.0
65211020,1,1.0,150.0
65481007,0,0.0,300.0
64357014,0,0.0,180.0
65686032,0,0.0,600.0
64263012,0,0.0,320.0
65358132,0,0.0,364.0
64354004,1,0.0,160.0
68302064,1,1.0,320.0
64174013,0,1.0,320.0
61177009,0,1.0,150.0
65496003,0,0.0,300.0
65687025,0,0.0,600.0
64209011,0,0.0,600.0
68449044,1,1.0,220.0
64344016,1,0.0,160.0
64273012,0,0.0,198.0
65240112,1,0.0,160.0
67034069,1,1.0,300.0
64357080,0,0.0,180.0
64247027,0,0.0,400.0
67034049,1,1.0,300.0
68449032,1,1.0,220.0
68301004,0,1.0,320.0
68386005,0,0.0,180.0
67573005,1,0.0,480.0
65882008,0,0.0,184.0
65474012,0,1.0,320.0
64356001,1,0.0,152.0
61177039,0,1.0,150.0
64330012,1,0.0,160.0
65294006,1,0.0,200.0
68233016,1,1.0,440.0
66264011,0,0.0,72.0
68119035,1,0.0,160.0
68096001,0,1.0,300.0
66086017,0,0.0,680.0
65358075,0,0.0,364.0
65480012,0,0.0,300.0
65984111,0,0.0,560.0
67843006,1,0.0,350.0
64357002,0,0.0,180.0
64209050,0,0.0,600.0
65459005,0,1.0,320.0
65476045,0,0.0,600.0
64067020,0,0.0,160.0
65987040,0,1.0,320.0
65240060,1,0.0,160.0
67034078,1,1.0,300.0
65987011,0,1.0,320.0
65988024,0,1.0,320.0
68402039,0,0.0,250.0
65984074,0,0.0,560.0
65986014,1,,
67034009,1,1.0,300.0
67786010,0,0.0,350.0
65493016,0,0.0,770.0
68304082,0,1.0,320.0
64298016,0,0.0,600.0
68402035,0,0.0,250.0
64174014,0,1.0,320.0
68402045,0,0.0,250.0
65232016,0,0.0,265.0
65240035,1,0.0,160.0
65481015,0,0.0,300.0
66891026,0,0.0,560.0
64298028,0,0.0,600.0
66382032,0,0.0,600.0
64392019,0,0.0,550.0
64337038,1,0.0,210.0
64354029,1,0.0,160.0
68097011,0,1.0,300.0
68402018,0,0.0,250.0
60929019,0,0.0,350.0
65179015,0,0.0,265.0
67460015,1,0.0,480.0
68158051,1,1.0,300.0
64283022,1,1.0,280.0
68304036,0,1.0,320.0
65753031,1,1.0,400.0
64356013,1,0.0,152.0
66837043,0,0.0,480.0
68357032,0,1.0,320.0
66382036,0,0.0,600.0
64431004,0,0.0,160.0
65042034,1,1.0,320.0
62617003,0,0.0,180.0
68304009,0,1.0,320.0
65043010,1,0.0,180.0
65240105,1,0.0,160.0
64067015,0,0.0,160.0
66382043,0,0.0,600.0
65686009,0,0.0,600.0
64357081,0,0.0,180.0
64284017,0,0.0,130.0
66382010,0,0.0,600.0
66809014,0,0.0,480.0
68097043,0,1.0,300.0
64282016,1,1.0,280.0
68302011,1,1.0,320.0
65211032,1,1.0,150.0
66382006,0,0.0,600.0
65473027,0,0.0,160.0
65042031,1,1.0,320.0
65042016,1,1.0,320.0
68304084,0,1.0,320.0
66264018,0,0.0,72.0
66451005,0,0.0,600.0
64338022,1,0.0,208.0
65293036,0,0.0,180.0
65753026,1,1.0,400.0
64329003,1,0.0,160.0
65493040,0,0.0,770.0
64344026,1,0.0,160.0
64358010,0,0.0,512.0
68386007,0,0.0,180.0
68158011,1,1.0,300.0
64263046,0,0.0,320.0
65749015,1,0.0,760.0
65434035,0,0.0,600.0
64358011,0,0.0,512.0
64295037,0,1.0,300.0
68096005,0,1.0,300.0
68441026,0,0.0,448.0
65294014,1,0.0,200.0
68232012,1,1.0,440.0
65984059,0,0.0,560.0
64247004,0,0.0,400.0
66542011,0,0.0,160.0
66303001,0,0.0,240.0
65882033,0,0.0,184.0
68304085,0,1.0,320.0
65984072,0,0.0,560.0
68232045,1,1.0,440.0
64337024,1,0.0,210.0
65043029,1,0.0,180.0
68096028,0,1.0,300.0
64338039,1,0.0,208.0
66086022,0,0.0,680.0
64356033,1,0.0,152.0
65988021,0,1.0,320.0
65984028,0,0.0,560.0
65686027,0,0.0,600.0
68357006,0,1.0,320.0
66809018,0,0.0,480.0
67799015,0,0.0,288.0
67845040,1,0.0,350.0
68405014,0,0.0,400.0
67700043,1,0.0,288.0
68301030,0,1.0,320.0
64282036,1,1.0,280.0
64357026,0,0.0,180.0
61177002,0,1.0,150.0
66382031,0,0.0,600.0
65211034,1,1.0,150.0
67579003,1,0.0,480.0
64373017,0,0.0,368.0
64298002,0,0.0,600.0
61177040,0,1.0,150.0
65042044,1,1.0,320.0
67577023,1,0.0,480.0
67034074,1,1.0,300.0
65179031,0,0.0,265.0
65987035,0,1.0,320.0
66837009,0,0.0,480.0
67703028,0,1.0,300.0
65294005,1,0.0,200.0
65043024,1,0.0,180.0
66086040,0,0.0,680.0
67842015,1,0.0,350.0
65687019,0,0.0,600.0
65240111,1,0.0,160.0
64300009,0,0.0,600.0
68158018,1,1.0,300.0
66451046,0,0.0,600.0
67843028,1,0.0,350.0
67577017,1,0.0,480.0
65294008,1,0.0,200.0
65686014,0,0.0,600.0
65436022,0,0.0,360.0
67786009,0,0.0,350.0
64343015,1,0.0,160.0
67843009,1,0.0,350.0
64336013,1,0.0,210.0
60983022,1,0.0,350.0
68304049,0,1.0,320.0
68357043,0,1.0,320.0
65293039,0,0.0,180.0
66922073,0,0.0,120.0
65476032,0,0.0,600.0
66922056,0,0.0,120.0
63066021,0,0.0,360.0
67573049,1,0.0,480.0
64352004,1,0.0,160.0
64282006,1,1.0,280.0
68405019,0,0.0,400.0
67032040,0,1.0,300.0
67579042,1,0.0,480.0
64337044,1,0.0,210.0
65042020,1,1.0,320.0
65358145,0,0.0,364.0
67826033,0,0.0,350.0
65984042,0,0.0,560.0
67289024,1,1.0,300.0
64247015,0,0.0,400.0
67805010,0,0.0,250.0
65358199,0,0.0,364.0
64373035,0,0.0,368.0
66809048,0,0.0,480.0
65434018,0,0.0,600.0
68304020,0,1.0,320.0
64431042,0,0.0,160.0
65882001,0,0.0,184.0
68304048,0,1.0,320.0
66922053,0,0.0,120.0
68304011,0,1.0,320.0
64209001,0,0.0,600.0
64068025,0,0.0,160.0
66086014,0,0.0,680.0
61177010,0,1.0,150.0
65358124,0,0.0,364.0
65293021,0,0.0,180.0
67034048,1,1.0,300.0
64356038,1,0.0,152.0
64209036,0,0.0,600.0
68097028,0,1.0,300.0
65293014,0,0.0,180.0
67842035,1,0.0,350.0
68232037,1,1.0,440.0
68304094,0,1.0,320.0
65043025,1,0.0,180.0
64298032,0,0.0,600.0
65240087,1,0.0,160.0
64284003,0,0.0,130.0
68357049,0,1.0,320.0
64356026,1,0.0,152.0
68096011,0,1.0,300.0
64336035,1,0.0,210.0
67577047,1,0.0,480.0
65043007,1,0.0,180.0
64346010,1,1.0,280.0
65436019,0,0.0,360.0
65179026,0,0.0,265.0
64338027,1,0.0,208.0
64298049,0,0.0,600.0
68097070,0,1.0,300.0
65753017,1,1.0,400.0
67577012,1,0.0,480.0
68097023,0,1.0,300.0
65687032,0,0.0,600.0
65476005,0,0.0,600.0
67579036,1,0.0,480.0
64068004,0,0.0,160.0
67826013,0,0.0,350.0
65240116,1,0.0,160.0
65240065,1,0.0,160.0
65984053,0,0.0,560.0
67845010,1,0.0,350.0
67034015,1,1.0,300.0
66451004,0,0.0,600.0
64354013,1,0.0,160.0
67842017,1,0.0,350.0
67683011,0,0.0,250.0
64330001,1,0.0,160.0
68304065,0,1.0,320.0
65240038,1,0.0,160.0
64347002,0,0.0,420.0
64260009,0,0.0,352.0
66922076,0,0.0,120.0
65883022,0,1.0,240.0
66922005,0,0.0,120.0
64264012,0,0.0,592.0
65988018,0,1.0,320.0
65436016,0,0.0,360.0
67034075,1,1.0,300.0
68357008,0,1.0,320.0
67799041,0,0.0,288.0
65042018,1,1.0,320.0
60983006,1,0.0,350.0
67579045,1,0.0,480.0
67786004,0,0.0,350.0
65436018,0,0.0,360.0
64264033,0,0.0,592.0
64295003,0,1.0,300.0
65358163,0,0.0,364.0
64281040,0,0.0,400.0
67842011,1,0.0,350.0
64337017,1,0.0,210.0
64264002,0,0.0,592.0
65042005,1,1.0,320.0
66542005,0,0.0,160.0
65480030,0,0.0,300.0
64067017,0,0.0,160.0
65179027,0,0.0,265.0
64209047,0,0.0,600.0
68232048,1,1.0,440.0
67786019,0,0.0,350.0
68302037,1,1.0,320.0
65240013,1,0.0,160.0
64281022,0,0.0,400.0
67573013,1,0.0,480.0
64186027,0,0.0,350.0
65753040,1,1.0,400.0
67700049,1,0.0,288.0
66451003,0,0.0,600.0
65043014,1,0.0,180.0
64344014,1,0.0,160.0
67845024,1,0.0,350.0
68232049,1,1.0,440.0
65179004,0,0.0,265.0
66837031,0,0.0,480.0
64338032,1,0.0,208.0
65481010,0,0.0,300.0
67799009,0,0.0,288.0
60409021,0,0.0,360.0
68449048,1,1.0,220.0
64354028,1,0.0,160.0
65753002,1,1.0,400.0
65436026,0,0.0,360.0
65436004,0,0.0,360.0
68402004,0,0.0,250.0
65480003,0,0.0,300.0
64247039,0,0.0,400.0
