id,kursu_veren_kurum,kursu_tamamlama_durumu,sertifika_alma_durumu
68302062,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64373013,"Kamu Ofisi, Meslek Lisesi",,
68357037,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,0.0
64330009,Kamu Ofisi,,
64296027,Mesleki Egitim Ve Ogretim Merkezi (Mem),0.0,0.0
64298045,Meslek Lisesi,1.0,1.0
66382027,Stk'Lar,1.0,1.0
68304002,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64296020,Mesleki Egitim Ve Ogretim Merkezi (Mem),,
65984105,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64298011,Meslek Lisesi,,
64186017,Universite,,
65984092,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,0.0
66451029,Stk'Lar,1.0,1.0
65496028,Meslek Lisesi,1.0,1.0
65473017,Meslek Lisesi,1.0,1.0
68449021,Meslek Lisesi,,
65461019,Meslek Lisesi,1.0,1.0
67683044,Ortaokul (Universite),1.0,1.0
66922080,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64361026,Meslek Lisesi,,
64297035,Mesleki Egitim Ve Ogretim Merkezi (Mem),1.0,1.0
64358018,Meslek Lisesi,1.0,1.0
60409044,Universite,1.0,1.0
67700044,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
68232022,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68449041,Meslek Lisesi,1.0,1.0
64186030,Universite,0.0,0.0
67407008,Mesleki Egitim Ve Ogretim Merkezi (Mem),,
60983004,Universite,,
65882030,Meslek Lisesi,1.0,1.0
66542026,Meslek Lisesi,1.0,1.0
64358015,Meslek Lisesi,,
68357013,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64345023,Kamu Ofisi,1.0,1.0
67460023,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64296044,Mesleki Egitim Ve Ogretim Merkezi (Mem),1.0,1.0
65987009,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68444050,Meslek Lisesi,0.0,0.0
65042039,Kamu Ofisi,1.0,1.0
65883035,Meslek Lisesi,1.0,1.0
64300023,Meslek Lisesi,0.0,0.0
65686035,Universite,1.0,1.0
64344020,Kamu Ofisi,,
65984113,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
65984070,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64068008,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65984002,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65043049,Kamu Ofisi,1.0,1.0
64329020,Kamu Ofisi,,
68405027,Kamu Ofisi,1.0,1.0
67843049,Universite,1.0,0.0
64297036,Mesleki Egitim Ve Ogretim Merkezi (Mem),1.0,1.0
66922052,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
67843043,Universite,0.0,0.0
67407035,Mesleki Egitim Ve Ogretim Merkezi (Mem),1.0,1.0
65358172,Halk Egitim Merkezi (Hem),1.0,0.0
65358111,Halk Egitim Merkezi (Hem),1.0,1.0
65984054,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64295006,Meslek Lisesi,,
64298024,Meslek Lisesi,,
65984018,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64264040,Kamu Ofisi,1.0,1.0
63066026,Universite,0.0,0.0
65043015,Kamu Ofisi,,
65984069,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64174008,Universite,1.0,1.0
66382026,Stk'Lar,1.0,1.0
66303003,,,
68233044,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64354020,Kamu Ofisi,,
65753043,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
64186043,Universite,0.0,0.0
64330040,Kamu Ofisi,1.0,1.0
68233036,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
68386015,Kamu Ofisi,,
66542032,Meslek Lisesi,1.0,1.0
64296039,Mesleki Egitim Ve Ogretim Merkezi (Mem),1.0,1.0
65240094,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
68386012,Kamu Ofisi,,
64337007,Kamu Ofisi,,
67032027,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65493002,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65986001,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65984103,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
66837021,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68233038,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
67032050,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
66086024,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64067050,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
67288036,Kamu Ofisi,0.0,0.0
64264027,Kamu Ofisi,1.0,1.0
68158072,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
67407049,Mesleki Egitim Ve Ogretim Merkezi (Mem),0.0,0.0
67805004,Ortaokul (Universite),,
67799010,Ortaokul (Universite),,
64068020,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
60929028,Universite,0.0,0.0
65358191,Halk Egitim Merkezi (Hem),1.0,1.0
65358108,Halk Egitim Merkezi (Hem),1.0,1.0
65480017,Meslek Lisesi,0.0,0.0
64329030,Kamu Ofisi,1.0,1.0
67843010,Universite,,
68386001,Kamu Ofisi,,
64330007,Kamu Ofisi,,
64244007,Meslek Lisesi,1.0,1.0
67032039,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64248005,Meslek Lisesi,,
65358161,Halk Egitim Merkezi (Hem),1.0,1.0
67683046,Ortaokul (Universite),1.0,0.0
67407017,Mesleki Egitim Ve Ogretim Merkezi (Mem),,
64336022,Kamu Ofisi,,
64364002,"Meslek Lisesi, Devlet Dairesi",,
64264035,Kamu Ofisi,0.0,0.0
68119014,Ozel Isletme,,
65293018,Universite,,
68232043,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
66303022,Meslek Lisesi,1.0,1.0
64338040,Kamu Ofisi,1.0,1.0
64298008,Meslek Lisesi,,
65749037,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
68304091,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
68233006,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67032047,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
67407048,Mesleki Egitim Ve Ogretim Merkezi (Mem),1.0,1.0
64353032,Kamu Ofisi,1.0,1.0
65211036,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64295050,Meslek Lisesi,1.0,1.0
64344021,Kamu Ofisi,,
66922010,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68233017,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64247018,Meslek Lisesi,,
64067024,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68386047,Kamu Ofisi,0.0,0.0
66451001,Stk'Lar,,
67407031,Mesleki Egitim Ve Ogretim Merkezi (Mem),1.0,1.0
66891005,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68304014,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
66837019,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65481013,Meslek Lisesi,,
64338012,Kamu Ofisi,,
67843014,Universite,,
65984076,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
66922051,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65988009,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64373033,"Kamu Ofisi, Meslek Lisesi",1.0,1.0
64281025,Meslek Lisesi,1.0,1.0
65358007,Halk Egitim Merkezi (Hem),,
66837040,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
68304069,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,0.0
64356010,Kamu Ofisi,,
65987036,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65240050,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65358197,Halk Egitim Merkezi (Hem),1.0,1.0
63066024,Universite,,
66086034,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65987037,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,0.0
64283005,Kamu Ofisi,,
64431028,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64337023,Kamu Ofisi,,
64337005,Kamu Ofisi,,
68158041,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
67842033,Universite,0.0,0.0
68386043,Kamu Ofisi,1.0,1.0
64329028,Kamu Ofisi,1.0,1.0
66837015,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64300035,Meslek Lisesi,0.0,0.0
67803020,Ortaokul (Universite),,
64352038,Kamu Ofisi,0.0,0.0
59026036,Kamu Ofisi,0.0,0.0
67799026,Ortaokul (Universite),0.0,0.0
64347023,Kamu Ofisi,0.0,0.0
66086029,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
68304060,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,0.0
65984014,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64344010,Kamu Ofisi,,
66922021,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65240063,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64264008,Kamu Ofisi,,
64345020,Kamu Ofisi,0.0,0.0
64273006,Meslek Lisesi,,
67786034,Ortaokul (Universite),0.0,0.0
65984041,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
66086028,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64186022,Universite,,
65232017,Meslek Lisesi,1.0,1.0
67579020,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67826014,Ortaokul (Universite),,
68357010,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67803029,Ortaokul (Universite),0.0,0.0
68302050,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65434009,Stk'Lar,,
65240002,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68449017,Meslek Lisesi,,
67842047,Universite,1.0,0.0
66837024,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64297043,Mesleki Egitim Ve Ogretim Merkezi (Mem),1.0,1.0
64357032,Kamu Ofisi,,
67683004,Ortaokul (Universite),,
64297048,Mesleki Egitim Ve Ogretim Merkezi (Mem),1.0,1.0
64353018,Kamu Ofisi,,
65883037,Meslek Lisesi,1.0,1.0
66922032,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67845046,Universite,1.0,0.0
64345002,Kamu Ofisi,,
59026008,Kamu Ofisi,,
64346023,Kamu Ofisi,1.0,1.0
65987038,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65988040,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64283032,Kamu Ofisi,1.0,1.0
67845025,Universite,,
67577010,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68119021,Ozel Isletme,1.0,1.0
62617022,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
65358014,Halk Egitim Merkezi (Hem),,
65358096,Halk Egitim Merkezi (Hem),,
66542017,Meslek Lisesi,,
68405023,Kamu Ofisi,,
65358178,Halk Egitim Merkezi (Hem),1.0,1.0
66451019,Stk'Lar,,
68386045,Kamu Ofisi,0.0,0.0
60984021,Universite,1.0,0.0
68119010,Ozel Isletme,,
64209019,Mesleki Egitim Ve Ogretim Merkezi (Mem),,
64364007,"Meslek Lisesi, Devlet Dairesi",,
67577039,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65753035,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64330003,Kamu Ofisi,,
64283004,Kamu Ofisi,,
65042009,Kamu Ofisi,,
65481030,Meslek Lisesi,1.0,1.0
67034057,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
66086039,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64336041,Kamu Ofisi,1.0,1.0
65984021,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65358068,Halk Egitim Merkezi (Hem),,
65294030,Universite,1.0,1.0
65882035,Meslek Lisesi,1.0,1.0
64067046,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65476014,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65497009,Meslek Lisesi,,
68158078,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64343023,Kamu Ofisi,1.0,1.0
66264034,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
68402040,Kamu Ofisi,1.0,1.0
67032016,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65984043,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64067036,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
67579024,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64263016,Halk Egitim Merkezi (Hem),,
63066032,Universite,0.0,0.0
65294029,Universite,1.0,1.0
65358147,Halk Egitim Merkezi (Hem),0.0,0.0
65984096,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64281006,Meslek Lisesi,,
65481014,Meslek Lisesi,,
64281004,Meslek Lisesi,,
65749030,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
65459009,Halk Egitim Merkezi (Hem),,
68357036,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
68302056,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
65986018,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
65358195,Halk Egitim Merkezi (Hem),1.0,1.0
64337015,Kamu Ofisi,,
65749014,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65987008,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65476046,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
67407001,Mesleki Egitim Ve Ogretim Merkezi (Mem),,
64353019,Kamu Ofisi,,
64295028,Meslek Lisesi,0.0,0.0
64260017,Halk Egitim Merkezi (Hem),,
68301040,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64354003,Kamu Ofisi,,
68441024,Kamu Ofisi,,
65294038,Universite,1.0,1.0
64356016,Kamu Ofisi,,
65753047,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64263028,Halk Egitim Merkezi (Hem),1.0,0.0
65042010,Kamu Ofisi,,
64298042,Meslek Lisesi,1.0,0.0
65497014,Meslek Lisesi,,
64392014,"Kamu Ofisi, Meslek Lisesi",,
65358182,Halk Egitim Merkezi (Hem),1.0,1.0
66542001,Meslek Lisesi,,
65358160,Halk Egitim Merkezi (Hem),1.0,1.0
64346021,Kamu Ofisi,0.0,0.0
66837027,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65987001,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64295023,Meslek Lisesi,,
65496024,Meslek Lisesi,0.0,0.0
65240113,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64244040,Meslek Lisesi,0.0,0.0
64260026,Halk Egitim Merkezi (Hem),1.0,1.0
63066012,Universite,,
67289052,Kamu Ofisi,1.0,1.0
65294017,Universite,,
67407018,Mesleki Egitim Ve Ogretim Merkezi (Mem),,
64358023,Meslek Lisesi,1.0,1.0
65882016,Meslek Lisesi,,
67460016,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64264017,Kamu Ofisi,,
68304062,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,0.0
68096030,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65476031,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
64354024,Kamu Ofisi,0.0,0.0
64260038,Halk Egitim Merkezi (Hem),1.0,1.0
67700019,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64373028,"Kamu Ofisi, Meslek Lisesi",1.0,1.0
68301031,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,0.0
68386036,Kamu Ofisi,0.0,0.0
65240045,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65480020,Meslek Lisesi,0.0,0.0
67034079,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64338026,Kamu Ofisi,1.0,1.0
68357012,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68405034,Kamu Ofisi,1.0,1.0
65179021,Meslek Lisesi,1.0,1.0
65987039,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
68444020,Meslek Lisesi,,
64364006,"Meslek Lisesi, Devlet Dairesi",,
65984009,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64358030,Meslek Lisesi,0.0,0.0
67460042,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
67799011,Ortaokul (Universite),,
68301003,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64352028,Kamu Ofisi,1.0,1.0
64282032,Kamu Ofisi,1.0,1.0
65434020,Stk'Lar,,
67700025,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64353026,Kamu Ofisi,1.0,1.0
66264022,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64295047,Meslek Lisesi,1.0,1.0
64264037,Kamu Ofisi,1.0,1.0
64346035,Kamu Ofisi,1.0,1.0
64354018,Kamu Ofisi,,
67032037,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64431017,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
66922016,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68232029,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
66837029,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
64298025,Meslek Lisesi,,
65476035,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64352040,Kamu Ofisi,1.0,1.0
65240100,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64281033,Meslek Lisesi,1.0,1.0
64361017,Meslek Lisesi,1.0,1.0
67826030,Ortaokul (Universite),1.0,1.0
64262048,Halk Egitim Merkezi (Hem),0.0,0.0
68097064,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65293020,Universite,,
64283030,Kamu Ofisi,1.0,1.0
65436020,Meslek Lisesi,1.0,1.0
65042025,Kamu Ofisi,,
64358017,Meslek Lisesi,1.0,1.0
64356015,Kamu Ofisi,,
65749021,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
60929024,Universite,1.0,1.0
64357055,Kamu Ofisi,1.0,1.0
66086001,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64353023,Kamu Ofisi,0.0,0.0
68096006,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67289059,Kamu Ofisi,0.0,0.0
68357041,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64336027,Kamu Ofisi,1.0,1.0
67034053,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
67577007,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64284002,Meslek Lisesi,,
67460022,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68301010,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64174032,Universite,0.0,0.0
66382033,Stk'Lar,1.0,1.0
65240119,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,0.0
64354033,Kamu Ofisi,1.0,1.0
68232042,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64273002,Meslek Lisesi,,
65497029,Meslek Lisesi,1.0,1.0
64347001,Kamu Ofisi,,
68233047,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65987007,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64372015,"Meslek Lisesi, Devlet Dairesi",1.0,1.0
64067038,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,0.0
67032060,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64337002,Kamu Ofisi,,
65687040,Universite,1.0,1.0
64344027,Kamu Ofisi,0.0,0.0
66451016,Stk'Lar,,
64372012,"Meslek Lisesi, Devlet Dairesi",,
67034073,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64346025,Kamu Ofisi,1.0,1.0
67845050,Universite,1.0,0.0
66086025,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67803032,Ortaokul (Universite),0.0,0.0
64284027,Meslek Lisesi,0.0,0.0
64358016,Meslek Lisesi,,
66451022,Stk'Lar,,
68232032,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64364023,"Meslek Lisesi, Devlet Dairesi",1.0,1.0
65987017,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67703005,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65753005,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67799034,Ortaokul (Universite),0.0,0.0
67799040,Ortaokul (Universite),1.0,1.0
65493030,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
65043050,Kamu Ofisi,1.0,1.0
65293001,Universite,,
68444003,Meslek Lisesi,,
64392018,"Kamu Ofisi, Meslek Lisesi",1.0,1.0
65986007,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67786027,Ortaokul (Universite),1.0,1.0
64248008,Meslek Lisesi,,
67288016,Kamu Ofisi,,
64344036,Kamu Ofisi,1.0,1.0
65232001,Meslek Lisesi,,
65481020,Meslek Lisesi,1.0,1.0
68441001,Kamu Ofisi,,
65497002,Meslek Lisesi,,
65984032,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65240073,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
67407037,Mesleki Egitim Ve Ogretim Merkezi (Mem),1.0,1.0
65358144,Halk Egitim Merkezi (Hem),1.0,1.0
64209025,Mesleki Egitim Ve Ogretim Merkezi (Mem),,
67407012,Mesleki Egitim Ve Ogretim Merkezi (Mem),,
68233029,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64329021,Kamu Ofisi,1.0,1.0
68119009,Ozel Isletme,,
67579028,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
64346033,Kamu Ofisi,1.0,1.0
65473004,Meslek Lisesi,,
68357015,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68405003,Kamu Ofisi,,
65240055,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68357018,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65753023,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64346016,Kamu Ofisi,,
60983018,Universite,1.0,1.0
64353035,Kamu Ofisi,1.0,1.0
66922041,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
68301042,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
68449039,Meslek Lisesi,0.0,0.0
67579044,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
65984094,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65474006,Halk Egitim Merkezi (Hem),,
67799007,Ortaokul (Universite),,
64300004,Meslek Lisesi,,
64353030,Kamu Ofisi,1.0,1.0
64209034,Mesleki Egitim Ve Ogretim Merkezi (Mem),0.0,0.0
66303015,Meslek Lisesi,,
64244027,Meslek Lisesi,1.0,1.0
68402029,Kamu Ofisi,1.0,1.0
63066008,Universite,,
65984116,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64357011,Kamu Ofisi,,
68097022,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64431033,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64364004,"Meslek Lisesi, Devlet Dairesi",,
64336024,,,
65476037,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
68405016,Kamu Ofisi,,
68449045,Meslek Lisesi,1.0,1.0
68386028,Kamu Ofisi,0.0,0.0
64361014,Meslek Lisesi,1.0,1.0
65211013,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64346030,Kamu Ofisi,1.0,1.0
68097002,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
60409024,Universite,,
68449013,Meslek Lisesi,,
64262035,Halk Egitim Merkezi (Hem),1.0,1.0
65493024,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64343028,Kamu Ofisi,1.0,1.0
64354001,Kamu Ofisi,,
65473002,Meslek Lisesi,,
64298050,Meslek Lisesi,1.0,0.0
66451048,Stk'Lar,1.0,1.0
65493045,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
64330026,Kamu Ofisi,1.0,1.0
68441046,Kamu Ofisi,1.0,1.0
65459025,Halk Egitim Merkezi (Hem),1.0,1.0
66382038,Stk'Lar,0.0,0.0
68444028,Meslek Lisesi,1.0,1.0
67843018,Universite,,
64357050,Kamu Ofisi,,
68441012,Kamu Ofisi,,
67803018,Ortaokul (Universite),,
64336017,Kamu Ofisi,,
67799014,Ortaokul (Universite),,
68097021,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64174024,Universite,0.0,0.0
65461003,Meslek Lisesi,,
64282022,Kamu Ofisi,0.0,0.0
65358072,Halk Egitim Merkezi (Hem),,
64174004,Universite,,
64357092,Kamu Ofisi,1.0,1.0
65493036,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65474027,Halk Egitim Merkezi (Hem),0.0,0.0
68158045,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64329023,Kamu Ofisi,0.0,0.0
65459010,Halk Egitim Merkezi (Hem),,
65496012,Meslek Lisesi,,
