id,kursu_veren_kurum,kursu_tamamlama_durumu,sertifika_alma_durumu
68097076,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
64337035,Kamu Ofisi,1.0,1.0
66809031,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
65211033,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
66891023,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64297003,Mesleki Egitim Ve Ogretim Merkezi (Mem),,
60929018,Universite,1.0,1.0
65294022,Universite,1.0,1.0
64244037,Meslek Lisesi,0.0,0.0
64372021,"Meslek Lisesi, Devlet Dairesi",1.0,1.0
64298005,Meslek Lisesi,,
65358023,Halk Egitim Merkezi (Hem),,
67034002,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68158016,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67842005,Universite,,
64262046,Halk Egitim Merkezi (Hem),1.0,1.0
67289051,Kamu Ofisi,1.0,1.0
68441013,Kamu Ofisi,,
65294025,Universite,1.0,1.0
64298027,Meslek Lisesi,1.0,0.0
64392025,"Kamu Ofisi, Meslek Lisesi",1.0,1.0
65481002,Meslek Lisesi,,
64248035,Meslek Lisesi,1.0,1.0
64345015,Kamu Ofisi,1.0,1.0
67579002,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64345010,Kamu Ofisi,,
65497019,Meslek Lisesi,1.0,1.0
60409003,Universite,,
66922004,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68304035,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
60409042,Universite,1.0,1.0
67288010,Kamu Ofisi,,
63066038,Universite,0.0,0.0
67288003,Kamu Ofisi,,
64264025,Kamu Ofisi,1.0,1.0
64336003,Kamu Ofisi,,
65042015,Kamu Ofisi,,
60409043,Universite,1.0,1.0
67577045,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64361007,Meslek Lisesi,,
67288040,Kamu Ofisi,1.0,1.0
64357006,Kamu Ofisi,,
65240047,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65986005,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65476015,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65753006,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64244021,Meslek Lisesi,0.0,0.0
65986009,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64244004,Meslek Lisesi,,
67032008,,,
66837004,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67703012,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68304079,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64300008,Meslek Lisesi,,
64353017,Kamu Ofisi,,
64248006,Meslek Lisesi,,
64273009,Meslek Lisesi,,
68386048,Kamu Ofisi,1.0,1.0
66451049,Stk'Lar,0.0,0.0
68232023,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64352034,Kamu Ofisi,1.0,1.0
65211025,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
67703038,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
66264014,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68304086,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,0.0
64247017,Meslek Lisesi,,
64068003,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64330017,Kamu Ofisi,,
67683037,Ortaokul (Universite),1.0,0.0
65986021,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64330038,Kamu Ofisi,1.0,1.0
64067045,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
68158013,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64330024,Kamu Ofisi,0.0,0.0
67034055,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
67826010,Ortaokul (Universite),,
68441011,Kamu Ofisi,,
64343026,Kamu Ofisi,1.0,1.0
68097009,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65358162,Halk Egitim Merkezi (Hem),1.0,1.0
67683024,Ortaokul (Universite),,
66451047,Stk'Lar,0.0,0.0
65042032,Kamu Ofisi,0.0,0.0
64431048,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65497025,Meslek Lisesi,1.0,1.0
65988002,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68357045,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65473005,Meslek Lisesi,,
67289020,Kamu Ofisi,,
68444017,Meslek Lisesi,,
64284015,Meslek Lisesi,,
68301035,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
67579033,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
67683039,Ortaokul (Universite),1.0,1.0
67573008,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65358090,Halk Egitim Merkezi (Hem),,
66891001,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68233014,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64296047,Mesleki Egitim Ve Ogretim Merkezi (Mem),0.0,0.0
65686006,Universite,,
67034021,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65984038,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68302028,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64356020,Kamu Ofisi,,
64295027,Meslek Lisesi,1.0,1.0
65294024,Universite,1.0,1.0
64353040,Kamu Ofisi,1.0,1.0
66891038,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
64338001,Kamu Ofisi,,
64336012,Kamu Ofisi,,
64262033,Halk Egitim Merkezi (Hem),0.0,0.0
66809044,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65043026,Kamu Ofisi,1.0,1.0
67843002,Universite,,
64260011,Halk Egitim Merkezi (Hem),,
65493044,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
64329025,Kamu Ofisi,1.0,1.0
63066005,Universite,,
65459002,Halk Egitim Merkezi (Hem),,
65232015,Meslek Lisesi,0.0,0.0
64244038,Meslek Lisesi,0.0,0.0
64344009,Kamu Ofisi,1.0,1.0
66837005,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65474010,Halk Egitim Merkezi (Hem),,
64174012,Universite,1.0,1.0
67683033,Ortaokul (Universite),1.0,1.0
64263023,Halk Egitim Merkezi (Hem),,
64186048,Universite,0.0,0.0
64330008,Kamu Ofisi,,
67289026,Kamu Ofisi,,
64067010,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68304071,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64300010,Meslek Lisesi,,
61177006,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64431013,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67703003,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64297001,Mesleki Egitim Ve Ogretim Merkezi (Mem),,
64263005,Halk Egitim Merkezi (Hem),,
60983028,Universite,1.0,1.0
65293034,Universite,1.0,1.0
65984117,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64186014,Universite,,
67407026,Mesleki Egitim Ve Ogretim Merkezi (Mem),1.0,1.0
67289008,Kamu Ofisi,,
68096012,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67034041,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65986008,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
66542035,Meslek Lisesi,1.0,1.0
68301012,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64248011,Meslek Lisesi,,
67842014,Universite,,
65986020,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65474029,Halk Egitim Merkezi (Hem),1.0,0.0
67032041,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
66382045,Stk'Lar,1.0,1.0
65474007,Halk Egitim Merkezi (Hem),,
64244005,Meslek Lisesi,1.0,1.0
68232010,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67289041,Kamu Ofisi,1.0,1.0
67845039,Universite,1.0,1.0
65434034,Stk'Lar,1.0,1.0
66086042,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
65358189,Halk Egitim Merkezi (Hem),0.0,0.0
67289067,Kamu Ofisi,1.0,1.0
64068021,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64345018,Kamu Ofisi,0.0,0.0
64247038,Meslek Lisesi,1.0,1.0
66922063,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
65459030,Halk Egitim Merkezi (Hem),1.0,1.0
64338037,Kamu Ofisi,0.0,0.0
67032013,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64264010,Kamu Ofisi,,
66086008,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65358074,Halk Egitim Merkezi (Hem),,
64067002,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67703015,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64282019,Kamu Ofisi,,
64209041,Mesleki Egitim Ve Ogretim Merkezi (Mem),1.0,1.0
59026005,Kamu Ofisi,,
64244032,Meslek Lisesi,0.0,0.0
68304087,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
68301036,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
65358164,Halk Egitim Merkezi (Hem),1.0,1.0
67034072,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
68402041,Kamu Ofisi,1.0,1.0
68302052,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64357100,Kamu Ofisi,1.0,1.0
64283026,Kamu Ofisi,1.0,1.0
68158057,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
67826003,Ortaokul (Universite),,
68304095,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
65043013,Kamu Ofisi,,
67032009,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68441041,Kamu Ofisi,0.0,0.0
68405028,Kamu Ofisi,0.0,0.0
64068014,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
60409013,Universite,,
60409041,Universite,1.0,1.0
65232026,Meslek Lisesi,0.0,0.0
65461018,Meslek Lisesi,1.0,1.0
68444002,Meslek Lisesi,,
67034016,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68386006,Kamu Ofisi,,
64209027,Mesleki Egitim Ve Ogretim Merkezi (Mem),1.0,1.0
67034027,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64248024,Meslek Lisesi,1.0,1.0
67845029,Universite,1.0,1.0
68301014,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
66922013,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67799042,Ortaokul (Universite),0.0,0.0
65686021,Universite,1.0,1.0
64336047,Kamu Ofisi,1.0,1.0
67799025,Ortaokul (Universite),,
64343008,Kamu Ofisi,,
65358016,Halk Egitim Merkezi (Hem),,
64338006,Kamu Ofisi,,
65984003,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
66542040,Meslek Lisesi,1.0,1.0
60983012,Universite,,
66382024,Stk'Lar,,
65232002,Meslek Lisesi,,
65232008,Meslek Lisesi,,
59026004,Kamu Ofisi,,
65358082,Halk Egitim Merkezi (Hem),,
68301022,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
66303019,Meslek Lisesi,0.0,0.0
64372019,"Meslek Lisesi, Devlet Dairesi",1.0,1.0
66837038,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64264021,Kamu Ofisi,1.0,1.0
65211017,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68119012,Ozel Isletme,,
68097004,,,
65211006,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68405005,Kamu Ofisi,,
68357040,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65986019,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
68232013,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65988034,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
66837048,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64431008,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65984033,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65753015,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67579012,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65358138,Halk Egitim Merkezi (Hem),1.0,1.0
68096024,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
67703007,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68304096,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65493041,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
68301041,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
68119008,Ozel Isletme,,
64392006,"Kamu Ofisi, Meslek Lisesi",,
65988025,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65358171,Halk Egitim Merkezi (Hem),1.0,1.0
67288002,Kamu Ofisi,,
65358066,Halk Egitim Merkezi (Hem),,
65232014,Meslek Lisesi,1.0,1.0
64353027,Kamu Ofisi,1.0,1.0
68441045,Kamu Ofisi,1.0,1.0
68405040,Kamu Ofisi,1.0,1.0
68449049,Meslek Lisesi,1.0,1.0
60929020,Universite,1.0,1.0
66451018,Stk'Lar,,
67843012,Universite,,
64329035,Kamu Ofisi,0.0,0.0
65984085,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
68301011,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64295046,Meslek Lisesi,1.0,1.0
65984095,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65240099,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,0.0
65461001,Meslek Lisesi,,
64260047,Halk Egitim Merkezi (Hem),1.0,1.0
64283016,Kamu Ofisi,,
67034047,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65473014,Meslek Lisesi,,
62617016,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
67826039,Ortaokul (Universite),1.0,1.0
64354031,Kamu Ofisi,1.0,1.0
67579027,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64300025,Meslek Lisesi,1.0,1.0
66837014,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67845021,Universite,,
64282023,Kamu Ofisi,1.0,1.0
66303007,Meslek Lisesi,,
65358065,Halk Egitim Merkezi (Hem),,
65497008,Meslek Lisesi,,
64236010,Universite,0.0,0.0
60409025,Universite,,
64329008,Kamu Ofisi,,
65211001,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67032031,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68444045,Meslek Lisesi,1.0,1.0
64209012,Mesleki Egitim Ve Ogretim Merkezi (Mem),,
64354007,Kamu Ofisi,,
68304015,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67700028,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
66086032,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
66086013,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
66922026,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65240076,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
68119033,Ozel Isletme,1.0,1.0
67573012,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65211015,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68449046,Meslek Lisesi,0.0,0.0
64260029,Halk Egitim Merkezi (Hem),1.0,1.0
64336031,Kamu Ofisi,1.0,1.0
64392012,"Kamu Ofisi, Meslek Lisesi",,
65293007,Universite,,
65686017,Universite,,
65294009,Universite,,
64068048,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,0.0
65293040,Universite,1.0,1.0
68119034,Ozel Isletme,1.0,1.0
68304027,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67803038,Ortaokul (Universite),1.0,1.0
65984119,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
67842037,Universite,1.0,1.0
65042035,Kamu Ofisi,1.0,1.0
68097065,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65749005,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64347018,Kamu Ofisi,0.0,0.0
64264018,Kamu Ofisi,,
64296024,Mesleki Egitim Ve Ogretim Merkezi (Mem),,
61177001,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64281036,Meslek Lisesi,0.0,0.0
67803014,Ortaokul (Universite),,
64260014,Halk Egitim Merkezi (Hem),,
65987012,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68357023,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67289040,Kamu Ofisi,,
68304057,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,0.0
64300017,Meslek Lisesi,,
67703020,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
66809004,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68119026,Ozel Isletme,1.0,1.0
65358117,Halk Egitim Merkezi (Hem),1.0,1.0
67700031,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
60984010,Universite,,
64296005,Mesleki Egitim Ve Ogretim Merkezi (Mem),,
67577026,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
68386031,Kamu Ofisi,1.0,1.0
68096014,,,
64392011,"Kamu Ofisi, Meslek Lisesi",,
67289065,Kamu Ofisi,1.0,1.0
68304007,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65459024,Halk Egitim Merkezi (Hem),1.0,1.0
64297002,Mesleki Egitim Ve Ogretim Merkezi (Mem),,
68444042,Meslek Lisesi,1.0,1.0
67460049,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
68441020,Kamu Ofisi,,
64248038,Meslek Lisesi,1.0,1.0
64244025,Meslek Lisesi,1.0,1.0
68402044,Kamu Ofisi,1.0,1.0
65294019,Universite,,
68386040,Kamu Ofisi,0.0,0.0
65434005,Stk'Lar,,
67573030,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
68232008,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64296025,Mesleki Egitim Ve Ogretim Merkezi (Mem),,
64354006,Kamu Ofisi,,
64431009,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68096004,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64298040,Meslek Lisesi,1.0,1.0
68357047,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
60984014,Universite,1.0,1.0
64354005,Kamu Ofisi,,
64343032,Kamu Ofisi,1.0,1.0
66382021,Stk'Lar,,
64330029,Kamu Ofisi,0.0,0.0
64260044,Halk Egitim Merkezi (Hem),1.0,1.0
65984084,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
67573015,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64392020,"Kamu Ofisi, Meslek Lisesi",0.0,0.0
64067034,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65043018,Kamu Ofisi,,
67289055,Kamu Ofisi,0.0,0.0
66451043,Stk'Lar,0.0,0.0
65882039,Meslek Lisesi,1.0,1.0
67407033,Mesleki Egitim Ve Ogretim Merkezi (Mem),1.0,1.0
67407004,Mesleki Egitim Ve Ogretim Merkezi (Mem),,
64300024,Meslek Lisesi,0.0,0.0
67700038,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
67799006,Ortaokul (Universite),,
65461029,Meslek Lisesi,1.0,1.0
65984071,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,0.0
68402025,Kamu Ofisi,,
65474015,Halk Egitim Merkezi (Hem),,
64273021,Meslek Lisesi,1.0,1.0
66086006,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67843032,Universite,1.0,1.0
64068022,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64186013,Universite,,
64284024,Meslek Lisesi,1.0,1.0
67842018,Universite,,
67803016,Ortaokul (Universite),,
65987024,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
67288013,Kamu Ofisi,,
67799048,Ortaokul (Universite),1.0,1.0
65358059,Halk Egitim Merkezi (Hem),,
65496019,Meslek Lisesi,0.0,0.0
66809019,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65358179,Halk Egitim Merkezi (Hem),1.0,1.0
68232001,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65358167,Halk Egitim Merkezi (Hem),1.0,1.0
65293029,Universite,1.0,1.0
67460047,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65986011,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64353034,Kamu Ofisi,1.0,1.0
68402026,Kamu Ofisi,1.0,1.0
66891016,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68357007,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65293003,Universite,,
64260019,Halk Egitim Merkezi (Hem),,
68302026,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64336011,Kamu Ofisi,,
65459021,Halk Egitim Merkezi (Hem),1.0,1.0
60409001,Universite,,
64344038,Kamu Ofisi,0.0,0.0
67826032,Ortaokul (Universite),1.0,1.0
65293038,Universite,0.0,0.0
64337019,Kamu Ofisi,,
64330022,Kamu Ofisi,1.0,1.0
65476007,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65042022,Kamu Ofisi,,
65984007,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67289019,Kamu Ofisi,,
65358026,Halk Egitim Merkezi (Hem),,
65984011,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64283003,Kamu Ofisi,,
68158009,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64281032,Meslek Lisesi,0.0,0.0
65687002,Universite,,
68097072,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
67573011,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64248030,Meslek Lisesi,1.0,0.0
64364019,"Meslek Lisesi, Devlet Dairesi",1.0,1.0
67289058,Kamu Ofisi,1.0,1.0
68158021,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68302007,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
60983002,Universite,,
65473030,Meslek Lisesi,1.0,1.0
64358019,Meslek Lisesi,1.0,1.0
65493026,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
68441019,Kamu Ofisi,,
68233009,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64236003,Universite,,
65434021,Stk'Lar,1.0,1.0
67034025,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67700037,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
65461015,Meslek Lisesi,,
65240088,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65476024,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
64283011,Kamu Ofisi,,
67683006,Ortaokul (Universite),,
64283035,Kamu Ofisi,0.0,0.0
65211020,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
65481007,Meslek Lisesi,,
64357014,Kamu Ofisi,,
65686032,Universite,1.0,1.0
64263012,Halk Egitim Merkezi (Hem),,
65358132,Halk Egitim Merkezi (Hem),1.0,1.0
64354004,Kamu Ofisi,,
68302064,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
64174013,Universite,,
61177009,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65496003,Meslek Lisesi,,
65687025,Universite,1.0,1.0
64209011,Mesleki Egitim Ve Ogretim Merkezi (Mem),,
68449044,Meslek Lisesi,1.0,1.0
64344016,Kamu Ofisi,,
64273012,Meslek Lisesi,,
65240112,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
67034069,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,0.0,0.0
64357080,Kamu Ofisi,0.0,0.0
64247027,Meslek Lisesi,1.0,1.0
67034049,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
68449032,Meslek Lisesi,1.0,1.0
68301004,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68386005,Kamu Ofisi,,
67573005,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65882008,Meslek Lisesi,,
65474012,Halk Egitim Merkezi (Hem),,
64356001,Kamu Ofisi,,
61177039,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64330012,Kamu Ofisi,,
65294006,Universite,,
68233016,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
66264011,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
68119035,Ozel Isletme,1.0,1.0
68096001,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
66086017,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65358075,Halk Egitim Merkezi (Hem),,
65480012,Meslek Lisesi,,
65984111,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
67843006,Universite,,
64357002,Kamu Ofisi,,
64209050,Mesleki Egitim Ve Ogretim Merkezi (Mem),1.0,1.0
65459005,Halk Egitim Merkezi (Hem),,
65476045,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
64067020,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
65987040,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,0.0
65240060,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,,
67034078,5580 Sayili Kanun Kapsaminda Ozel Ogretim Kurumu,1.0,1.0
