id,takip_anket_tamamlama,takip_son_4_hafta_gelir,takip_hafta_20+_calisma,takip_sgk_kaydi,takip_haftalik_calisma_saat_ort,takip_aylik_gelir_ort
67289077,1.0,0.0,,1.0,40.0,700.0
68097039,1.0,0.0,,,,
64357037,1.0,0.0,,1.0,52.0,760.0
67034023,1.0,1.0,1.0,1.0,66.0,800.0
68405006,1.0,0.0,,1.0,78.0,650.0
66451025,1.0,0.0,,0.0,48.0,240.0
68097046,1.0,0.0,,0.0,60.0,1800.0
66922028,1.0,1.0,0.0,1.0,60.0,425.0
59026034,1.0,0.0,,0.0,72.0,200.0
65984080,1.0,0.0,,,,
65984106,1.0,1.0,1.0,1.0,54.0,680.0
66922039,1.0,0.0,,,,
68449023,1.0,0.0,,,,
65988027,1.0,1.0,1.0,1.0,48.0,500.0
68402046,1.0,0.0,,1.0,45.0,580.0
66809015,1.0,0.0,,1.0,20.0,500.0
64300036,1.0,0.0,,1.0,48.0,1000.0
68119023,1.0,0.0,,1.0,60.0,570.0
64244024,1.0,1.0,1.0,1.0,45.0,675.0
68304077,1.0,0.0,,,,
64281015,1.0,1.0,1.0,1.0,66.0,700.0
65687031,1.0,0.0,,1.0,63.0,650.0
64273008,1.0,0.0,,,,
64248022,0.0,,,,,
65358133,1.0,0.0,,0.0,55.0,700.0
67289006,1.0,0.0,,,,
64330011,1.0,1.0,1.0,1.0,40.0,2000.0
66264023,1.0,0.0,,1.0,56.0,99999.0
68402024,1.0,1.0,1.0,1.0,45.0,730.0
67034051,1.0,0.0,,,,
67034052,1.0,0.0,,,,
66922069,1.0,1.0,1.0,1.0,40.0,1700.0
59026015,1.0,1.0,1.0,1.0,48.0,700.0
67032023,0.0,,,,,
65358069,1.0,0.0,,1.0,48.0,700.0
65232007,1.0,1.0,0.0,0.0,54.0,190.0
59026001,1.0,1.0,1.0,1.0,48.0,700.0
66837041,1.0,1.0,1.0,1.0,48.0,700.0
68097003,1.0,0.0,,,,
64337016,1.0,0.0,,0.0,60.0,400.0
66891018,1.0,0.0,,1.0,999.0,650.0
66382007,0.0,,,,,
65358166,0.0,,,,,
66922057,1.0,0.0,,0.0,36.0,700.0
66891014,1.0,1.0,1.0,1.0,54.0,700.0
67034012,1.0,1.0,1.0,1.0,80.0,900.0
64431044,1.0,1.0,1.0,1.0,48.0,99999.0
67032074,1.0,0.0,,1.0,45.0,550.0
65749004,1.0,1.0,0.0,,,
68449018,1.0,0.0,,1.0,16.0,750.0
64295015,1.0,1.0,1.0,1.0,60.0,700.0
64236004,1.0,1.0,1.0,1.0,50.0,1500.0
68232035,1.0,1.0,1.0,1.0,36.0,703.0
64068029,1.0,0.0,,0.0,14.0,600.0
68233045,0.0,,,,,
64067021,1.0,0.0,,1.0,45.0,620.0
64346008,1.0,0.0,,1.0,28.0,750.0
68302019,1.0,1.0,1.0,1.0,30.0,701.0
65211035,1.0,0.0,,0.0,60.0,650.0
65240033,1.0,1.0,1.0,0.0,20.0,1000.0
65882036,1.0,0.0,,1.0,60.0,650.0
65358120,1.0,0.0,,,,
68304030,1.0,1.0,1.0,1.0,80.0,700.0
66264020,0.0,,,,,
67289062,1.0,1.0,0.0,,,
68232050,0.0,,,,,
64373027,1.0,0.0,,1.0,45.0,650.0
66891050,1.0,1.0,1.0,1.0,60.0,850.0
64353021,1.0,0.0,,,,
64247022,1.0,0.0,,1.0,40.0,1100.0
64344004,1.0,0.0,,1.0,55.0,1000.0
66542009,1.0,0.0,,0.0,40.0,600.0
68097035,1.0,1.0,1.0,1.0,66.0,1200.0
68232036,1.0,1.0,1.0,99.0,40.0,900.0
67032006,1.0,0.0,,1.0,50.0,850.0
68158005,1.0,0.0,,,,
68386032,1.0,1.0,0.0,1.0,75.0,680.0
68405039,1.0,1.0,1.0,1.0,40.0,800.0
60409027,1.0,1.0,1.0,1.0,40.0,2000.0
68402017,1.0,0.0,,,,
67032014,1.0,1.0,1.0,1.0,45.0,1000.0
64068018,1.0,1.0,1.0,1.0,20.0,750.0
68302061,1.0,0.0,,,,
64296001,1.0,1.0,0.0,0.0,28.0,700.0
68302027,1.0,0.0,,0.0,50.0,750.0
67573034,1.0,0.0,,1.0,50.0,980.0
64260016,1.0,0.0,,,,
66922068,1.0,1.0,1.0,1.0,42.0,800.0
65293030,1.0,1.0,1.0,1.0,56.0,700.0
61177025,1.0,1.0,1.0,1.0,40.0,800.0
68302036,1.0,0.0,,,,
64247028,1.0,1.0,1.0,1.0,50.0,650.0
67032069,1.0,1.0,0.0,1.0,60.0,800.0
66922009,1.0,1.0,1.0,1.0,60.0,740.0
67703039,1.0,0.0,,1.0,45.0,1000.0
68096039,1.0,0.0,,0.0,78.0,600.0
68096020,1.0,1.0,1.0,1.0,60.0,700.0
64244023,1.0,1.0,1.0,,,
68233021,0.0,,,,,
65436013,1.0,0.0,,,,
65480008,1.0,0.0,,,,
64248016,1.0,0.0,,1.0,20.0,500.0
68444022,1.0,1.0,1.0,1.0,40.0,1400.0
64336010,1.0,0.0,,1.0,45.0,99999.0
66809045,1.0,0.0,,1.0,48.0,99999.0
68097059,1.0,0.0,,1.0,70.0,650.0
64338008,1.0,0.0,,1.0,48.0,660.0
66264007,1.0,0.0,,1.0,50.0,650.0
67843013,1.0,0.0,,,,
67700045,1.0,1.0,1.0,1.0,45.0,1500.0
67845030,1.0,1.0,1.0,1.0,66.0,800.0
68357039,1.0,0.0,,0.0,72.0,650.0
64244001,1.0,0.0,,1.0,54.0,700.0
67799045,1.0,0.0,,,,
66451035,1.0,0.0,,,,
68304010,1.0,0.0,,,,
64337040,1.0,1.0,1.0,1.0,48.0,800.0
68158056,1.0,1.0,1.0,1.0,56.0,1000.0
64067008,1.0,0.0,,,,
67826041,1.0,0.0,,,,
67289005,1.0,0.0,,0.0,72.0,350.0
64392015,1.0,1.0,1.0,1.0,54.0,900.0
65240061,1.0,1.0,1.0,1.0,48.0,1500.0
66086048,1.0,0.0,,,,
67579009,1.0,1.0,0.0,,,
64337042,1.0,0.0,,,,
65293011,1.0,1.0,1.0,1.0,60.0,730.0
64264009,0.0,,,,,
64295033,1.0,0.0,,,,
65883029,1.0,1.0,1.0,1.0,40.0,850.0
64298021,1.0,1.0,1.0,1.0,48.0,900.0
67288004,1.0,0.0,,0.0,45.0,700.0
67289030,1.0,0.0,,1.0,48.0,700.0
65042011,1.0,0.0,,,,
67845043,1.0,0.0,,0.0,60.0,1000.0
64357009,1.0,0.0,,,,
65240058,1.0,0.0,,,,
67843041,1.0,0.0,,1.0,10.0,250.0
67289076,1.0,0.0,,0.0,20.0,320.0
67032046,1.0,0.0,,1.0,72.0,600.0
65293016,1.0,0.0,,1.0,40.0,650.0
67460009,1.0,0.0,,,,
61177034,1.0,0.0,,1.0,50.0,750.0
66086027,1.0,0.0,,,,
65293002,1.0,1.0,1.0,1.0,48.0,1500.0
64067003,0.0,,,,,
65883010,1.0,1.0,1.0,1.0,72.0,700.0
67703033,1.0,1.0,1.0,1.0,40.0,2500.0
64295005,1.0,0.0,,1.0,45.0,580.0
65753036,1.0,1.0,1.0,1.0,50.0,600.0
61177008,1.0,1.0,1.0,1.0,66.0,700.0
64300031,1.0,0.0,,1.0,70.0,650.0
64174009,1.0,1.0,1.0,1.0,54.0,1100.0
65883006,1.0,0.0,,1.0,60.0,500.0
64244010,1.0,0.0,,0.0,60.0,700.0
67803040,1.0,0.0,,1.0,45.0,850.0
64356018,1.0,0.0,,,,
64247023,1.0,0.0,,0.0,54.0,99999.0
68449042,1.0,1.0,1.0,1.0,60.0,99999.0
67843050,1.0,0.0,,1.0,40.0,0.0
67842001,1.0,1.0,1.0,1.0,45.0,2300.0
68233012,1.0,0.0,,1.0,70.0,650.0
67573038,1.0,99.0,1.0,1.0,50.0,750.0
64352023,1.0,0.0,,0.0,40.0,400.0
67700050,1.0,0.0,,1.0,45.0,1100.0
67032001,1.0,0.0,,1.0,40.0,900.0
65042050,1.0,0.0,,1.0,40.0,700.0
64431031,1.0,0.0,,1.0,48.0,650.0
64262007,1.0,0.0,,,,
68232018,1.0,0.0,,,,
67803050,1.0,1.0,0.0,1.0,60.0,750.0
67683025,1.0,0.0,,0.0,30.0,500.0
65476039,1.0,0.0,,0.0,40.0,740.0
65496014,1.0,1.0,1.0,1.0,55.0,660.0
67842010,1.0,1.0,0.0,0.0,72.0,600.0
65496009,1.0,1.0,1.0,1.0,40.0,1400.0
68158046,1.0,0.0,,1.0,54.0,900.0
65473024,1.0,0.0,,1.0,60.0,500.0
67288019,1.0,1.0,1.0,1.0,40.0,1500.0
68096021,1.0,1.0,1.0,1.0,45.0,99999.0
64186035,1.0,1.0,1.0,1.0,48.0,700.0
67288020,1.0,1.0,0.0,,,
66922077,1.0,1.0,1.0,1.0,45.0,700.0
64343031,1.0,0.0,,1.0,80.0,630.0
67032018,1.0,1.0,1.0,,,
68097066,1.0,0.0,,,,
64372016,1.0,1.0,1.0,0.0,72.0,600.0
68097062,1.0,0.0,,,,
67843025,1.0,1.0,1.0,0.0,20.0,400.0
65358173,1.0,0.0,,1.0,84.0,300.0
65753021,1.0,1.0,1.0,1.0,45.0,750.0
68302032,1.0,0.0,,0.0,60.0,630.0
66837006,1.0,0.0,,1.0,36.0,500.0
67407006,1.0,0.0,,0.0,60.0,550.0
64337050,1.0,0.0,,0.0,72.0,350.0
66542039,1.0,0.0,,1.0,60.0,660.0
68302058,1.0,1.0,1.0,0.0,40.0,400.0
67288008,1.0,0.0,,1.0,42.0,1500.0
67573031,1.0,0.0,,1.0,56.0,750.0
65473010,1.0,1.0,1.0,1.0,60.0,800.0
68444010,1.0,1.0,1.0,0.0,45.0,99999.0
64361027,1.0,0.0,,,,
64343011,1.0,0.0,,0.0,35.0,200.0
67683038,1.0,1.0,1.0,0.0,45.0,99999.0
68096029,1.0,99.0,1.0,1.0,50.0,1200.0
67288027,1.0,1.0,1.0,1.0,54.0,1000.0
66837037,1.0,1.0,1.0,1.0,65.0,702.0
60409038,1.0,1.0,1.0,,,
66922022,1.0,0.0,,,,
66451012,1.0,0.0,,,,
68119031,1.0,0.0,,0.0,55.0,100.0
64284001,1.0,1.0,1.0,1.0,60.0,725.0
66382029,0.0,,,,,
64174031,1.0,1.0,1.0,1.0,108.0,1000.0
64281001,1.0,0.0,,0.0,90.0,750.0
65043008,1.0,0.0,,,,
67842045,1.0,0.0,,0.0,66.0,600.0
67034026,1.0,1.0,1.0,0.0,20.0,400.0
65749038,1.0,1.0,1.0,1.0,40.0,1200.0
64358021,1.0,1.0,1.0,1.0,40.0,1000.0
67700007,1.0,1.0,1.0,1.0,48.0,950.0
63066011,1.0,0.0,,0.0,55.0,900.0
64431035,1.0,1.0,1.0,1.0,40.0,1000.0
66837001,1.0,0.0,,,,
67803048,1.0,0.0,,,,
64282039,1.0,1.0,0.0,,,
64358007,1.0,1.0,1.0,1.0,40.0,1500.0
67460031,1.0,0.0,,1.0,54.0,2000.0
67034062,1.0,1.0,1.0,1.0,60.0,800.0
65988015,1.0,0.0,,1.0,45.0,700.0
67843019,1.0,1.0,1.0,0.0,40.0,1200.0
64357046,1.0,1.0,1.0,1.0,72.0,700.0
64068040,1.0,1.0,0.0,1.0,48.0,750.0
65476001,1.0,1.0,1.0,99.0,55.0,800.0
67845034,1.0,0.0,,,,
67845035,1.0,0.0,,,,
67573022,1.0,1.0,1.0,1.0,75.0,1000.0
64296040,1.0,1.0,1.0,1.0,56.0,800.0
64284007,0.0,,,,,
64343003,1.0,1.0,1.0,1.0,48.0,2000.0
64298030,1.0,0.0,,1.0,72.0,540.0
65459023,1.0,0.0,,1.0,50.0,630.0
67288037,1.0,0.0,,,,
68158071,1.0,1.0,1.0,1.0,78.0,650.0
67826036,1.0,0.0,,0.0,48.0,240.0
66922033,1.0,0.0,,1.0,54.0,1000.0
67845013,1.0,0.0,,1.0,35.0,800.0
67288035,1.0,0.0,,1.0,66.0,660.0
65043047,1.0,0.0,,,,
65686005,1.0,0.0,,0.0,40.0,1500.0
67843005,1.0,0.0,,,,
68158012,1.0,0.0,,,,
64247036,1.0,0.0,,1.0,40.0,1200.0
61177033,1.0,1.0,1.0,1.0,45.0,650.0
67034063,1.0,0.0,,1.0,45.0,99999.0
64337011,1.0,0.0,,0.0,40.0,600.0
65211010,1.0,0.0,,99.0,999.0,99999.0
65240103,0.0,,,,,
65984044,1.0,0.0,,1.0,72.0,650.0
65043009,1.0,0.0,,1.0,50.0,1000.0
65882009,1.0,0.0,,,,
64356036,1.0,0.0,,,,
62617011,1.0,99.0,1.0,0.0,60.0,775.0
65434001,0.0,,,,,
64356004,1.0,0.0,,0.0,40.0,400.0
67288015,1.0,1.0,1.0,1.0,60.0,1800.0
65473001,1.0,1.0,1.0,1.0,54.0,700.0
65240068,1.0,0.0,,0.0,20.0,250.0
68158024,1.0,1.0,1.0,1.0,50.0,950.0
68386029,1.0,0.0,,0.0,72.0,350.0
64296041,1.0,1.0,0.0,1.0,48.0,1500.0
65984078,1.0,0.0,,,,
68386013,1.0,0.0,,,,
68097025,1.0,1.0,0.0,0.0,40.0,650.0
67786021,1.0,0.0,,,,
67843042,1.0,0.0,,1.0,40.0,1500.0
67034040,1.0,0.0,,,,
64392023,1.0,1.0,1.0,1.0,40.0,2000.0
64357079,1.0,1.0,1.0,0.0,56.0,700.0
64260049,1.0,1.0,1.0,1.0,999.0,660.0
68386019,1.0,0.0,,0.0,56.0,0.0
62617002,1.0,0.0,,1.0,50.0,480.0
68386016,1.0,1.0,1.0,1.0,72.0,600.0
68096025,1.0,0.0,,0.0,65.0,400.0
65240078,0.0,,,,,
64353002,1.0,0.0,,,,
66542019,1.0,1.0,1.0,1.0,30.0,320.0
68386014,1.0,0.0,,0.0,72.0,99999.0
65240059,1.0,1.0,1.0,1.0,90.0,1000.0
67034018,1.0,0.0,,,,
64346036,1.0,0.0,,1.0,48.0,700.0
66303009,1.0,1.0,1.0,1.0,48.0,1000.0
68158059,1.0,0.0,,,,
68441039,1.0,1.0,1.0,1.0,48.0,1000.0
68302015,1.0,0.0,,0.0,48.0,400.0
65480010,1.0,1.0,1.0,1.0,60.0,860.0
68405002,1.0,0.0,,0.0,55.0,500.0
64300040,1.0,1.0,1.0,1.0,60.0,1000.0
64281020,1.0,0.0,,1.0,55.0,550.0
68441027,1.0,1.0,1.0,1.0,60.0,700.0
67034007,0.0,,,,,
65211027,1.0,0.0,,1.0,90.0,650.0
64174030,1.0,1.0,0.0,0.0,50.0,700.0
65882025,1.0,0.0,,,,
67703031,1.0,0.0,,0.0,70.0,35.0
66922070,1.0,0.0,,1.0,45.0,1630.0
68097036,1.0,1.0,1.0,1.0,60.0,750.0
64282033,1.0,0.0,,1.0,60.0,600.0
60984002,1.0,1.0,1.0,1.0,50.0,725.0
65493022,1.0,0.0,,,,
64392029,1.0,1.0,0.0,,,
64329011,1.0,0.0,,0.0,48.0,99999.0
64431021,1.0,1.0,1.0,1.0,48.0,700.0
67034035,1.0,0.0,,1.0,60.0,750.0
68233049,1.0,0.0,,1.0,270.0,400.0
65358154,1.0,0.0,,,,
59026009,1.0,0.0,,1.0,48.0,650.0
65493015,1.0,1.0,1.0,1.0,50.0,700.0
64281039,1.0,1.0,1.0,0.0,40.0,99999.0
64352013,1.0,0.0,,,,
64300028,1.0,0.0,,,,
65984088,1.0,0.0,,0.0,25.0,250.0
68097058,1.0,0.0,,1.0,64.0,800.0
67786012,1.0,1.0,1.0,1.0,50.0,700.0
67407023,1.0,1.0,1.0,1.0,42.0,1000.0
65240079,1.0,1.0,1.0,0.0,95.0,700.0
64297032,1.0,0.0,,0.0,40.0,120.0
65042023,1.0,1.0,1.0,1.0,54.0,99999.0
