id,takip_anket_tamamlama,takip_son_4_hafta_gelir,takip_hafta_20+_calisma,takip_sgk_kaydi,takip_haftalik_calisma_saat_ort,takip_aylik_gelir_ort
67579012,1.0,0.0,,1.0,45.0,1200.0
65358138,1.0,0.0,,,,
68096024,1.0,0.0,,1.0,50.0,1000.0
67703007,1.0,0.0,,1.0,48.0,1000.0
68304096,1.0,1.0,1.0,1.0,70.0,850.0
65493041,1.0,0.0,,0.0,65.0,500.0
68301041,1.0,1.0,1.0,1.0,48.0,440.0
68119008,1.0,0.0,,1.0,72.0,650.0
64392006,1.0,1.0,1.0,1.0,45.0,900.0
65988025,1.0,1.0,1.0,1.0,48.0,870.0
65358171,1.0,0.0,,,,
67288002,1.0,1.0,1.0,1.0,60.0,1000.0
65358066,1.0,1.0,1.0,0.0,55.0,330.0
65232014,1.0,0.0,,0.0,50.0,660.0
64353027,1.0,0.0,,0.0,60.0,400.0
68441045,1.0,0.0,,,,
68405040,1.0,0.0,,,,
68449049,1.0,1.0,1.0,1.0,40.0,1700.0
60929020,0.0,,,,,
66451018,1.0,0.0,,,,
67843012,1.0,1.0,1.0,1.0,48.0,700.0
64329035,1.0,0.0,,0.0,96.0,350.0
65984085,1.0,0.0,,,,
68301011,1.0,1.0,1.0,1.0,48.0,700.0
64295046,1.0,0.0,,1.0,72.0,750.0
65984095,1.0,1.0,1.0,1.0,48.0,680.0
65240099,1.0,0.0,,1.0,12.0,100.0
65461001,1.0,1.0,1.0,0.0,60.0,700.0
64260047,1.0,0.0,,1.0,72.0,130.0
64283016,1.0,0.0,,0.0,16.0,200.0
67034047,1.0,0.0,,1.0,45.0,650.0
65473014,1.0,1.0,1.0,1.0,54.0,700.0
62617016,1.0,0.0,,,,
67826039,0.0,,,,,
64354031,1.0,0.0,,1.0,60.0,99999.0
67579027,1.0,0.0,,0.0,60.0,400.0
64300025,1.0,1.0,0.0,0.0,56.0,600.0
66837014,1.0,0.0,,,,
67845021,1.0,0.0,,,,
64282023,1.0,1.0,1.0,1.0,48.0,700.0
66303007,1.0,0.0,,1.0,48.0,650.0
65358065,1.0,0.0,,,,
65497008,0.0,,,,,
64236010,1.0,0.0,,1.0,55.0,1000.0
60409025,1.0,1.0,1.0,1.0,35.0,700.0
64329008,0.0,,,,,
65211001,1.0,1.0,1.0,1.0,84.0,900.0
67032031,1.0,1.0,1.0,0.0,24.0,99999.0
68444045,1.0,0.0,,1.0,42.0,1000.0
64209012,1.0,0.0,,1.0,45.0,600.0
64354007,1.0,0.0,,1.0,50.0,650.0
68304015,1.0,0.0,,0.0,65.0,40.0
67700028,1.0,0.0,,,,
66086032,1.0,1.0,1.0,1.0,45.0,99999.0
66086013,1.0,1.0,1.0,1.0,45.0,700.0
66922026,1.0,99.0,1.0,1.0,45.0,1850.0
65240076,1.0,1.0,1.0,1.0,24.0,690.0
68119033,1.0,1.0,1.0,1.0,50.0,1000.0
67573012,1.0,0.0,,1.0,45.0,660.0
65211015,1.0,0.0,,1.0,54.0,380.0
68449046,1.0,0.0,,1.0,50.0,1200.0
64260029,1.0,0.0,,,,
64336031,1.0,0.0,,,,
64392012,1.0,1.0,1.0,1.0,60.0,1000.0
65293007,1.0,1.0,1.0,0.0,30.0,400.0
65686017,1.0,1.0,1.0,1.0,45.0,900.0
65294009,1.0,1.0,1.0,1.0,60.0,1000.0
64068048,1.0,0.0,,,,
65293040,1.0,0.0,,0.0,72.0,400.0
68119034,1.0,0.0,,1.0,30.0,640.0
68304027,1.0,0.0,,0.0,48.0,300.0
67803038,1.0,0.0,,0.0,48.0,450.0
65984119,1.0,1.0,1.0,0.0,68.0,600.0
67842037,1.0,0.0,,1.0,55.0,850.0
65042035,1.0,1.0,1.0,1.0,999.0,1200.0
68097065,1.0,0.0,,0.0,72.0,750.0
65749005,1.0,1.0,1.0,1.0,72.0,700.0
64347018,1.0,1.0,1.0,1.0,40.0,1400.0
64264018,1.0,0.0,,0.0,8.0,200.0
64296024,1.0,1.0,1.0,1.0,48.0,500.0
61177001,1.0,0.0,,0.0,60.0,650.0
64281036,1.0,1.0,1.0,1.0,74.0,1000.0
67803014,1.0,0.0,,1.0,16.0,360.0
64260014,1.0,1.0,1.0,0.0,60.0,700.0
65987012,1.0,0.0,,0.0,56.0,300.0
68357023,1.0,0.0,,0.0,40.0,150.0
67289040,1.0,0.0,,1.0,66.0,600.0
68304057,1.0,1.0,1.0,0.0,48.0,600.0
64300017,1.0,1.0,0.0,1.0,72.0,800.0
67703020,1.0,0.0,,,,
66809004,1.0,1.0,1.0,1.0,60.0,700.0
68119026,1.0,0.0,,0.0,60.0,400.0
65358117,1.0,0.0,,,,
67700031,1.0,0.0,,1.0,72.0,1000.0
60984010,1.0,1.0,1.0,1.0,48.0,1000.0
64296005,1.0,0.0,,1.0,68.0,658.0
67577026,1.0,1.0,1.0,1.0,72.0,1500.0
68386031,1.0,0.0,,1.0,72.0,580.0
68096014,1.0,0.0,,1.0,48.0,600.0
64392011,1.0,1.0,0.0,1.0,60.0,600.0
67289065,1.0,1.0,1.0,1.0,54.0,1000.0
68304007,1.0,0.0,,1.0,56.0,335.0
65459024,1.0,0.0,,1.0,40.0,450.0
64297002,1.0,0.0,,1.0,72.0,1200.0
68444042,1.0,1.0,1.0,1.0,72.0,900.0
67460049,1.0,0.0,,1.0,45.0,630.0
68441020,0.0,,,,,
64248038,1.0,0.0,,1.0,45.0,0.0
64244025,1.0,1.0,1.0,1.0,48.0,700.0
68402044,1.0,0.0,,,,
65294019,1.0,1.0,0.0,1.0,49.0,700.0
68386040,1.0,0.0,,1.0,60.0,2500.0
65434005,0.0,,,,,
67573030,1.0,1.0,1.0,1.0,50.0,1100.0
68232008,1.0,0.0,,,,
64296025,1.0,1.0,1.0,1.0,72.0,950.0
64354006,1.0,1.0,1.0,0.0,50.0,600.0
64431009,1.0,1.0,1.0,0.0,25.0,460.0
68096004,1.0,0.0,,,,
64298040,1.0,1.0,0.0,,,
68357047,1.0,0.0,,,,
60984014,1.0,1.0,1.0,1.0,48.0,550.0
64354005,1.0,0.0,,0.0,48.0,600.0
64343032,1.0,0.0,,0.0,72.0,650.0
66382021,1.0,1.0,1.0,0.0,40.0,600.0
64330029,1.0,1.0,0.0,0.0,60.0,300.0
64260044,1.0,0.0,,,,
65984084,1.0,1.0,0.0,0.0,54.0,550.0
67573015,1.0,0.0,,1.0,60.0,650.0
64392020,1.0,1.0,0.0,0.0,45.0,440.0
64067034,1.0,0.0,,,,
65043018,1.0,0.0,,1.0,60.0,775.0
67289055,1.0,0.0,,,,
66451043,1.0,99.0,1.0,0.0,48.0,500.0
65882039,1.0,0.0,,1.0,74.0,600.0
67407033,1.0,1.0,1.0,1.0,70.0,800.0
67407004,1.0,1.0,1.0,0.0,20.0,100.0
64300024,1.0,0.0,,1.0,84.0,920.0
67700038,1.0,0.0,,1.0,45.0,800.0
67799006,0.0,,,,,
65461029,1.0,1.0,1.0,1.0,45.0,750.0
65984071,1.0,1.0,1.0,1.0,48.0,1000.0
68402025,1.0,0.0,,,,
65474015,1.0,0.0,,,,
64273021,1.0,1.0,1.0,0.0,35.0,550.0
66086006,1.0,1.0,0.0,,,
67843032,1.0,0.0,,,,
64068022,1.0,1.0,1.0,0.0,56.0,800.0
64186013,1.0,1.0,1.0,0.0,45.0,1500.0
64284024,1.0,1.0,1.0,1.0,84.0,820.0
67842018,1.0,1.0,1.0,1.0,56.0,700.0
67803016,1.0,0.0,,0.0,60.0,300.0
65987024,1.0,0.0,,,,
67288013,1.0,0.0,,1.0,75.0,700.0
67799048,1.0,1.0,1.0,1.0,45.0,99999.0
65358059,1.0,0.0,,,,
65496019,1.0,0.0,,,,
66809019,1.0,1.0,1.0,1.0,48.0,711.0
65358179,0.0,,,,,
68232001,1.0,1.0,0.0,0.0,60.0,1000.0
65358167,1.0,0.0,,,,
65293029,1.0,0.0,,,,
67460047,1.0,1.0,1.0,1.0,36.0,400.0
65986011,1.0,0.0,,1.0,54.0,850.0
64353034,1.0,99.0,1.0,1.0,48.0,700.0
68402026,0.0,,,,,
66891016,1.0,0.0,,1.0,60.0,650.0
68357007,1.0,0.0,,0.0,60.0,600.0
65293003,1.0,0.0,,0.0,70.0,600.0
64260019,1.0,0.0,,0.0,40.0,500.0
68302026,1.0,1.0,1.0,1.0,48.0,99999.0
64336011,1.0,1.0,0.0,1.0,55.0,650.0
65459021,1.0,0.0,,,,
60409001,1.0,0.0,,,,
64344038,1.0,0.0,,0.0,54.0,1000.0
67826032,0.0,,,,,
65293038,1.0,1.0,0.0,0.0,55.0,500.0
64337019,1.0,0.0,,1.0,54.0,200.0
64330022,1.0,1.0,0.0,,,
65476007,1.0,1.0,1.0,1.0,30.0,900.0
65042022,1.0,0.0,,,,
65984007,1.0,0.0,,0.0,40.0,450.0
67289019,1.0,1.0,1.0,1.0,54.0,700.0
65358026,1.0,0.0,,,,
65984011,1.0,0.0,,0.0,60.0,300.0
64283003,1.0,0.0,,0.0,66.0,500.0
68158009,1.0,0.0,,1.0,36.0,800.0
64281032,1.0,1.0,1.0,1.0,50.0,850.0
65687002,1.0,1.0,1.0,1.0,60.0,800.0
68097072,1.0,0.0,,,,
67573011,1.0,1.0,1.0,1.0,66.0,1200.0
64248030,1.0,0.0,,1.0,60.0,650.0
64364019,1.0,1.0,1.0,1.0,45.0,1500.0
67289058,1.0,1.0,1.0,1.0,50.0,99999.0
68158021,1.0,1.0,1.0,1.0,33.0,750.0
68302007,1.0,1.0,1.0,1.0,50.0,800.0
60983002,1.0,1.0,1.0,1.0,45.0,2250.0
65473030,1.0,0.0,,,,
64358019,1.0,0.0,,1.0,30.0,700.0
65493026,1.0,1.0,0.0,,,
68441019,0.0,,,,,
68233009,1.0,0.0,,,,
64236003,1.0,0.0,,,,
65434021,1.0,1.0,1.0,1.0,12.0,750.0
67034025,1.0,1.0,1.0,1.0,60.0,655.0
67700037,1.0,1.0,1.0,0.0,45.0,1500.0
65461015,1.0,0.0,,0.0,50.0,770.0
65240088,1.0,1.0,1.0,0.0,60.0,700.0
65476024,1.0,1.0,0.0,1.0,50.0,700.0
64283011,1.0,0.0,,1.0,72.0,1000.0
67683006,1.0,0.0,,1.0,55.0,650.0
64283035,1.0,1.0,1.0,1.0,60.0,700.0
65211020,1.0,1.0,1.0,0.0,40.0,1000.0
65481007,1.0,0.0,,0.0,40.0,550.0
64357014,1.0,0.0,,0.0,60.0,680.0
65686032,1.0,0.0,,1.0,66.0,780.0
64263012,1.0,0.0,,0.0,999.0,350.0
65358132,1.0,0.0,,,,
64354004,1.0,1.0,1.0,1.0,45.0,1300.0
68302064,1.0,1.0,1.0,1.0,50.0,1000.0
64174013,1.0,1.0,0.0,,,
61177009,1.0,1.0,1.0,1.0,45.0,700.0
65496003,1.0,0.0,,1.0,48.0,99999.0
65687025,1.0,1.0,1.0,1.0,55.0,1100.0
64209011,1.0,0.0,,,,
68449044,0.0,,,,,
64344016,1.0,0.0,,0.0,45.0,700.0
64273012,1.0,0.0,,1.0,46.0,650.0
65240112,1.0,0.0,,,,
67034069,1.0,1.0,1.0,1.0,54.0,750.0
64357080,1.0,0.0,,1.0,70.0,1700.0
64247027,1.0,0.0,,,,
67034049,1.0,0.0,,1.0,40.0,600.0
68449032,1.0,0.0,,,,
68301004,1.0,0.0,,0.0,60.0,20.0
68386005,1.0,0.0,,,,
67573005,1.0,0.0,,,,
65882008,1.0,1.0,1.0,1.0,48.0,700.0
65474012,1.0,0.0,,,,
64356001,1.0,0.0,,0.0,60.0,500.0
61177039,1.0,1.0,1.0,0.0,60.0,750.0
64330012,1.0,0.0,,0.0,25.0,500.0
65294006,1.0,0.0,,1.0,72.0,650.0
68233016,1.0,0.0,,,,
66264011,1.0,0.0,,0.0,48.0,650.0
68119035,1.0,1.0,0.0,1.0,60.0,800.0
68096001,0.0,,,,,
66086017,1.0,1.0,1.0,1.0,60.0,99999.0
65358075,1.0,0.0,,,,
65480012,1.0,1.0,0.0,1.0,999.0,99999.0
65984111,1.0,0.0,,,,
67843006,1.0,1.0,1.0,1.0,15.0,850.0
64357002,1.0,1.0,1.0,1.0,48.0,800.0
64209050,0.0,,,,,
65459005,1.0,0.0,,1.0,60.0,850.0
65476045,1.0,0.0,,1.0,60.0,700.0
64067020,1.0,0.0,,0.0,13.0,890.0
65987040,1.0,0.0,,,,
65240060,1.0,0.0,,1.0,46.0,650.0
67034078,1.0,0.0,,1.0,40.0,0.0
65987011,1.0,0.0,,,,
65988024,1.0,1.0,1.0,1.0,40.0,701.0
68402039,1.0,1.0,1.0,0.0,50.0,800.0
65984074,1.0,0.0,,,,
65986014,1.0,0.0,,,,
67034009,1.0,0.0,,1.0,45.0,700.0
67786010,0.0,,,,,
65493016,1.0,1.0,0.0,0.0,72.0,700.0
68304082,1.0,1.0,1.0,1.0,48.0,600.0
64298016,1.0,1.0,1.0,1.0,45.0,750.0
68402035,1.0,0.0,,0.0,55.0,200.0
64174014,1.0,1.0,1.0,1.0,40.0,668.0
68402045,1.0,0.0,,0.0,60.0,600.0
65232016,1.0,1.0,1.0,1.0,48.0,830.0
65240035,1.0,0.0,,0.0,72.0,700.0
65481015,1.0,0.0,,1.0,50.0,1200.0
66891026,1.0,0.0,,,,
64298028,1.0,0.0,,0.0,70.0,700.0
66382032,1.0,0.0,,1.0,10.0,1100.0
64392019,1.0,1.0,0.0,0.0,75.0,700.0
64337038,1.0,1.0,0.0,0.0,50.0,800.0
64354029,1.0,0.0,,1.0,60.0,570.0
68097011,0.0,,,,,
68402018,1.0,0.0,,,,
60929019,1.0,1.0,0.0,0.0,60.0,1200.0
65179015,1.0,0.0,,,,
67460015,1.0,0.0,,,,
68158051,1.0,0.0,,,,
64283022,1.0,1.0,1.0,1.0,60.0,700.0
68304036,1.0,0.0,,0.0,40.0,400.0
65753031,1.0,1.0,1.0,1.0,60.0,800.0
64356013,1.0,1.0,1.0,1.0,48.0,800.0
66837043,1.0,0.0,,,,
68357032,0.0,,,,,
66382036,1.0,0.0,,,,
64431004,1.0,0.0,,,,
65042034,1.0,0.0,,,,
62617003,1.0,0.0,,0.0,48.0,500.0
68304009,1.0,0.0,,,,
65043010,1.0,0.0,,,,
65240105,1.0,0.0,,1.0,30.0,400.0
64067015,1.0,0.0,,1.0,84.0,500.0
66382043,1.0,0.0,,,,
65686009,1.0,99.0,1.0,1.0,40.0,1500.0
64357081,1.0,1.0,1.0,1.0,40.0,900.0
64284017,1.0,1.0,1.0,0.0,50.0,450.0
66382010,1.0,0.0,,,,
66809014,1.0,0.0,,,,
68097043,1.0,1.0,1.0,1.0,54.0,800.0
64282016,1.0,0.0,,,,
68302011,1.0,0.0,,1.0,54.0,500.0
65211032,1.0,1.0,1.0,1.0,48.0,750.0
66382006,0.0,,,,,
65473027,1.0,0.0,,1.0,56.0,600.0
65042031,1.0,1.0,1.0,1.0,40.0,800.0
65042016,1.0,0.0,,0.0,20.0,400.0
68304084,1.0,0.0,,,,
66264018,1.0,0.0,,,,
66451005,1.0,0.0,,,,
64338022,1.0,0.0,,1.0,72.0,750.0
65293036,1.0,1.0,1.0,1.0,40.0,1000.0
65753026,1.0,1.0,1.0,1.0,48.0,750.0
64329003,1.0,0.0,,1.0,48.0,950.0
65493040,1.0,0.0,,,,
64344026,1.0,99.0,1.0,1.0,40.0,1000.0
64358010,1.0,1.0,1.0,0.0,48.0,600.0
68386007,0.0,,,,,
68158011,1.0,0.0,,,,
64263046,1.0,1.0,1.0,0.0,60.0,600.0
65749015,1.0,0.0,,,,
65434035,1.0,0.0,,0.0,72.0,700.0
64358011,1.0,0.0,,0.0,84.0,750.0
64295037,1.0,0.0,,,,
68096005,1.0,1.0,0.0,1.0,48.0,900.0
68441026,1.0,1.0,0.0,1.0,60.0,580.0
65294014,1.0,0.0,,1.0,50.0,750.0
68232012,1.0,1.0,0.0,1.0,54.0,703.0
65984059,1.0,0.0,,,,
64247004,1.0,1.0,1.0,1.0,50.0,1200.0
66542011,1.0,0.0,,,,
66303001,1.0,0.0,,,,
65882033,1.0,1.0,1.0,1.0,55.0,650.0
68304085,1.0,0.0,,,,
65984072,1.0,0.0,,,,
68232045,1.0,0.0,,,,
64337024,1.0,1.0,0.0,1.0,50.0,650.0
65043029,1.0,0.0,,,,
68096028,0.0,,,,,
64338039,1.0,1.0,1.0,1.0,60.0,750.0
66086022,1.0,1.0,1.0,1.0,48.0,1000.0
64356033,1.0,1.0,1.0,1.0,40.0,99999.0
65988021,1.0,1.0,1.0,1.0,50.0,700.0
65984028,1.0,1.0,1.0,0.0,60.0,680.0
65686027,1.0,1.0,1.0,1.0,48.0,500.0
68357006,1.0,0.0,,,,
66809018,1.0,0.0,,1.0,45.0,1000.0
67799015,1.0,1.0,1.0,1.0,54.0,1000.0
67845040,1.0,1.0,1.0,0.0,57.0,700.0
68405014,1.0,1.0,1.0,1.0,60.0,700.0
67700043,1.0,1.0,1.0,1.0,60.0,900.0
68301030,1.0,0.0,,,,
64282036,1.0,0.0,,0.0,999.0,99999.0
64357026,1.0,0.0,,1.0,70.0,600.0
61177002,1.0,0.0,,1.0,65.0,600.0
66382031,1.0,0.0,,,,
65211034,1.0,1.0,1.0,1.0,60.0,700.0
67579003,1.0,0.0,,0.0,60.0,400.0
64373017,1.0,0.0,,1.0,56.0,1500.0
64298002,1.0,0.0,,1.0,45.0,680.0
61177040,1.0,0.0,,1.0,65.0,900.0
65042044,1.0,0.0,,0.0,48.0,0.0
67577023,0.0,,,,,
67034074,1.0,0.0,,,,
65179031,1.0,1.0,1.0,1.0,60.0,700.0
65987035,1.0,1.0,1.0,1.0,48.0,701.0
66837009,1.0,0.0,,1.0,42.0,650.0
67703028,1.0,0.0,,0.0,40.0,1000.0
65294005,1.0,1.0,1.0,1.0,50.0,900.0
65043024,1.0,0.0,,,,
66086040,1.0,0.0,,,,
67842015,1.0,1.0,1.0,1.0,45.0,700.0
65687019,1.0,0.0,,1.0,30.0,1000.0
65240111,1.0,1.0,1.0,0.0,20.0,600.0
64300009,1.0,1.0,0.0,1.0,60.0,700.0
68158018,1.0,0.0,,0.0,999.0,400.0
66451046,1.0,0.0,,0.0,48.0,350.0
67843028,0.0,,,,,
67577017,1.0,0.0,,,,
65294008,1.0,0.0,,1.0,60.0,1500.0
65686014,1.0,0.0,,0.0,72.0,800.0
65436022,1.0,1.0,1.0,0.0,35.0,425.0
67786009,1.0,99.0,1.0,0.0,20.0,550.0
64343015,1.0,0.0,,1.0,45.0,550.0
67843009,1.0,1.0,1.0,,,
64336013,1.0,1.0,1.0,0.0,40.0,600.0
60983022,1.0,1.0,0.0,1.0,54.0,600.0
68304049,1.0,0.0,,,,
68357043,1.0,1.0,1.0,1.0,45.0,790.0
65293039,1.0,0.0,,1.0,60.0,600.0
66922073,0.0,,,,,
65476032,1.0,0.0,,1.0,40.0,99999.0
66922056,1.0,0.0,,1.0,72.0,1200.0
63066021,0.0,,,,,
67573049,1.0,1.0,1.0,1.0,48.0,900.0
64352004,1.0,0.0,,,,
64282006,1.0,1.0,1.0,1.0,50.0,730.0
68405019,1.0,0.0,,,,
67032040,1.0,0.0,,0.0,20.0,240.0
67579042,1.0,0.0,,,,
64337044,1.0,1.0,0.0,,,
65042020,1.0,1.0,1.0,1.0,40.0,900.0
65358145,1.0,0.0,,,,
67826033,1.0,1.0,0.0,0.0,42.0,200.0
65984042,1.0,0.0,,,,
67289024,1.0,0.0,,1.0,45.0,99999.0
64247015,1.0,1.0,0.0,,,
67805010,1.0,1.0,1.0,1.0,48.0,700.0
65358199,1.0,0.0,,,,
64373035,1.0,1.0,0.0,,,
66809048,1.0,1.0,1.0,1.0,60.0,642.0
65434018,1.0,0.0,,1.0,31.0,720.0
68304020,1.0,1.0,1.0,1.0,76.0,701.0
64431042,0.0,,,,,
65882001,1.0,1.0,1.0,1.0,44.0,700.0
68304048,1.0,0.0,,,,
66922053,1.0,0.0,,1.0,60.0,1000.0
68304011,1.0,0.0,,,,
64209001,1.0,1.0,1.0,0.0,72.0,710.0
64068025,1.0,0.0,,1.0,54.0,600.0
66086014,1.0,0.0,,0.0,48.0,500.0
61177010,1.0,1.0,1.0,1.0,45.0,120.0
65358124,1.0,0.0,,,,
65293021,1.0,1.0,0.0,0.0,60.0,1200.0
67034048,1.0,1.0,0.0,,,
64356038,0.0,,,,,
64209036,1.0,1.0,1.0,1.0,60.0,850.0
68097028,1.0,1.0,1.0,1.0,60.0,750.0
65293014,1.0,1.0,1.0,1.0,55.0,800.0
67842035,1.0,1.0,1.0,0.0,48.0,750.0
68232037,1.0,1.0,0.0,0.0,72.0,600.0
68304094,1.0,0.0,,1.0,56.0,750.0
65043025,1.0,0.0,,0.0,72.0,500.0
64298032,1.0,1.0,1.0,1.0,45.0,700.0
65240087,1.0,1.0,1.0,1.0,72.0,650.0
64284003,1.0,0.0,,,,
68357049,1.0,0.0,,,,
64356026,1.0,1.0,1.0,1.0,30.0,558.0
68096011,1.0,0.0,,1.0,54.0,1000.0
64336035,1.0,0.0,,1.0,60.0,400.0
67577047,1.0,0.0,,1.0,60.0,99999.0
65043007,1.0,0.0,,1.0,40.0,800.0
64346010,1.0,1.0,1.0,1.0,45.0,99999.0
65436019,0.0,,,,,
65179026,1.0,1.0,1.0,0.0,72.0,600.0
64338027,1.0,0.0,,,,
64298049,1.0,1.0,0.0,1.0,45.0,1200.0
68097070,1.0,0.0,,1.0,8.0,450.0
65753017,1.0,1.0,0.0,1.0,50.0,1400.0
67577012,1.0,0.0,,1.0,20.0,900.0
68097023,1.0,0.0,,1.0,45.0,99999.0
65687032,1.0,1.0,1.0,1.0,48.0,1000.0
65476005,,,,,,
67579036,0.0,,,,,
64068004,1.0,1.0,1.0,0.0,70.0,600.0
67826013,1.0,0.0,,,,
65240116,1.0,1.0,1.0,0.0,60.0,600.0
65240065,1.0,0.0,,,,
65984053,1.0,1.0,1.0,0.0,54.0,400.0
67845010,0.0,,,,,
67034015,1.0,1.0,1.0,1.0,55.0,700.0
66451004,1.0,0.0,,,,
64354013,1.0,1.0,1.0,1.0,55.0,1500.0
67842017,1.0,0.0,,,,
67683011,1.0,0.0,,1.0,72.0,2500.0
64330001,1.0,1.0,0.0,1.0,48.0,1200.0
68304065,1.0,0.0,,,,
65240038,1.0,1.0,1.0,1.0,32.0,700.0
64347002,0.0,,,,,
64260009,1.0,1.0,0.0,,,
66922076,1.0,1.0,1.0,1.0,45.0,1100.0
65883022,1.0,1.0,1.0,1.0,44.0,700.0
66922005,1.0,1.0,1.0,0.0,54.0,770.0
64264012,1.0,0.0,,1.0,8.0,600.0
65988018,1.0,0.0,,,,
65436016,1.0,1.0,1.0,1.0,65.0,750.0
67034075,1.0,0.0,,0.0,45.0,99999.0
68357008,1.0,0.0,,0.0,45.0,350.0
67799041,1.0,1.0,1.0,1.0,999.0,99999.0
65042018,1.0,1.0,0.0,1.0,75.0,800.0
60983006,1.0,1.0,0.0,,,
67579045,1.0,1.0,1.0,1.0,40.0,1000.0
67786004,0.0,,,,,
65436018,1.0,0.0,,,,
64264033,1.0,0.0,,,,
64295003,1.0,0.0,,1.0,45.0,900.0
65358163,1.0,0.0,,0.0,40.0,400.0
64281040,1.0,1.0,1.0,1.0,40.0,1500.0
67842011,1.0,0.0,,1.0,78.0,650.0
64337017,1.0,0.0,,0.0,77.0,99999.0
64264002,1.0,0.0,,0.0,45.0,500.0
65042005,1.0,0.0,,1.0,72.0,650.0
66542005,1.0,1.0,1.0,0.0,54.0,500.0
65480030,1.0,1.0,1.0,1.0,48.0,700.0
64067017,1.0,0.0,,0.0,40.0,500.0
65179027,1.0,1.0,1.0,1.0,50.0,800.0
64209047,1.0,0.0,,1.0,72.0,680.0
68232048,1.0,0.0,,1.0,40.0,700.0
67786019,1.0,0.0,,,,
68302037,1.0,0.0,,,,
65240013,1.0,1.0,1.0,1.0,36.0,800.0
64281022,1.0,1.0,1.0,1.0,40.0,701.0
67573013,0.0,,,,,
64186027,1.0,1.0,1.0,1.0,60.0,1000.0
65753040,1.0,0.0,,1.0,56.0,600.0
67700049,1.0,1.0,0.0,,,
66451003,1.0,0.0,,1.0,36.0,630.0
65043014,1.0,0.0,,,,
64344014,0.0,,,,,
67845024,1.0,0.0,,,,
68232049,1.0,1.0,1.0,0.0,35.0,99999.0
65179004,1.0,1.0,1.0,1.0,45.0,660.0
66837031,1.0,0.0,,,,
64338032,1.0,1.0,0.0,1.0,48.0,700.0
65481010,1.0,1.0,1.0,1.0,40.0,1600.0
67799009,1.0,1.0,0.0,1.0,56.0,1000.0
60409021,1.0,1.0,1.0,1.0,48.0,70.0
68449048,1.0,0.0,,1.0,54.0,650.0
64354028,1.0,0.0,,1.0,48.0,600.0
65753002,1.0,1.0,0.0,0.0,40.0,800.0
65436026,1.0,0.0,,0.0,48.0,650.0
65436004,1.0,0.0,,,,
68402004,1.0,1.0,1.0,1.0,72.0,900.0
65480003,1.0,1.0,0.0,,,
64247039,1.0,1.0,0.0,1.0,40.0,400.0
66809022,1.0,1.0,1.0,0.0,50.0,600.0
65987034,1.0,0.0,,,,
65476013,1.0,1.0,0.0,,,
65358116,1.0,0.0,,,,
67786039,1.0,0.0,,0.0,45.0,80.0
64068007,1.0,1.0,1.0,0.0,78.0,700.0
65749013,1.0,1.0,1.0,1.0,48.0,1200.0
65240042,1.0,0.0,,,,
64336045,1.0,1.0,1.0,1.0,65.0,700.0
68405029,1.0,0.0,,0.0,75.0,700.0
64260039,1.0,0.0,,,,
67842026,1.0,1.0,1.0,1.0,60.0,1100.0
64372018,1.0,1.0,0.0,1.0,60.0,1500.0
68304037,1.0,0.0,,0.0,40.0,500.0
64344022,1.0,0.0,,1.0,45.0,650.0
64262010,1.0,0.0,,,,
67826050,1.0,1.0,1.0,1.0,45.0,700.0
66382039,1.0,0.0,,0.0,84.0,600.0
65293025,1.0,0.0,,0.0,45.0,0.0
65687030,1.0,0.0,,1.0,49.0,800.0
65474019,1.0,0.0,,,,
64357024,1.0,1.0,1.0,1.0,40.0,1700.0
68405046,1.0,1.0,1.0,0.0,70.0,600.0
67826002,1.0,1.0,0.0,,,
65986017,1.0,0.0,,0.0,84.0,200.0
64209006,1.0,1.0,1.0,1.0,40.0,1800.0
64338023,1.0,1.0,1.0,,,
64247016,1.0,1.0,1.0,1.0,50.0,750.0
64337031,1.0,0.0,,0.0,6.0,500.0
65493023,1.0,1.0,1.0,1.0,45.0,1000.0
65753049,1.0,1.0,1.0,1.0,48.0,1000.0
67843045,1.0,0.0,,,,
65687037,1.0,0.0,,0.0,35.0,60.0
64186005,1.0,1.0,1.0,0.0,40.0,700.0
65294028,1.0,0.0,,1.0,60.0,750.0
67577027,0.0,,,,,
68158026,1.0,1.0,1.0,1.0,48.0,850.0
68302023,1.0,1.0,1.0,1.0,48.0,658.0
68096008,1.0,0.0,,,,
65986012,1.0,0.0,,0.0,48.0,500.0
64364003,1.0,0.0,,1.0,48.0,850.0
64344040,1.0,1.0,1.0,1.0,55.0,1000.0
64338029,1.0,1.0,1.0,1.0,60.0,700.0
67407016,1.0,0.0,,0.0,72.0,1000.0
65232009,1.0,1.0,1.0,,,
68119036,1.0,0.0,,1.0,60.0,800.0
65474022,1.0,0.0,,1.0,70.0,920.0
67683015,1.0,0.0,,,,
67032026,1.0,0.0,,,,
63066002,1.0,0.0,,,,
65461021,1.0,0.0,,0.0,50.0,750.0
65459015,1.0,1.0,0.0,,,
66837049,1.0,1.0,1.0,1.0,48.0,700.0
64345007,1.0,1.0,1.0,1.0,102.0,99999.0
63066035,1.0,0.0,,,,
59026035,1.0,0.0,,0.0,25.0,700.0
68158003,1.0,1.0,1.0,0.0,60.0,2000.0
68386046,1.0,1.0,1.0,0.0,72.0,600.0
68304050,1.0,0.0,,0.0,98.0,300.0
